,id,gpt-3.5-turbo_A_vote,gpt-3.5-turbo_A_for_lprob,gpt-3.5-turbo_A_against_lprob,gpt-3.5-turbo_H_vote,gpt-3.5-turbo_H_for_lprob,gpt-3.5-turbo_H_against_lprob,gpt-3.5-turbo_Sp_vote,gpt-3.5-turbo_Sp_for_lprob,gpt-3.5-turbo_Sp_against_lprob,gpt-3.5-turbo_FrP_vote,gpt-3.5-turbo_FrP_for_lprob,gpt-3.5-turbo_FrP_against_lprob,gpt-3.5-turbo_KrF_vote,gpt-3.5-turbo_KrF_for_lprob,gpt-3.5-turbo_KrF_against_lprob,gpt-3.5-turbo_MDG_vote,gpt-3.5-turbo_MDG_for_lprob,gpt-3.5-turbo_MDG_against_lprob,gpt-3.5-turbo_SV_vote,gpt-3.5-turbo_SV_for_lprob,gpt-3.5-turbo_SV_against_lprob,gpt-3.5-turbo_V_vote,gpt-3.5-turbo_V_for_lprob,gpt-3.5-turbo_V_against_lprob,gpt-3.5-turbo_R_vote,gpt-3.5-turbo_R_for_lprob,gpt-3.5-turbo_R_against_lprob
2983,1508347,for,-0.004033757,-6.663017,for,-0.002684564,-8.301007,for,-0.0008989581,-8.236541,for,-0.0043915445,-5.836627,for,-0.004810304,-5.733206,for,-0.0028689466,-7.427155,for,-0.001125691,-7.5794663,for,-0.0018090566,-7.6889143,for,-0.0013621398,-7.8413453
2984,1508433,for,-0.15667942,-2.096121,for,-0.041455515,-3.831504,for,-0.2218759,-1.6244714,for,-0.5971968,-0.8420737,for,-0.0851142,-2.6187618,for,-0.27886438,-1.4665208,for,-0.09773261,-2.472538,for,-0.027260806,-4.6049604,for,-0.046623565,-3.790621
2985,1508619,for,-0.0062949224,-7.8020654,for,-0.0008527512,-8.346205,for,-0.00035286226,-8.245905,for,-0.020265305,-4.1590896,for,-0.008017305,-5.040406,for,-0.0012271352,-7.988585,for,-0.0029706918,-6.602189,for,-0.0062573655,-9.02625,for,-0.017123474,-6.228519
2986,1508715,mot,-1.6663797,-0.21906061,mot,-1.4792933,-0.26453358,mot,-1.1851783,-0.3676543,mot,-2.410811,-0.09802479,mot,-0.8800778,-0.55503124,mot,-1.0127475,-0.46210736,for,-0.5534869,-0.8659678,for,-0.54767364,-0.87548965,mot,-1.203784,-0.36611837
2987,1508716,for,-0.09699502,-2.4292285,for,-0.09591816,-3.85436,for,-0.047323395,-3.092501,for,-0.3714104,-1.1763382,for,-0.13119595,-2.161748,for,-0.12970094,-2.122434,for,-0.07315233,-2.6823633,for,-0.011322376,-4.761433,for,-0.06451248,-2.8709967
2988,1508717,for,-0.009726101,-5.211638,for,-0.008407245,-7.9429374,for,-0.001207615,-7.3043675,for,-0.068440914,-2.850078,for,-0.020002536,-4.090502,for,-0.010210253,-5.039238,for,-0.004535981,-6.323815,for,-0.014812654,-9.038355,for,-0.0023772,-9.248887
2989,1508718,for,-0.032581136,-3.572685,for,-0.31791592,-1.3020735,for,-0.06425383,-2.7798567,for,-0.58300865,-0.8201302,for,-0.15236287,-1.9638939,for,-0.043693688,-3.2425044,for,-0.059166506,-2.8855748,for,-0.020980103,-3.9712288,for,-0.0114125395,-4.8015966
2990,150887,for,-0.00096827606,-9.06095,for,-0.0004222131,-11.778209,for,-7.493431e-05,-11.450053,for,-0.0008274946,-9.009876,for,-0.00011009939,-11.587735,for,-0.0009286142,-9.2195,for,-0.00067573914,-8.756997,for,-0.00013333677,-10.924339,for,-0.00055494,-10.827488
2991,150888,for,-0.0075511434,-5.440893,for,-0.00021128863,-11.469021,for,-0.00065989606,-8.694578,for,-0.011785128,-4.8593097,for,-0.003527971,-6.419147,for,-0.0005450497,-10.352701,for,-0.0034962464,-6.4789467,for,-0.0024691133,-11.470216,for,-0.0025408245,-7.078047
2992,150889,for,-0.012727309,-8.129789,for,-0.00198371,-10.477808,for,-0.000281716,-11.241113,for,-0.0065674684,-5.393103,for,-0.003889742,-6.166617,for,-0.0014269021,-8.222137,for,-0.0031036846,-6.7509065,for,-0.00065501244,-12.496491,for,-0.00028564973,-11.639961
2993,1508810,for,-0.045467976,-3.1251132,for,-0.027121942,-3.7121387,for,-0.051409908,-2.9992478,mot,-0.7546362,-0.64174026,for,-0.100629315,-2.3749862,for,-0.18771088,-1.7698604,for,-0.22334144,-1.6105294,for,-0.0125328405,-4.5167117,for,-0.025108112,-3.720682
2994,1508811,for,-0.33128133,-1.2932488,for,-0.12658691,-2.3695946,for,-0.117495015,-2.2252831,mot,-1.1735196,-0.39816332,for,-0.3739344,-1.2143618,for,-0.42713296,-1.068765,for,-0.29385194,-1.391718,for,-0.050565146,-3.131908,for,-0.33829308,-1.2853947
2995,1508812,for,-0.030166509,-3.5553074,for,-0.019793006,-5.8994317,for,-0.010240108,-4.6849895,for,-0.34610486,-1.2433331,for,-0.09174659,-2.6456864,for,-0.008610557,-4.964307,for,-0.015610444,-4.207869,for,-0.009612523,-5.6112494,for,-0.022208234,-3.918229
2996,1508813,for,-0.35631344,-1.2293069,for,-0.101350956,-2.3942893,for,-0.4653054,-0.99034125,mot,-1.643664,-0.21719609,for,-0.5979621,-0.8121993,for,-0.5794301,-0.8301816,for,-0.44081095,-1.0370862,for,-0.1731653,-1.8815775,for,-0.28076223,-1.4212537
2997,1508814,for,-0.0007908092,-9.3858595,for,-0.00034535606,-15.186108,for,-2.4630364e-05,-12.593977,for,-0.0006010498,-9.990643,for,-0.0006528667,-11.566745,for,-0.000107238506,-10.681986,for,-6.086828e-05,-11.591597,for,-0.00010473523,-14.610935,for,-0.0001624188,-13.178871
2998,150896,for,-0.011343709,-7.248406,for,-0.028008178,-10.58764,for,-0.00069456233,-9.688953,for,-0.0073709306,-5.132928,for,-0.0070215417,-6.8111005,for,-0.0017576448,-7.981118,for,-0.0034429035,-7.1436005,for,-0.000807606,-10.998649,for,-0.0038345174,-8.132297
2999,150905,for,-0.00026896485,-13.8054695,for,-0.0028848795,-16.470642,for,-6.80205e-05,-13.943276,for,-0.0001406082,-12.365727,for,-0.00023619852,-12.977201,for,-0.00015776986,-12.552699,for,-0.00031258242,-11.661423,for,-9.9371064e-05,-14.957689,for,-0.0009981558,-12.965901
3000,150914,for,-0.07737397,-3.0504003,for,-0.02984768,-4.495744,for,-0.02392638,-3.7743347,for,-0.17268588,-1.8715804,for,-0.08382333,-2.8375428,for,-0.016030379,-4.233899,for,-0.11858472,-2.2314882,for,-0.014690255,-4.4198513,for,-0.02847359,-3.7955616
3001,150923,mot,-1.0729814,-0.43728113,mot,-1.6245784,-0.22027388,mot,-1.1798666,-0.3711774,mot,-2.3340251,-0.10902847,mot,-1.1506987,-0.38580993,mot,-1.6037861,-0.228603,mot,-1.092523,-0.4115118,for,-0.64682066,-0.7452208,mot,-1.5091052,-0.2561069
3002,150932,for,-0.05106164,-4.3152122,for,-0.0017027946,-7.704284,for,-0.0051004607,-5.8601627,for,-0.1714766,-1.9475939,for,-0.023887502,-4.056158,for,-0.071031734,-2.9562476,for,-0.036756374,-3.6948621,for,-0.035117246,-6.8212557,for,-0.024860227,-4.572548
3003,150941,for,-0.0036823787,-10.115382,for,-0.0029999276,-12.035479,for,-0.0008061755,-10.114106,for,-0.0032245333,-7.50624,for,-0.009018693,-8.243642,for,-0.0017145701,-9.588873,for,-0.0020056034,-9.321235,for,-0.0021016062,-12.524866,for,-0.0036855934,-12.0114565
3004,150960,for,-0.0044346284,-6.1145935,for,-0.0004552215,-9.160701,for,-0.00031663533,-8.469349,for,-0.012435361,-4.5040164,for,-0.021453232,-3.9129517,for,-0.004667338,-6.2041073,for,-0.01453167,-4.291883,for,-0.0004721411,-7.923993,for,-0.005474702,-5.6559777
3005,150970,for,-0.68133205,-0.7160191,mot,-0.9646127,-0.48085192,mot,-0.8640026,-0.5485996,mot,-3.2558897,-0.041095532,mot,-0.8688112,-0.5511041,mot,-1.1288749,-0.39308468,for,-0.39804065,-1.1163443,for,-0.11389421,-2.2467868,for,-0.31339765,-1.3379223
3006,150971,for,-0.039363004,-5.2962866,for,-0.0021886874,-6.4369116,for,-0.0057818354,-5.3169694,for,-0.102618515,-2.4112885,for,-0.021608174,-4.1145134,for,-0.024227329,-4.000498,for,-0.019711658,-4.6139,for,-0.0033680657,-6.35943,for,-0.024179965,-5.1204267
3007,150980,mot,-0.7850419,-0.67655575,for,-0.519025,-0.9313366,for,-0.51761824,-0.91774565,mot,-3.4414437,-0.03728424,mot,-0.9950098,-0.50187624,for,-0.49952266,-0.9430537,for,-0.54239464,-0.8778515,for,-0.29961953,-1.3738536,mot,-0.939646,-0.5008452
3008,150981,for,-0.004931662,-7.8537207,for,-0.0014532096,-13.234526,for,-0.0002815968,-9.240298,for,-0.003081929,-7.13874,for,-0.0012522541,-7.9227953,for,-0.0007828262,-10.719607,for,-0.002605387,-7.1337643,for,-0.002831269,-12.595351,for,-0.0013682155,-10.792172
3009,150982,for,-0.15879428,-2.0521584,for,-0.24098003,-1.6346682,for,-0.51226175,-0.9258207,mot,-1.2541564,-0.3640959,for,-0.50506186,-1.03878,for,-0.25138104,-1.5233232,for,-0.058478303,-2.95864,for,-0.026084881,-4.4090767,for,-0.039483223,-3.5238564
3010,150983,mot,-1.7189888,-0.21525802,mot,-1.8391329,-0.17412819,mot,-1.4079046,-0.28382403,mot,-4.104883,-0.022171034,mot,-1.7114315,-0.20784564,mot,-1.2979221,-0.3270359,mot,-1.0395843,-0.44000542,mot,-0.8658245,-0.5591381,mot,-1.5348283,-0.25077072
3011,150984,for,-0.0036617143,-12.366854,for,-0.004877335,-15.429386,for,-0.00030209616,-12.276439,for,-0.003457168,-10.810424,for,-0.0024351163,-13.809726,for,-0.0009867232,-9.520305,for,-0.001735871,-11.169922,for,-0.002072825,-15.312195,for,-0.00033367777,-12.0452175
3012,151080,for,-0.011851575,-13.280971,for,-0.0117739355,-13.81918,for,-0.00052193523,-12.15537,for,-0.008586087,-9.428298,for,-0.0063893227,-12.03759,for,-0.0011672453,-10.815752,for,-0.0035491053,-9.931566,for,-0.0017434853,-14.5406685,for,-0.0030124113,-12.456487
3013,15137133,for,-0.002118381,-8.646802,for,-0.0007846143,-12.601474,for,-0.00021307668,-10.550824,for,-0.007311046,-5.379114,for,-0.002715834,-8.01001,for,-0.008027824,-6.840954,for,-0.0066796136,-5.9172287,for,-0.009896448,-9.825147,for,-0.006132253,-7.324501
3014,15137200,for,-0.09460169,-2.4964113,for,-0.1796281,-7.099092,for,-0.02518473,-3.8447056,mot,-0.9276793,-0.5099127,for,-0.08887043,-2.7535357,for,-0.06803561,-2.8246617,for,-0.02567598,-4.015332,for,-0.0041845334,-7.5732307,for,-0.072833076,-3.4211893
3015,15137201,mot,-3.4739125,-0.043257907,mot,-3.6148355,-0.039478064,mot,-3.443725,-0.0348716,mot,-9.017412,-0.0011957057,mot,-3.7234676,-0.029837262,mot,-3.6627455,-0.029595304,mot,-1.3249891,-0.31616563,mot,-3.7191417,-0.034804013,mot,-3.992487,-0.029888062
3016,15138129,for,-0.065801606,-2.8112507,for,-0.006428057,-5.1035295,for,-0.010244004,-4.6262317,for,-0.2757529,-1.4428862,for,-0.049175188,-3.0560265,for,-0.030806778,-3.5820668,for,-0.09814756,-2.3769295,for,-0.005451467,-5.440825,for,-0.040230554,-3.3995712
3017,15138142,for,-0.45970693,-1.0329224,for,-0.1615283,-1.9120204,for,-0.25467885,-1.4958822,mot,-2.9017634,-0.06344559,for,-0.6541669,-0.74329346,mot,-0.69996786,-0.69347525,for,-0.49688417,-0.94276506,for,-0.359206,-1.2117946,mot,-0.7846415,-0.6188433
3018,15138165,for,-0.02482384,-3.726486,for,-0.0012944045,-6.756904,for,-0.030550545,-3.5147004,for,-0.0114671085,-4.5815487,for,-0.005313328,-5.2649837,for,-0.2642153,-1.4682062,for,-0.16859722,-1.8659811,for,-0.00036775172,-7.9915576,for,-0.0073360144,-4.960461
3019,15138172,for,-0.34740832,-1.2438278,for,-0.24557868,-1.5546569,for,-0.28849378,-1.3901821,mot,-1.9891394,-0.150194,for,-0.20874108,-1.6917886,mot,-1.0191811,-0.4572152,for,-0.16039218,-1.937507,for,-0.027516102,-3.6463954,for,-0.32808977,-1.2823248
3020,15138176,for,-0.01448831,-5.3778553,for,-0.105672404,-7.1706843,for,-0.0027519767,-6.436355,for,-0.11969157,-2.2052171,for,-0.016847821,-6.1855965,for,-0.030397002,-3.9232001,for,-0.036395498,-3.6490378,for,-0.0042893537,-8.120577,for,-0.038933694,-5.991824
3021,15138191,for,-0.032694086,-3.7818415,for,-0.014132595,-5.389434,for,-0.0026431985,-6.2060485,for,-0.047478225,-3.248736,for,-0.013236587,-5.0196853,for,-0.059499364,-2.9468646,for,-0.015212496,-4.57435,for,-0.0016994643,-8.662338,for,-0.005208263,-5.983068
3022,15139130,mot,-1.1404126,-0.51677436,for,-0.37411016,-1.2502661,for,-0.57085615,-0.86599165,mot,-2.3997464,-0.108404644,mot,-0.90919507,-0.52412426,mot,-1.3329115,-0.33770663,mot,-1.1218874,-0.3991701,for,-0.38302726,-1.163913,mot,-1.3865521,-0.2914937
3023,15139170,mot,-1.7515448,-0.19607912,mot,-1.725519,-0.19762594,mot,-2.133801,-0.12662934,mot,-4.500871,-0.013028808,mot,-1.1343681,-0.3905898,mot,-1.4465747,-0.27529097,mot,-1.8712766,-0.1687505,mot,-0.7725137,-0.6221917,mot,-1.8227341,-0.17850806
3024,15139202,for,-0.1969737,-1.8992633,for,-0.2596629,-4.2111917,for,-0.050320998,-3.0706592,for,-0.5452872,-0.874095,for,-0.096758924,-2.554656,for,-0.24332447,-1.5556223,for,-0.14498655,-2.019483,for,-0.017523102,-4.3005223,for,-0.17295957,-1.9774792
3025,15141193,for,-0.0050555025,-5.7719717,for,-0.009836725,-12.01109,for,-0.0001755312,-9.425879,for,-0.009240891,-4.8360043,for,-0.0028286502,-7.1407375,for,-0.0006691903,-7.820457,for,-0.003924995,-5.707149,for,-0.0009614815,-12.085672,for,-0.00075542775,-9.184433
3026,15142136,for,-0.000245247,-16.293207,for,-0.0002258278,-18.461634,for,-1.8193366e-05,-17.472795,for,-5.8603408e-05,-15.900088,for,-6.730528e-05,-16.362774,for,-2.6060809e-05,-14.639684,for,-4.048445e-05,-15.908791,for,-7.147741e-05,-16.993912,for,-1.2352386e-05,-15.6976595
3027,15144154,for,-0.04180084,-3.5192006,for,-0.011770054,-5.774246,for,-0.005011852,-5.542291,for,-0.075369455,-2.7558293,for,-0.014523911,-4.808496,for,-0.012143565,-4.7412086,for,-0.010967768,-5.040072,for,-0.008853282,-5.7639956,for,-0.011163013,-5.413957
3028,15144156,for,-0.003292021,-6.8373413,for,-0.0058879065,-6.641508,for,-0.004078163,-6.392779,for,-0.030697033,-3.697777,for,-0.012363903,-5.0088944,for,-0.009231096,-5.457008,for,-0.011028021,-4.8452487,for,-0.0054971036,-8.534634,for,-0.0049157697,-7.724438
3029,15144179,for,-0.0012234434,-15.60815,for,-0.0010786605,-16.705069,for,-0.0003250951,-15.867206,for,-0.0008048643,-13.812189,for,-0.0030172803,-14.032,for,-0.00052300806,-12.749376,for,-0.0004889305,-14.3623705,for,-0.0012554689,-16.485668,for,-0.000563519,-14.822833
3030,15144180,for,-0.27707493,-1.6302167,for,-0.12176224,-2.2826777,mot,-0.9125575,-0.5221232,mot,-1.0847702,-0.43410492,for,-0.34188032,-1.2714496,for,-0.28108332,-1.4610684,for,-0.17264235,-1.8781286,for,-0.11572465,-2.611189,for,-0.35305536,-1.2251562
3031,15144181,for,-0.018192435,-4.9761143,for,-0.0019199563,-7.29803,for,-0.0024434314,-6.5772133,for,-0.18235314,-1.8494846,for,-0.009372817,-5.778488,for,-0.12572946,-2.2571726,for,-0.013281759,-4.9263983,for,-0.01618217,-10.048548,for,-0.00867697,-6.284241
3032,15144190,for,-0.007886974,-5.191208,for,-0.0017871597,-7.7996197,for,-0.0019397038,-6.5291214,for,-0.04061134,-3.332159,for,-0.0043685287,-6.0761743,for,-0.010734151,-4.921634,for,-0.006856386,-5.787639,for,-0.0035600427,-10.828485,for,-0.008167835,-5.8090177
3033,15145160,for,-0.002482081,-10.805625,for,-0.0051362733,-15.367413,for,-8.1490514e-05,-13.093848,for,-0.00050275447,-9.38223,for,-0.0032629152,-9.538737,for,-5.240482e-05,-13.229341,for,-0.0008330936,-10.268705,for,-0.0002290463,-13.514051,for,-0.0013036915,-12.169011
3034,15145194,for,-9.73446e-05,-9.556341,for,-0.00024323154,-10.152223,for,-0.0005295606,-7.633205,for,-0.00060152664,-7.7489686,for,-0.00020282516,-8.713868,for,-0.0019424419,-6.5052595,for,-0.0018230969,-6.611961,for,-1.7120534e-05,-12.120899,for,-0.00022082125,-8.7749195
3035,15148240,for,-0.0056796684,-7.433925,for,-0.017548049,-12.243956,for,-0.0005905636,-9.137229,for,-0.013506884,-4.77575,for,-0.0025898118,-6.523336,for,-0.0006397653,-9.710835,for,-0.006243261,-5.8435655,for,-0.00255545,-11.547522,for,-0.004566242,-10.4394
3036,15149127,for,-0.0017387209,-8.10604,for,-0.0010401944,-13.02704,for,-0.00010592726,-11.750407,for,-0.0043308954,-5.655399,for,-0.0006975424,-8.552554,for,-0.00069503917,-8.460195,for,-0.0007906901,-8.305818,for,-0.00028886824,-13.088878,for,-0.0009107484,-9.0911455
3037,15149241,for,-0.009994412,-8.212725,for,-0.0026461678,-12.265439,for,-0.0012323728,-8.308456,for,-0.008372258,-7.447171,for,-0.0048117302,-9.78382,for,-0.005525916,-7.8991094,for,-0.0047200187,-7.015365,for,-0.0034085824,-11.485352,for,-0.008252849,-8.592331
3038,15150246,for,-0.02030747,-4.5286293,for,-0.004171476,-5.9668427,for,-0.0025351173,-6.308245,for,-0.030062746,-3.7284021,for,-0.02949195,-5.112311,for,-0.028148426,-3.9444978,for,-0.012509998,-4.549154,for,-0.0022816956,-7.606829,for,-0.013717259,-5.5161242
3039,15151248,for,-0.13698931,-2.1938207,for,-0.009237937,-5.2356534,for,-0.037275515,-3.3262312,for,-0.24718633,-1.5769249,for,-0.15527253,-2.0063848,for,-0.05552755,-3.1222522,for,-0.1534316,-1.9715316,for,-0.0047549033,-5.618973,for,-0.021128463,-4.142606
3040,15152245,for,-0.5289504,-0.8990218,for,-0.27215,-1.4515362,for,-0.32515705,-1.2852095,mot,-2.5583324,-0.08775709,for,-0.5478079,-0.8694975,for,-0.57288116,-0.8547606,for,-0.5025811,-0.9326997,for,-0.095416136,-2.4716501,mot,-0.76939726,-0.63022184
3041,15152249,for,-0.0028543286,-8.017913,for,-0.00021366903,-12.786364,for,-0.00019817622,-9.4374695,for,-0.0055141766,-5.4658585,for,-0.0017758574,-7.356863,for,-0.0015252142,-6.927606,for,-0.0013622589,-7.234593,for,-0.000754001,-10.85815,for,-0.0005226505,-9.681496
3042,15153125,for,-0.0015411654,-11.85824,for,-0.00046725376,-16.187347,for,-9.281486e-05,-14.445704,for,-0.0011452184,-10.736377,for,-0.0018944835,-12.371404,for,-0.0003246183,-11.434622,for,-0.0004948907,-10.953069,for,-0.00012344286,-14.3383875,for,-0.0004890497,-11.951856
3043,15154252,for,-0.20961666,-1.7408743,for,-0.21941629,-2.323611,for,-0.18761209,-1.7784362,for,-0.22538863,-1.6327335,for,-0.16956674,-1.946201,mot,-0.7937221,-0.6223964,for,-0.11829405,-2.2317488,for,-0.08168818,-2.6520922,for,-0.18132955,-1.882982
3044,15155243,for,-0.010449769,-10.906423,for,-0.037106212,-13.352323,for,-0.00014191943,-12.931296,for,-0.011774056,-9.0090885,for,-0.0047893072,-8.383087,for,-0.0016050787,-10.744573,for,-0.010257101,-7.0264106,for,-0.04325232,-11.5422735,for,-0.0041207885,-12.147183
3045,15155244,for,-0.27324027,-2.3736928,for,-0.03288167,-4.185857,for,-0.058097742,-3.0808296,for,-0.522442,-0.9909898,for,-0.1859574,-1.862452,for,-0.5759407,-0.8902527,for,-0.13745396,-2.111495,for,-0.059175156,-3.5857923,for,-0.13959442,-2.1418698
3046,15155247,for,-0.0004079123,-9.727594,for,-0.0031987505,-9.53694,for,-0.0012007087,-10.376351,for,-0.005044829,-6.5213146,for,-0.0043420563,-7.8268538,for,-0.074771404,-3.3351455,for,-0.007550193,-5.187335,for,-0.0040282956,-9.4385395,for,-0.0065675876,-7.006169
3047,15156250,for,-0.00086155755,-14.490495,for,-0.00032974407,-17.450735,for,-5.347765e-05,-16.174074,for,-3.786197e-05,-15.100794,for,-0.001320358,-12.781166,for,-0.00015717384,-13.816499,for,-0.00028064317,-12.915213,for,-0.00049453304,-15.904817,for,-0.00024667746,-14.446412
3048,15156251,for,-0.03950155,-5.1997075,for,-0.0022172267,-10.733607,for,-0.0015254525,-8.367586,for,-0.02470242,-4.5695825,for,-0.011731525,-6.4662604,for,-0.0302462,-4.886022,for,-0.011836612,-4.831903,for,-0.012735547,-9.954746,for,-0.011297264,-6.8278885
3049,151592,for,-0.005454667,-12.42016,for,-0.0221982,-16.092518,for,-0.0003871782,-13.78113,for,-0.001512243,-12.164921,for,-0.0023718432,-12.100747,for,-0.003507415,-12.642731,for,-0.00148284,-11.461663,for,-0.0016511373,-14.718614,for,-0.0055940873,-13.458145
3050,151593,mot,-1.4510939,-0.29309297,mot,-1.7198547,-0.19780575,mot,-1.9560155,-0.15460858,mot,-4.822052,-0.012445373,mot,-1.0855715,-0.4209978,mot,-4.7101974,-0.01053789,mot,-2.0077388,-0.14707829,mot,-1.011805,-0.45548487,mot,-1.7213215,-0.20204957
3051,151595,for,-0.02182817,-10.341644,for,-0.0045931805,-13.055578,for,-0.00026646157,-11.4905405,for,-0.0031547847,-10.043013,for,-0.0028316267,-10.086324,for,-0.0016061516,-10.1900215,for,-0.0027975105,-7.774072,for,-0.013642124,-12.221532,for,-0.003240459,-10.460463
3052,151597,for,-0.00084262254,-9.667652,for,-0.000920512,-11.807294,for,-0.00084143045,-10.2778225,for,-0.0053958497,-5.4656353,for,-0.0027349782,-10.202181,for,-0.001238564,-8.361798,for,-0.0034229509,-7.212207,for,-0.0008128436,-11.515301,for,-0.0015606892,-9.678157
3053,151599,for,-0.029542875,-5.9661884,for,-0.022872932,-8.121376,for,-0.0037814279,-5.9914827,for,-0.019989803,-4.110358,for,-0.007782881,-5.558667,for,-0.015078173,-4.614468,for,-0.033340786,-3.9096224,for,-0.006737154,-7.600674,for,-0.009412499,-5.888
3054,1515910,for,-0.036278587,-7.5402174,for,-0.0026637658,-10.995671,for,-0.0009556478,-10.141731,for,-0.01734668,-4.2101054,for,-0.0045554424,-6.421244,for,-0.0022102047,-8.5805855,for,-0.0038142109,-7.4293056,for,-0.0063674054,-10.242881,for,-0.0032107462,-8.257049
3055,1515911,for,-0.0018305847,-15.483311,for,-0.003756852,-17.146645,for,-0.0002576442,-15.483934,for,-0.000871798,-13.694769,for,-0.0017402705,-15.264939,for,-0.0007381579,-14.954344,for,-0.0010112536,-12.868078,for,-0.0011009222,-15.999613,for,-0.000709571,-14.661106
3056,15159204,for,-0.0039876928,-13.697858,for,-9.221884e-05,-15.255624,for,-0.00027444822,-14.237944,for,-0.0029996894,-10.749299,for,-0.0046647303,-11.854266,for,-0.000653582,-13.280757,for,-0.0016462646,-10.508711,for,-0.0009667264,-14.72842,for,-0.0028455295,-12.332655
3057,151608,for,-0.0009717293,-7.631261,for,-5.8365e-05,-12.2425165,for,-8.077529e-05,-10.48696,for,-0.0017087328,-7.4386764,for,-0.000663353,-8.085375,for,-0.0034202128,-7.119576,for,-0.0056361663,-5.387945,for,-9.615256e-05,-11.424802,for,-0.0023769615,-7.3542924
3058,151614,for,-0.03063843,-3.5394657,for,-0.0034431422,-5.7072015,for,-0.01623847,-4.1344295,for,-0.25428602,-1.5008605,for,-0.038601127,-3.2906077,for,-0.026812246,-3.6500537,for,-0.23063242,-1.5831028,for,-0.0026255967,-6.012418,for,-0.0057375096,-5.383669
3059,151626,for,-0.0038931842,-9.825022,for,-0.0047182455,-11.808333,for,-0.0009602967,-12.090919,for,-0.006269563,-6.871681,for,-0.0060068904,-8.255145,for,-0.008331467,-7.300049,for,-0.0025184655,-10.287421,for,-0.0055853105,-12.808177,for,-0.003814449,-10.095789
3060,15164209,for,-0.60323185,-0.81105655,for,-0.2826003,-1.4462222,mot,-0.73572564,-0.66468835,mot,-4.447578,-0.013841066,for,-0.20236422,-1.7381861,mot,-1.7420712,-0.2229671,mot,-1.7257979,-0.1992361,for,-0.06339143,-3.0020912,mot,-2.8824728,-0.061998162
3061,15164220,for,-0.032601904,-4.1278014,for,-0.036037017,-5.5420337,for,-0.04417659,-3.1788812,for,-0.24533264,-1.5550364,for,-0.32184651,-1.3249822,for,-0.10250899,-2.405188,for,-0.14902468,-1.999748,for,-0.031661548,-4.16855,for,-0.25696754,-1.5076656
3062,15164221,for,-0.33723542,-1.259511,for,-0.38661283,-1.1412058,for,-0.28311363,-1.4016324,mot,-2.219354,-0.118192054,for,-0.29630876,-1.3639777,for,-0.4695019,-0.9867253,for,-0.21460032,-1.6493118,for,-0.056261633,-2.9133859,for,-0.059225496,-2.8850389
3063,15164232,for,-0.2753166,-1.4266723,for,-0.0056080655,-5.2725625,for,-0.04341522,-3.1782763,for,-0.5186715,-0.9103799,for,-0.068611115,-2.7194939,mot,-0.7778751,-0.6173298,for,-0.4845695,-0.95836633,for,-0.015456317,-4.1969957,for,-0.19921432,-1.7155832
3064,15165206,for,-0.0015652116,-8.57623,for,-4.048445e-05,-12.561087,for,-0.0001844678,-8.934173,for,-0.0029320605,-6.0651326,for,-0.0008991966,-7.783904,for,-0.0014978413,-8.67484,for,-0.002826985,-5.998486,for,-8.292095e-05,-13.457347,for,-0.0016973186,-7.7315845
3065,15165223,mot,-0.8488103,-0.5668851,for,-0.12683675,-2.1571445,for,-0.2273541,-1.604147,mot,-1.2852808,-0.33432636,for,-0.45149148,-1.016204,mot,-1.2082059,-0.36333826,for,-0.34949508,-1.2281648,for,-0.032186788,-3.5024798,for,-0.39714792,-1.1305845
3066,15165224,for,-0.09137588,-2.5064683,for,-0.01074312,-4.7167788,for,-0.005639363,-5.3007846,for,-0.08782481,-2.5749865,for,-0.07791501,-2.6731508,for,-0.030191138,-3.6926496,for,-0.049266312,-3.1053329,for,-0.0064355256,-6.525261,for,-0.014667937,-4.519999
3067,15165227,for,-0.025356868,-7.0684743,for,-0.0011143776,-8.184392,for,-0.0009967254,-8.272367,for,-0.0053047887,-5.931048,for,-0.0061600967,-5.6261992,for,-0.009162932,-7.4183693,for,-0.0046642534,-5.7622137,for,-0.0059203818,-8.390085,for,-0.0031890017,-7.540518
3068,15165233,mot,-1.5711293,-0.23935372,for,-0.5873196,-0.82891583,mot,-0.9556702,-0.48812562,mot,-3.1442575,-0.046067156,mot,-1.0623837,-0.43377495,mot,-0.98458326,-0.47213975,mot,-1.5388268,-0.24445426,for,-0.264933,-1.4610656,mot,-1.1296728,-0.39182264
3069,15166211,for,-0.061364815,-8.642931,for,-0.043855242,-14.156933,for,-0.013550047,-8.586546,for,-0.018364152,-8.75898,for,-0.016208213,-9.801271,for,-0.23522662,-7.388633,for,-0.013354917,-7.359655,for,-0.12024255,-11.473256,for,-0.006277148,-7.5253487
3070,15166236,for,-0.0077503677,-5.189927,for,-0.02188859,-5.944828,for,-0.0024518727,-6.124116,for,-0.14476977,-2.0115414,for,-0.012024736,-4.5668135,for,-0.023564214,-3.9460742,for,-0.03919727,-3.2824376,for,-0.00048608426,-9.598122,for,-0.008447915,-4.904856
3071,15166238,for,-0.18777126,-1.7878232,for,-0.004338141,-7.5472956,for,-0.39467677,-1.1231962,for,-0.4632493,-0.996647,mot,-0.7917105,-0.60710585,mot,-2.2212791,-0.11682503,for,-0.37870294,-1.1589801,for,-0.011523677,-4.850305,for,-0.1831913,-1.8176403
