,id,gpt-3.5-turbo_vote,gpt-3.5-turbo_for_lprob,gpt-3.5-turbo_against_lprob
1633,135374,for,-0.6274748,-0.7794256
1634,135375,for,-0.0006894403,-14.530208
1635,135383,for,-0.00023393365,-14.965989
1636,135401,for,-0.00086369953,-10.187174
1637,135402,mot,-1.2628113,-0.33574072
1638,135517,for,-0.0132122375,-5.3410225
1639,135524,for,-5.1689596e-05,-18.627043
1640,135525,for,-0.0025542616,-7.01092
1641,135526,for,-0.00062248815,-15.259929
1642,135531,for,-0.31498072,-1.3171628
1643,135532,mot,-8.214439,-0.00034356804
1644,135533,for,-0.007838713,-4.97072
1645,135551,for,-8.697388e-05,-11.278903
1646,135562,for,-0.0014429727,-9.995959
1647,1355916,for,-0.0011327129,-9.7109585
1648,1355918,for,-0.00047523674,-9.080847
1649,1356114,for,-0.00016146517,-12.978259
1650,135628,mot,-1.5234256,-0.24758863
1651,135629,mot,-4.1146502,-0.020915303
1652,1356311,for,-0.009910963,-8.148621
1653,135647,for,-0.005692946,-13.198726
1654,1356410,mot,-1.6154108,-0.22265334
1655,1356412,for,-0.00088620704,-13.451806
1656,1356413,for,-8.363618e-05,-12.486227
1657,135651,for,-0.00036370975,-15.968781
1658,135652,for,-3.9530823e-05,-14.686307
1659,135653,for,-0.0006021227,-8.977113
1660,135654,for,-0.00012701898,-16.035982
1661,135655,for,-0.00013595926,-14.304454
1662,135656,for,-0.0011003263,-7.6968346
1663,135811,for,-5.6576944e-05,0.0
1664,1358225,mot,-1.6967006,-0.20523788
1665,1358324,for,-2.0696643e-05,-16.3539
1666,1358416,for,-0.11759221,-2.2463686
1667,1358417,for,-0.33034813,-1.2709419
1668,1358418,for,-6.408677e-05,-13.806352
1669,1358419,for,-2.2842309e-05,-16.385534
1670,1358420,for,-5.8126592e-05,-16.282148
1671,1358421,for,-8.061054e-06,-18.609037
1672,1358422,for,-8.418666e-06,-17.707863
1673,1358523,for,-2.4630364e-05,0.0
1674,1358615,for,-1.0564331e-05,-15.566855
1675,1358826,for,-0.00018089537,-12.986225
1676,135704,for,-0.011353963,-4.537069
1677,135705,for,-0.000509307,-10.507307
1678,135706,for,-0.00042662365,-10.454959
1679,135707,for,-0.00026658078,-11.275372
1680,135712,for,-0.0011205726,-12.0547495
1681,135713,for,-9.054999e-05,-16.375818
1682,135721,for,-0.00030209616,-15.641475
1683,135745,for,-0.0011379543,-7.906495
1684,135754,for,-0.00022487417,-11.833183
1685,135763,for,-0.00902082,-5.2275934
1686,135771,for,-4.0722858e-05,-13.636306
1687,1359017,for,-0.00018947436,-13.56668
1688,1359118,for,-0.0015566398,-13.227556
1689,1359216,for,-5.5623317e-05,-13.997759
1690,135942,for,-0.00025919382,-15.780952
1691,135951,for,-0.00015240935,-17.614054
1692,135982,for,-0.0012204634,-7.223972
1693,135993,for,-0.21848561,-1.6313388
1694,135994,for,-0.21974695,-1.6304296
1695,135995,for,-0.0038119496,-5.982354
1696,135996,for,-0.00024239712,-9.851326
1697,136000,for,-0.0003520278,-10.937558
1698,136027,mot,-5.7478976,-0.0036997239
1699,136035,for,-0.13812618,-2.062248
1700,136036,for,-0.0006114059,-15.566157
1701,136051,for,-0.000616174,-14.222439
1702,136052,for,-0.56638384,-0.8503537
1703,136053,for,-0.0010940231,-7.558284
1704,136054,for,-0.0010488853,-7.5548153
1705,136064,mot,-2.7979677,-0.06380243
1706,136065,mot,-6.0724826,-0.0029501244
1707,136066,mot,-1.0229663,-0.45352355
1708,136067,mot,-1.8697118,-0.1696118
1709,136081,for,-0.00020795093,-14.796576
1710,136082,for,-0.041317683,-3.3403785
1711,136083,mot,-1.8456979,-0.17630626
1712,136120,for,-0.001356429,-12.479807
1713,136130,for,-0.00082046894,-11.291262
1714,136164,for,-0.10167136,-2.3487837
1715,136165,for,-0.01746781,-4.3433747
1716,136166,for,-6.8854926e-05,-17.675642
1717,136167,for,-2.5583993e-05,-17.382565
1718,136168,for,-0.00028207363,-11.8220215
1719,136172,for,-0.00018852073,-13.502552
1720,136173,for,-3.88156e-05,-14.264783
1721,136191,for,-0.00010330478,-13.074253
1722,136411,for,-0.0007169579,-10.13895
1723,136412,for,-2.868329e-05,-17.864567
1724,136413,for,-0.12751216,-2.1280692
1725,136414,for,-1.2829201e-05,0.0
1726,136415,for,-6.80205e-05,-16.750053
1727,136423,for,-0.0003309361,-14.619985
1728,136424,for,-2.2007884e-05,-16.474249
1729,136441,for,-1.2233183e-05,-19.214693
1730,136442,for,-0.00012332367,-16.172121
1731,136221,for,-0.0053040776,-5.5831904
1732,136222,for,-0.0009906533,-8.158061
1733,136237,for,-0.00018482542,-11.681446
1734,136251,for,-0.00024013224,-17.049202
1735,136272,for,-0.00031329764,-9.560548
1736,136273,for,-0.000274683,-10.038277
1737,136274,for,-0.003878339,-5.6692243
1738,136281,for,-0.00022427815,-12.157655
1739,136302,for,-6.659005e-05,-12.64654
1740,136321,for,-2.4034345e-05,-17.158138
1741,136351,for,-0.00030793346,-15.813571
1742,136458,for,-0.017454337,-4.118677
1743,136466,for,-0.0035969794,-12.434551
1744,136467,for,-6.396757e-05,-17.95441
1745,136474,for,-0.000530395,-11.540812
1746,136475,for,-0.0038786966,-8.151254
1747,136483,mot,-5.387179,-0.021147367
1748,136501,for,-0.050775692,-3.03846
1749,136502,for,-0.0040183263,-8.766663
1750,136591,for,-0.01443861,-4.318531
1751,136592,for,-0.002860274,-7.037902
1752,136593,for,-0.0006397653,-9.697589
1753,136604,for,-0.0024956334,-6.3054514
1754,1369419,for,-0.00033999194,-12.726035
1755,1369420,for,-0.02935131,-3.629939
1756,1369518,for,-0.2054805,-1.6928691
1757,1369612,for,-0.00042626605,-12.325139
1758,1369615,mot,-0.7365583,-0.6521467
1759,1369711,for,-0.038671665,-3.2959273
1760,1369813,for,-0.0074110543,-5.0531893
1761,1369814,for,-0.00084845984,-7.9221034
1762,1369816,for,-0.0002997121,-13.218327
1763,1369817,for,-0.0054972223,-5.384764
1764,136999,mot,-2.5666757,-0.080725245
1765,1369910,for,-0.00019984508,-13.863014
1766,137001,for,-0.004436055,-7.9395995
1767,137002,for,-0.00095576694,-11.559813
1768,137003,for,-0.0005090686,-14.269087
1769,137004,for,-0.052460648,-3.016858
1770,137005,for,-0.00018685187,-12.387854
1771,137006,for,-0.008908817,-4.8068175
1772,137007,for,-0.00078199187,-11.563499
1773,137008,for,-0.00049882074,-13.650178
1774,137013,for,-0.00013953536,-12.359074
1775,137014,for,-5.7411373e-05,-12.278517
1776,137020,for,-7.839122e-05,-17.800726
1777,137030,mot,-4.903422,-0.008707699
1778,137031,for,-0.21573977,-1.6470714
1779,137119,for,-0.0017973966,-6.931145
1780,1371110,for,-0.0308047,-3.4962358
1781,1371111,for,-0.040190026,-3.2781165
1782,137128,for,-0.0007244678,-7.538112
1783,137137,for,-0.0021690554,-12.273788
1784,137155,for,-0.14643516,-1.997784
1785,137161,for,-0.0013361938,-7.112935
1786,137162,for,-3.8100377e-05,-17.133648
1787,137163,for,-0.00032938644,-9.562877
1788,137164,for,-4.954393e-05,-16.270285
1789,137371,for,-0.00017827288,-14.597606
1790,137372,for,-0.0016307901,-8.209913
1791,137373,for,-0.00034702494,-10.792738
1792,1374117,mot,-3.5650568,-0.029915715
1793,1374122,for,-0.00020449402,-12.613321
1794,1374137,for,-0.038357254,-3.341393
1795,1374138,for,-2.9875326e-05,-15.162793
1796,137460,for,-0.09064699,-2.752041
1797,137461,for,-0.00027563662,-15.996154
1798,137462,for,-0.00053408666,-13.874079
1799,137604,for,-0.020326277,-3.929962
1800,137612,for,-0.0002667,-10.509741
1801,137613,for,-0.00057567045,-13.207314
1802,137625,for,-1.9816675e-06,-19.119778
1803,137626,for,-0.00053408666,-10.922926
1804,1376319,mot,-3.8991463,-0.022544194
1805,1376420,for,-0.00061092904,-7.91812
1806,1376423,for,-0.04059211,-3.311451
1807,1376521,for,-2.5941605e-05,-15.969411
1808,1376616,for,-0.0009088411,-9.833163
1809,1376715,for,-0.0027133345,-6.021636
1810,1376813,for,-2.5583993e-05,-12.973111
1811,1376814,for,-0.00080914825,-9.970371
1812,1376912,for,-2.8206474e-05,-15.629604
1813,1377011,mot,-2.32559,-0.103422016
1814,1377110,mot,-3.3754234,-0.03562929
1815,137729,for,-0.102112874,-2.3616133
1816,137735,mot,-1.217499,-0.35428643
1817,137736,mot,-3.0562503,-0.05218778
1818,137737,for,-0.013074111,-4.358506
1819,137738,for,-1.6643718e-05,-16.802685
1820,137744,for,-0.24698195,-1.5271448
1821,137753,for,-0.004043495,-5.590908
1822,137762,for,-0.29289645,-1.3736384
1823,137771,for,-0.01500549,-4.3442407
1824,137810,for,-0.0014931997,-14.116531
1825,137820,for,-7.326546e-05,-17.81485
1826,137821,for,-0.3153098,-1.312815
1827,137822,for,-4.441817e-05,-17.034882
1828,137823,for,-0.005027506,-5.591306
1829,137824,for,-0.24061057,-1.5487618
1830,137825,for,-0.000115701965,-15.126922
1831,1378821,for,-0.011004671,-4.774867
1832,1378920,for,-0.2168757,-1.6491762
1833,1379019,for,-0.0006162932,-12.897459
1834,1379115,for,-0.04777671,-3.1136184
1835,137929,for,-0.00095183693,-10.743652
1836,1379317,for,-0.0016983914,-10.794528
1837,1379414,for,-2.7133641e-05,-12.258223
1838,1379418,for,-0.0045727687,-7.1204195
1839,1379513,mot,-6.0042486,-0.003155496
1840,1379610,for,-0.00027682865,-14.672651
1841,1379612,for,-0.0031926858,-7.706772
1842,137983,for,-0.002243989,-10.481051
1843,137984,for,-0.00010819213,-13.751626
1844,137985,for,-0.0001307143,-11.222085
1845,137986,for,-4.632543e-05,-11.26319
1846,138060,for,-0.00015312091,-12.884736
1847,138061,for,-0.508549,-0.9323008
1848,138062,for,-0.67582834,-0.71258676
1849,138074,for,-0.011320607,-5.0025144
1850,138083,for,-0.0006059335,-15.280595
1851,138092,for,-0.006749478,-6.8852763
1852,138101,for,-3.2855416e-05,-17.200953
1853,138110,for,-0.023280887,-4.4910526
1854,138111,for,-0.0055508125,-6.859902
1855,138112,for,-3.1186566e-05,0.0
1856,138140,for,-0.3478154,-1.2270993
1857,138150,for,-0.0009975597,-8.484367
1858,138204,for,-3.888926e-06,-16.392399
1859,138213,for,-4.0603656e-05,-17.109486
1860,138231,for,-1.640531e-05,-18.586945
1861,138232,for,-3.7146747e-05,-16.8581
1862,138245,for,-0.61811334,-0.77948266
1863,138246,for,-6.229872e-05,-15.551957
1864,138252,for,-0.3385865,-1.248182
1865,138253,for,-0.0008996734,-8.156154
1866,138254,for,-0.0035397247,-5.7773547
1867,138267,for,-0.00060057297,-15.504206
1868,138271,for,-6.730528e-05,-16.61849
1869,1383416,for,-0.0128514785,-4.443144
1870,1383417,for,-0.031763054,-3.5035477
1871,1383418,for,-2.618001e-05,-16.694723
1872,1383419,for,-0.16495296,-1.8872354
1873,1383420,for,-0.6150409,-0.78020585
1874,1383421,for,-0.43109462,-1.0519595
1875,1383422,for,-0.011889749,-4.4757953
1876,1383512,for,-9.1742026e-05,-14.502581
1877,1383513,for,-0.0003933768,-12.131367
1878,138368,for,-0.00078318384,-7.7304964
1879,138369,for,-0.0031327978,-6.322257
1880,1383611,mot,-1.5330827,-0.24335645
1881,1383710,mot,-0.9821406,-0.47041804
1882,1383823,for,-0.0042234706,-5.535977
1883,138391,for,-0.00071969966,-11.30407
1884,138392,for,-0.00065393955,-10.658045
1885,138393,for,-5.3000836e-05,-13.214479
1886,138394,mot,-0.94659793,-0.5027007
1887,138395,for,-0.02506162,-3.8488607
1888,138396,for,-0.009822556,-4.732677
1889,138397,for,-0.00013655527,-10.02291
1890,1384014,for,-0.000115463554,-14.987378
1891,1384015,for,-0.0830053,-2.5355961
1892,138433,for,-4.298773e-05,-13.186872
1893,138434,for,-0.00025430648,-13.233977
1894,138441,for,-0.0023725585,-6.2766647
1895,138452,for,-0.0007466177,-15.248424
1896,138470,for,-5.5265704e-05,-17.125391
1897,138480,for,-0.00015288251,-12.732954
1898,138491,mot,-2.2074609,-0.11772023
1899,138492,for,-0.00075530855,-11.49423
1900,138503,mot,-1.2980069,-0.321494
1901,1385341,mot,-0.876944,-0.5405869
1902,1385528,mot,-2.0454097,-0.13934648
1903,1385529,for,-0.00013512482,-11.819408
1904,1385530,for,-0.0001911432,-14.204231
1905,1385623,for,-0.00024596223,-15.129421
1906,1385624,for,-0.00082130334,-7.473136
1907,1385625,for,-0.0043291147,-6.954843
1908,1385626,for,-0.000107953725,-18.169924
1909,1385627,for,-0.00094849925,-8.987298
1910,1385719,for,-2.8802491e-05,-15.377945
1911,1385720,for,-0.0016087667,-8.870629
1912,1385721,for,-0.5041371,-0.92717177
1913,1385722,for,-7.421909e-05,-15.619492
1914,1385816,for,-0.00012118533,-16.411047
1915,1385818,for,-0.0009261109,-12.226384
1916,1385917,for,-0.00047726318,-15.873638
1917,138610,for,-0.0003006657,-12.808642
1918,138620,for,-0.0004735679,-9.065305
1919,138630,for,-0.00041577613,-11.871016
1920,138863,mot,-1.840491,-0.17386504
1921,138881,for,-0.076713644,-2.6280594
1922,138882,for,-0.49123544,-0.9478051
1923,138890,for,-0.0028305538,-10.075235
1924,138910,for,-0.0017759765,-6.9854336
1925,138921,for,-0.00015133653,-12.645368
1926,138942,for,-0.00015264409,-12.539421
1927,138957,for,-0.011622538,-4.5137167
1928,138958,mot,-5.1533027,-0.007310338
1929,138963,for,-0.00021283828,-12.519212
1930,138964,for,-0.009611707,-4.847136
1931,138965,for,-0.00064547977,-12.232907
1932,138966,for,-0.054879457,-2.934911
1933,138972,for,-0.0015303362,-11.001576
1934,138989,for,-0.00025120718,-17.833584
1935,138991,for,-0.012205164,-5.1170635
1936,139081,mot,-5.391718,-0.21681572
1937,139096,for,-0.0034594217,-7.4536147
1938,139104,for,-0.0008974085,-10.060718
1939,139113,mot,-9.288674,-0.0006288022
1940,139125,mot,-2.6907604,-0.072043076
1941,139132,mot,-6.3288674,-0.0061249025
1942,1391638,mot,-1.2072945,-0.3569985
1943,1391736,for,-0.021030761,-4.0523114
1944,1391737,for,-0.00041315364,-11.261909
1945,1391834,for,-0.00020532844,-16.121464
1946,1391835,for,-4.298773e-05,-14.322335
1947,1391932,for,-5.6815352e-05,-16.4815
1948,1391933,for,-0.0004038594,-17.160519
1949,139222,for,-0.0007730589,-10.463128
1950,139241,for,-0.00818368,-5.253028
1951,139370,for,-0.00011498674,-17.457277
1952,139397,mot,-1.6535381,-0.21428333
1953,139399,for,-0.209526,-1.6771278
1954,139405,mot,-3.3893058,-0.036217418
1955,139406,for,-0.00027647105,-10.69051
1956,139414,for,-0.00070111855,-8.055377
1957,139423,for,-0.15807487,-1.9240165
1958,139432,for,-0.001031619,-10.166822
1959,139450,for,-0.0633205,-2.801594
1960,139451,for,-0.0012526117,-7.249843
1961,139473,for,-0.05206285,-3.0651872
1962,139481,for,-5.4908094e-05,-16.061628
1963,139502,for,-0.0009383779,-7.25193
1964,139516,for,-0.004857646,-5.4396815
1965,139517,for,-0.024228375,-3.8032696
1966,139525,for,-0.00014883325,-11.554848
1967,139541,for,-0.0030302366,-6.367744
1968,139542,for,-0.011168777,-4.606828
1969,139543,for,-0.00054957584,-10.953882
1970,139544,for,-0.00037848004,-11.55293
1971,139561,for,-0.0003084103,-16.143803
1972,139572,for,-2.0935051e-05,0.0
1973,139573,for,-8.776276e-06,-18.243286
1974,139584,for,-4.501419e-05,-14.428323
1975,139589,for,-2.677603e-05,-16.419477
1976,139595,for,-2.3438328e-05,-12.967299
1977,139596,for,-7.9418505e-06,-18.508562
1978,139607,for,-1.867018e-05,-17.551289
1979,139608,for,-3.4047454e-05,-13.509836
1980,1396110,for,-0.00015574339,-16.530952
1981,139720,for,-0.2817516,-1.4419079
1982,139731,for,-0.14102116,-2.3051105
1983,139732,for,-0.0007485176,-16.27401
1984,139774,for,-0.00031520487,-10.552913
1985,139775,for,-0.000111291425,-16.823334
1986,139776,for,-0.00019960667,-10.374818
1987,139782,for,-2.7848862e-05,-17.257236
1988,139783,for,-9.770221e-05,-15.695982
1989,139801,for,-0.00024156268,-12.726048
1990,139813,for,-0.0015245063,-6.546824
1991,139814,for,-0.00015860428,-9.24205
1992,139831,for,-0.29899225,-1.3542138
1993,139832,for,-7.7199176e-05,-14.653037
1994,139851,for,-0.0011622462,-7.9752927
1995,139852,for,-0.0016723261,-9.337835
1996,1399327,for,-0.00021772196,-13.925032
1997,1399428,for,-0.0004877531,-14.444825
1998,1399521,for,-0.33642048,-1.2634454
1999,1399522,mot,-1.0082127,-0.45788726
2000,1399523,for,-0.5311447,-0.90271145
2001,1399524,for,-0.10177215,-2.3533018
2002,1399525,for,-0.0015006985,-7.6025043
2003,1399620,for,-0.0003348698,-8.934981
2004,1399718,for,-5.5265704e-05,-17.745543
2005,1399719,for,-1.1994775e-05,-17.868866
2006,1399814,for,-2.8564085e-05,-17.512192
2007,1399817,for,-0.0002885106,-15.962218
2008,1399915,for,-0.001964082,-6.506269
2009,1399916,for,-0.0024349974,-6.3047748
2010,140010,for,-0.007362764,-5.020867
2011,140011,for,-0.38967615,-1.1425447
2012,140012,mot,-1.1615839,-0.38962266
2013,140020,for,-0.00065393955,-9.459591
2014,140030,for,-0.48569545,-0.95788634
2015,140040,mot,-2.9275362,-0.058803745
2016,140041,mot,-0.786202,-0.6090475
2017,140042,for,-2.0935051e-05,-19.29711
2018,1400529,for,-0.00050918775,-9.637384
2019,140080,for,-5.931863e-05,-12.986212
2020,140110,for,-0.0013533296,-11.540427
2021,140120,for,-0.00015455135,-14.311625
2022,140211,mot,-0.73971945,-0.6508408
2023,140212,for,-0.5496074,-0.8651668
2024,140213,for,-0.06088396,-2.845735
2025,1403611,for,-0.0038923533,-7.022327
2026,1403612,for,-5.8841815e-05,-13.380474
2027,1403613,for,-0.00052551134,-10.580701
2028,1403614,for,-8.8165914e-05,-11.714653
2029,1403615,for,-5.8841815e-05,-12.537428
2030,1403616,for,-0.00012916465,-13.587281
2031,1403710,for,-0.00013131031,-13.870384
2032,140389,for,-0.08764276,-2.6070976
2033,140393,for,-0.0013899967,-7.299854
2034,140394,for,-0.00016754455,-13.136614
2035,140395,for,-0.00043341093,-13.103529
2036,140396,for,-0.0036575529,-6.087064
2037,140397,for,-3.9888433e-05,-12.450041
2038,140398,for,-0.000386463,-9.98212
2039,140402,for,-0.0002938711,-13.147594
2040,140411,for,-0.0003241415,-11.272387
2041,140436,for,-0.0017619288,-12.279821
2042,140445,for,-0.00033224735,-14.328955
2043,140454,for,-0.00028898742,-14.216088
2044,140463,for,-7.398068e-05,0.0
2045,140472,for,-0.6303351,-0.7667105
2046,1405333,for,-1.831257e-05,-17.95513
2047,1405432,for,-0.027352797,-3.881906
2048,1405528,mot,-4.604887,-0.010795724
2049,1405626,for,-9.968313e-06,0.0
2050,1405627,for,-0.027199678,-3.6402826
2051,1405629,for,-0.0026832565,-9.762985
2052,1405630,for,-0.013176354,-4.890599
2053,1405631,for,-0.058034427,-2.8906436
2054,1405725,for,-0.00017970333,-10.085108
2055,1405824,for,-0.024879074,-3.9512935
2056,1405923,for,-0.00043817906,-11.202754
2057,1406022,for,-0.00043591417,-12.802379
2058,1406121,for,-0.034960818,-3.499238
2059,1406335,for,-0.00013917775,-17.475315
2060,1406436,for,-3.655073e-05,-16.50215
2061,140650,for,-0.4767051,-0.97557974
2062,140651,for,-3.464347e-05,-16.338737
2063,140652,for,-0.0033119852,-10.716014
2064,140660,for,-1.867018e-05,-17.044676
2065,140661,for,-8.418666e-06,0.0
2066,140662,for,-3.4762674e-05,-17.294064
2067,140663,for,-0.2841303,-1.4000895
2068,140770,for,-0.018012853,-4.069742
2069,140820,for,-3.4047454e-05,-13.123741
2070,140821,mot,-5.4197483,-0.004999398
2071,140822,for,-0.51644593,-0.913739
2072,140823,for,-0.004990151,-5.400624
2073,141020,for,-0.00054195046,-8.524313
2074,141073,for,-0.00039552248,-10.049878
2075,141091,for,-0.013858116,-4.4891944
2076,141092,mot,-3.7854567,-0.024638101
2077,141103,for,-0.0003709702,-14.866719
2078,141121,for,-3.88156e-05,-17.202074
2079,141133,for,-0.013435148,-4.334873
2080,141134,for,-0.41387084,-1.084754
2081,141135,for,-0.006845377,-5.0697727
2082,141136,for,-5.6815352e-05,-16.873096
2083,141137,for,-0.015530749,-4.2760115
2084,141138,for,-0.0015058133,-7.1436167
2085,141142,for,-0.00031437047,-16.993294
2086,141151,mot,-1.6975694,-0.20279938
2087,141559,mot,-0.8130648,-0.5963862
2088,1415510,mot,-0.9438748,-0.49723095
2089,141571,for,-4.3822154e-05,-15.42864
2090,141572,for,-0.00017994174,-15.706653
2091,141573,for,-0.00068896345,-7.8262143
2092,141574,for,-0.00020544765,-11.60563
2093,141575,for,-0.0004454468,-9.364715
2094,141576,for,-0.00037859922,-9.431195
2095,141577,for,-0.00019912985,-9.485581
2096,141578,for,-0.0006012882,-11.423525
2097,141581,for,-0.000112960275,-14.938946
2098,141602,for,-0.00011081461,-10.531101
2099,141603,for,-6.0153056e-05,-10.907508
2100,141604,for,-0.00021295747,-9.804763
2101,141605,for,-0.0026840873,-6.6612935
2102,141606,for,-0.003607794,-5.994214
2103,141607,for,-0.0023389007,-6.7034173
2104,141608,for,-0.0006731167,-8.230394
2105,141609,for,-0.0009882692,-7.4905305
2106,141613,mot,-1.6113807,-0.22344509
2107,141614,for,-0.008050412,-5.3469577
2108,141622,for,-0.00015788905,-16.77605
2109,141631,for,-4.5252596e-05,-16.795376
2110,141661,for,-0.016188504,-11.011825
2111,141672,for,-0.00011284107,-12.188816
2112,141682,for,-5.967624e-05,-15.611678
2113,141691,for,-8.220573e-05,-12.62645
2114,141720,for,-0.00029208304,-9.880409
2115,141202,mot,-2.5776236,-0.08165183
2116,141203,for,-0.039171007,-3.3428686
2117,141298,for,-0.0054986496,-5.9341736
2118,1414310,for,-0.00052646134,-11.982498
2119,141450,for,-0.00016611411,-14.250589
2120,141460,for,-0.001798231,-6.6675315
2121,141461,mot,-12.999937,-5.157039e-05
2122,141470,for,-0.19794305,-1.7573646
2123,141480,for,-0.00021307668,-10.331244
2124,141490,for,-7.946405e-05,-13.508668
2125,141500,for,-0.00015205175,-14.105008
2126,141510,for,-2.6537622e-05,-15.484465
2127,141520,for,-0.00010831134,-18.208279
2128,141521,for,-0.016842308,-4.160252
2129,141522,for,-0.00014597236,-9.756875
2130,141523,mot,-1.713377,-0.20164488
2131,141524,for,-0.00083547767,-8.9327965
2132,141530,for,-5.9795446e-05,-16.189121
2133,141531,for,-0.0029124543,-5.91947
2134,141833,for,-7.910644e-05,-12.282756
2135,141834,for,-0.00013047588,-15.561103
2136,141835,for,-0.00023941702,-12.487777
2137,141836,for,-0.008755674,-5.0063868
2138,141851,for,-0.000121542944,-16.390993
2139,141852,for,-0.00018875914,-11.974159
2140,141887,for,-3.3451433e-05,-17.83654
2141,141896,for,-2.4749568e-05,-18.622389
2142,141904,for,-9.829823e-05,0.0
2143,141905,for,-0.00039504567,-17.0281
2144,141921,for,-5.6219335e-05,-15.601836
2145,141922,mot,-1.6753978,-0.20964992
2146,141923,mot,-4.272469,-0.015289986
2147,141870,for,-4.2391708e-05,-16.496983
2148,141930,for,-0.057590682,-2.9323046
2149,141960,for,-0.029627593,-3.6038005
2150,141961,for,-0.0296872,-3.5862458
2151,141962,mot,-1.0719825,-0.42230526
2152,141970,mot,-5.408213,-0.004976628
2153,142060,mot,-8.199053,-0.017633794
2154,142041,for,-0.0022947788,-6.8331146
2155,142042,for,-0.0005940204,-9.32458
2156,1420713,for,-0.00014931006,-11.2345
2157,1420812,for,-0.00026157423,-11.906048
2158,142096,for,-0.00060140743,-11.549336
2159,142098,for,-0.0003825293,-12.992461
2160,142099,mot,-1.1364553,-0.38790864
2161,1420910,for,-2.319992e-05,-19.120663
2162,1420911,for,-0.00020210995,-11.723942
2163,142105,for,-0.0001655181,-9.489477
2164,142114,for,-0.00015193255,-14.7046995
2165,142121,for,-0.008348139,-5.4154487
2166,142122,for,-9.794062e-05,-19.00772
2167,142123,for,-0.00010425841,-15.580928
2168,141740,for,-0.6190607,-0.79164904
2169,141752,for,-1.4021238e-05,-16.76094
2170,141771,for,-0.00010759611,-12.562816
2171,141782,for,-0.0008358352,-10.229528
2172,141783,for,-0.00015443214,-12.177601
2173,141784,mot,-1.2762256,-0.3287578
2174,141785,for,-0.022401283,-4.039764
2175,141796,for,-0.00021819877,-12.505561
2176,141807,for,-0.00012582695,-12.320869
2177,141811,for,-8.180258e-06,0.0
2178,142472,for,-0.0025505773,-6.7982984
2179,142473,mot,-13.506124,-0.00029863926
2180,142474,mot,-1.5275714,-0.2553013
2181,142562,for,-0.002332117,-11.803977
2182,142563,for,-0.17347895,-1.8562793
2183,142580,for,-0.65301806,-0.7396613
2184,142603,for,-0.00078687555,-10.575421
2185,142612,for,-0.09575591,-2.5674965
2186,142650,mot,-0.9527582,-0.4903101
2187,142651,mot,-2.0530758,-0.13863191
2188,142877,for,-0.0029010437,-6.213667
2189,142886,for,-0.0004920298,-9.595888
2190,142931,for,-0.0005772201,-18.212078
2191,142932,for,-0.00014048899,-13.762277
2192,142974,for,-0.004977336,-5.4113398
2193,142983,for,-0.637539,-0.75271237
2194,142992,for,-6.6113236e-05,-12.822583
2195,143001,for,-0.06019887,-2.9506063
2196,143010,for,-0.011760274,-4.509006
2197,143011,for,-0.0009337326,-11.964305
2198,143332,for,-0.0002849345,-13.290896
2199,143341,for,-0.0002885106,-12.359475
2200,143350,for,-0.0070882994,-6.6321645
2201,143376,for,-0.043437704,-3.1816633
2202,143383,for,-0.0012289195,-8.432929
2203,143384,for,-0.0033548782,-7.7262306
2204,143385,for,-0.00065107865,-11.403071
2205,143392,for,-0.0065769344,-9.353397
2206,143411,for,-0.00024168189,-14.732959
2207,143532,for,-2.4749568e-05,-14.049307
2208,143533,for,-0.26825377,-1.4509931
2209,143541,for,-0.005343332,-5.3663855
2210,143550,for,-0.15443216,-1.9577693
2211,143551,for,-3.8457987e-05,-18.240349
2212,143563,for,-0.00071028626,-9.601281
2213,143564,for,-0.00035369667,-9.817155
2214,143572,for,-0.006027746,-5.821675
2215,143591,for,-0.01801719,-4.2144
2216,143714,for,-0.029292159,-3.5891714
2217,143723,for,-1.7478143e-05,-16.744816
2218,143731,for,-0.00012201976,-14.366428
2219,143732,for,-0.00029553997,-11.253855
2220,143740,for,-0.0005801965,-7.8227563
2221,143741,for,-0.008090264,-5.065496
2222,143611,for,-5.6934558e-05,-14.729883
2223,143650,for,-0.0008258258,-12.45141
2224,143663,for,-0.4228677,-1.0788163
2225,143672,for,-0.00022785427,-15.695445
2226,143690,for,-0.00017481597,-14.049174
2227,1437710,for,-0.00018339496,-14.39744
2228,143790,for,-0.002139436,-13.686919
2229,143800,for,-0.000112125854,-15.649178
2230,143820,for,-0.0023167727,-13.473109
2231,143830,for,-4.3226137e-05,-17.149822
2232,143840,for,-0.0002671768,-13.5672245
2233,143924,for,-0.0002290463,-11.537819
2234,143933,for,-0.0012979733,-8.949107
2235,143936,for,-2.4391957e-05,-14.924351
2236,143941,for,-0.018595979,-6.8907485
2237,143942,for,-0.00025239922,-12.044713
2238,143955,for,-0.0016501873,-8.194342
2239,143990,for,-2.1650272e-05,-17.339174
2240,143992,for,-0.0004101772,-15.093273
2241,144000,for,-4.048445e-05,-12.076124
2242,144020,for,-0.0003465481,-8.820653
2243,1440426,for,-0.0011618886,-8.715029
2244,1440427,for,-0.001966343,-10.053091
2245,1440525,mot,-2.7609031,-0.067570426
2246,1440528,for,-0.0027748016,-6.495849
2247,1440529,for,-0.1629715,-1.9442863
2248,1440618,for,-0.015425916,-4.3694143
2249,1440624,for,-0.009052247,-6.379549
2250,1440717,mot,-3.8080852,-0.022848932
