,id,gpt-4o-mini_left_vote,gpt-4o-mini_left_for_lprob,gpt-4o-mini_left_against_lprob,gpt-4o-mini_right_vote,gpt-4o-mini_right_for_lprob,gpt-4o-mini_right_against_lprob,gpt-4o-mini_center_vote,gpt-4o-mini_center_for_lprob,gpt-4o-mini_center_against_lprob
1743,136466,for,-0.0002190331870224,-14.125219345092772,mot,-0.8261822462081909,-0.5761822462081909,for,-0.0005027544684708118,-10.250502586364746
1744,136467,for,-0.0001723126915749,-17.250171661376953,for,-0.0068373223766684,-5.006837368011475,for,-0.00038229089113883674,-16.625381469726562
1745,136474,for,-0.0003982568450737,-9.875398635864258,for,-0.0001497868797741,-11.875149726867676,for,-0.00027087211492471397,-13.87527084350586
1746,136475,for,-0.0002053284406429,-15.875205039978027,mot,-12.37515926361084,-0.0001592002954566,for,-0.0003088871017098427,-11.125308990478516
1747,136483,mot,-7.75062370300293,-0.0006237993948161,mot,-1.7016143798828125,-0.2016143798828125,mot,-11.875962257385254,-0.0009623158257454634
1748,136501,mot,-2.8121700286865234,-0.0621701329946517,mot,-7.500745296478271,-0.00074506807141,mot,-2.1275150775909424,-0.12751497328281403
1749,136502,for,-0.0002653887495398,-16.12526512145996,mot,-2.579279899597168,-0.0792799219489097,for,-0.0006741895340383053,-14.8756742477417
1750,136591,for,-0.048774491995573,-3.048774480819702,for,-0.0001326215569861,-13.00013256072998,for,-0.0006789539474993944,-11.250679016113281
1751,136592,for,-0.0790374055504798,-2.5790374279022217,for,-0.0019688392058014,-6.251968860626221,for,-0.023369982838630676,-3.7733700275421143
1752,136593,mot,-0.974372625350952,-0.4743725955486297,for,-6.313314952421933e-05,-14.875062942504885,for,-0.00024596223374828696,-11.375246047973633
1753,136604,for,-0.0233975872397422,-3.77339768409729,mot,-2.812204360961914,-0.0622042939066886,for,-0.0030806250870227814,-5.87808084487915
1754,1369419,for,-0.0002270198310725,-15.625226974487305,mot,-10.625268936157228,-0.0002690840628929,for,-0.00030507624614983797,-9.12530517578125
1755,1369420,for,-0.0001899511698866,-13.625189781188965,mot,-9.875256538391112,-0.0002564521564636,for,-0.0008501286501996219,-7.875850200653076
1756,1369518,for,-0.0002263046189909,-17.500226974487305,mot,-17.75006675720215,-6.659005157416686e-05,for,-0.00029625516617670655,-10.125296592712402
1757,1369612,for,-0.0001545513514429,-17.500154495239258,mot,-12.000372886657717,-0.0003726390423253,for,-0.00021617230959236622,-12.875216484069824
1758,1369615,for,-0.0001118874424719,-16.750112533569336,mot,-13.125462532043455,-0.0004622472042683,for,-0.10053455829620361,-2.350534439086914
1759,1369711,for,-0.0001677829568507,-17.250167846679688,mot,-13.12523365020752,-0.0002333376323804,for,-0.00036418659146875143,-9.875364303588867
1760,1369813,for,-0.0001329791557509,-16.750133514404297,mot,-15.875064849853516,-6.492120155598968e-05,for,-0.00017004783148877323,-15.50016975402832
1761,1369814,for,-0.0001789881061995,-17.500179290771484,mot,-15.375078201293944,-7.85104202805087e-05,for,-0.0002153378736693412,-14.375215530395508
1762,1369816,for,-0.00016682932619,-18.37516593933105,mot,-12.125165939331056,-0.0001661141141084,for,-0.0001899511698866263,-16.50019073486328
1763,1369817,for,-0.0001428730611223,-15.37514305114746,mot,-12.875137329101562,-0.0001369128876831,for,-0.00031043673516251147,-10.875310897827148
1764,136999,mot,-15.500082015991213,-8.244413766078651e-05,mot,-3.773458957672119,-0.0234590675681829,mot,-12.875163078308105,-0.00016265720478259027
1765,1369910,for,-0.0002226093056378,-17.62522315979004,mot,-7.250899791717529,-0.0008997925906442,for,-0.0002656271681189537,-16.12526512145996
1766,137001,for,-0.0001594386994838,-17.750160217285156,mot,-12.750520706176758,-0.000520504778251,for,-0.00018411019118502736,-14.875184059143066
1767,137002,for,-0.0003706126008182,-17.250370025634766,for,-0.6934881210327148,-0.6934881210327148,for,-0.000263481488218531,-16.875263214111328
1768,137003,for,-0.00020270596724,-15.250203132629396,mot,-1.91049325466156,-0.1604932099580764,for,-0.0006772888009436429,-15.125677108764648
1769,137004,for,-0.0001915008178912,-17.50019073486328,mot,-16.25008201599121,-8.292095299111679e-05,for,-0.00020914296328555793,-9.500208854675293
1770,137005,for,-0.0003491705865599,-16.750349044799805,for,-0.0011235489509999,-6.876123428344727,for,-0.0002072357019642368,-18.000207901000977
1771,137006,for,-0.0002870801545213,-16.250288009643555,mot,-14.500239372253418,-0.0002389402070548,for,-0.00029995047952979803,-12.125300407409668
1772,137007,for,-0.0001474028103984,-18.125146865844727,mot,-14.50017261505127,-0.0001726703048916,for,-0.0003787184541579336,-11.875378608703613
1773,137008,for,-0.0003332009655423,-17.750333786010742,mot,-1.910574197769165,-0.1605742275714874,for,-0.00022892709239386022,-16.500228881835938
1774,137013,for,-0.0004857266612816,-16.625486373901367,mot,-8.625426292419434,-0.0004262660513631,for,-0.00023643692838959396,-16.12523651123047
1775,137014,for,-0.0015752100152894,-14.876575469970703,mot,-1.7017033100128174,-0.2017033398151397,for,-0.000784495088737458,-14.625784873962402
1776,137020,for,-0.0002731369750108,-18.25027275085449,mot,-4.018576622009277,-0.0185766704380512,for,-0.0002775438770186156,-17.25027847290039
1777,137030,for,-0.0001048544290824,-18.000104904174805,mot,-17.125049591064453,-5.013994814362377e-05,for,-0.03819078579545021,-3.2881908416748047
1778,137031,for,-0.0790587738156318,-2.579058885574341,mot,-11.12513828277588,-0.0001379857130814,for,-0.006938905920833349,-5.006938934326172
1779,137119,for,-0.0001686173782218,-16.625167846679688,for,-0.6934611797332764,-0.6934611797332764,for,-0.00017028623551595956,-12.875170707702637
1780,1371110,for,-0.0001183244457934,-15.750118255615234,mot,-12.50015640258789,-0.0001565778220538,for,-0.0008284482173621655,-7.250828266143799
1781,1371111,for,-0.000160511539434,-16.375160217285156,mot,-8.500458717346191,-0.0004583135014399,for,-0.00048524985322728753,-8.25048542022705
1782,137128,for,-0.0002128382766386,-15.25021266937256,mot,-1.701722502708435,-0.2017225474119186,for,-0.00017505438881926239,-12.250175476074219
1783,137137,for,-0.00620524212718,-5.131205081939697,for,-0.0001071192964445,-17.375106811523438,for,-0.0002979240380227566,-16.37529754638672
1784,137155,for,-0.0001667101314524,-16.500165939331055,mot,-13.375436782836914,-0.0004363909829407,for,-0.00018446780450176448,-12.125184059143066
1785,137161,for,-0.0001222508290084,-16.7501220703125,mot,-14.500073432922363,-7.302704761968926e-05,for,-0.00015586259542033076,-15.000155448913574
1786,137162,for,-0.0001248733169632,-19.000123977661133,mot,-2.5795040130615234,-0.0795041173696518,for,-0.00012535012501757592,-18.375125885009766
1787,137163,for,-0.0001226084423251,-16.7501220703125,mot,-12.500139236450195,-0.0001391777477692,for,-0.00019603055261541158,-16.00019645690918
1788,137164,for,-0.0002421586978016,-18.625242233276367,for,-0.3872723877429962,-1.1372723579406738,for,-0.0001249925117008388,0.0
1789,137371,for,-0.0002025867579504,-16.625202178955078,mot,-1.1372129917144775,-0.3872130513191223,for,-0.00017278951418120414,-14.25017261505127
1790,137372,for,-0.0002334568416699,-13.12523365020752,mot,-6.501811981201172,-0.00181203300599,for,-0.0010841365437954664,-7.251084327697754
1791,137373,for,-0.0002490615297574,-10.250248908996582,for,-8.93579563125968e-05,-12.000089645385742,for,-0.00026300468016415834,-12.875263214111328
1792,1374117,for,-0.0001587234874023,-16.250158309936523,mot,-17.125076293945312,-7.612634362885728e-05,mot,-2.1274967193603516,-0.1274966150522232
1793,1374122,for,-0.0002453662164043,-17.125246047973633,mot,-15.875057220458984,-5.764977686339989e-05,for,-0.00024192029377445579,-12.500242233276367
1794,1374137,for,-0.0001922160445246,-16.125192642211914,mot,-12.500160217285156,-0.0001600347168277,for,-0.00075459701474756,-7.7507548332214355
1795,1374138,for,-0.0002327416150365,-17.000232696533203,mot,-6.002754211425781,-0.0027539995498955,for,-0.00018816311785485595,-14.625187873840332
1796,137460,mot,-6.75126838684082,-0.0012685667024925,for,-0.0007324361358769,-7.375732421875,for,-0.06318341940641403,-2.813183307647705
1797,137461,for,-0.0001913816086016,-16.50019073486328,for,-0.0381828732788562,-3.2881829738616943,for,-0.000295420759357512,-14.000295639038086
1798,137462,for,-0.0001814913848647,-16.250181198120117,mot,-4.264521598815918,-0.0145214479416608,for,-0.0001319063303526491,-16.250131607055664
1799,137604,for,-0.1286294162273407,-2.128629446029663,for,-0.0089356377720832,-4.758935451507568,for,-0.0006943239714019,-10.250694274902344
1800,137612,for,-0.0002025867579504,-15.250202178955078,mot,-4.511770725250244,-0.011770642362535,for,-0.0004195906512904912,-10.000419616699219
1801,137613,for,-0.0001540745433885,-17.625154495239258,mot,-2.812327146530152,-0.0623271726071834,for,-0.00027206414961256087,-15.750271797180176
1802,137625,for,-0.0002715873415581,-17.87527084350586,for,-0.0001283302117371,-11.500128746032717,for,-7.493430894101039e-05,-18.12507438659668
1803,137626,for,-0.0185190979391336,-4.018518924713135,for,-0.0002987584448419,-8.375298500061035,for,-0.0002777822664938867,-11.250277519226074
1804,1376319,for,-0.000227139040362,-16.375226974487305,mot,-14.875234603881836,-0.0002341720537515,for,-0.0006908706855028868,-7.500690937042236
1805,1376420,for,-0.0002065204753307,-18.250205993652344,for,-0.000426623650128,-7.875426769256592,for,-0.00015669701679144055,-16.62515640258789
1806,1376423,for,-0.000127495790366,-17.2501277923584,for,-0.0053191394545137,-5.255319118499756,for,-0.00025430647656321526,-12.37525463104248
1807,1376521,for,-0.0002184371696785,-17.750219345092773,for,-0.2016310393810272,-1.7016310691833496,for,-0.00017195509281009436,-17.125171661376953
1808,1376616,for,-0.0001800609315978,-18.500179290771484,mot,-3.530508279800415,-0.0305082332342863,for,-0.00013691288768313825,-17.750137329101562
1809,1376715,for,-0.0001270189823117,-17.6251277923584,for,-0.0002103349979734,-8.875210762023926,for,-0.00028946425300091505,-15.875289916992188
1810,1376813,for,-0.0002551409124862,0.0,mot,-12.000361442565918,-0.0003613256849348,for,-0.0003706126008182764,-16.375370025634766
1811,1376814,for,-0.0001305950863752,-15.500130653381348,for,-0.0001737431448418,-10.375173568725586,for,-0.0002683688362594694,-15.25026798248291
1812,1376912,for,-0.000196984183276,-17.50019645690918,mot,-7.625969409942627,-0.0009695835760794,for,-0.00021807955636177212,-16.12521743774414
1813,1377011,for,-0.0032923750113695,-5.753292560577393,for,-0.0790063366293907,-2.5790064334869385,for,-0.038156017661094666,-3.288156032562256
1814,1377110,for,-0.0001491908624302,-17.25014877319336,mot,-13.875059127807615,-5.872261317563243e-05,for,-0.048841580748558044,-3.0488414764404297
1815,137729,for,-0.0001981762179639,-16.750198364257812,mot,-13.000319480895996,-0.0003190193965565,for,-0.0024448581971228123,-6.127444744110107
1816,137735,for,-0.0001911432045744,-12.87519073486328,mot,-10.500290870666504,-0.0002906525915022,for,-0.0015728295547887683,-7.126572608947754
1817,137736,for,-0.0001799417368602,-15.6251802444458,for,-0.0182165522128343,-4.018216609954834,for,-0.00021724513499066234,-9.87521743774414
1818,137737,for,-0.0001556241913931,-17.00015640258789,mot,-6.2520856857299805,-0.0020855467300862,for,-0.0003386806638445705,-13.750338554382324
1819,137738,for,-0.0002062820713035,-17.750205993652344,for,-0.0381362736225128,-3.2881362438201904,for,-0.000241801084484905,-17.000242233276367
1820,137744,for,-0.0001479988277424,-16.87514877319336,mot,-9.250304222106934,-0.0003038842114619,for,-0.000271706550847739,-10.625271797180176
1821,137753,for,-0.0001171324038296,-15.125117301940918,mot,-9.875213623046877,-0.0002135534887202,for,-0.0001605115394340828,-11.250160217285156
1822,137762,for,-0.0001072385057341,-18.62510681152344,for,-5.967624019831419e-05,-11.875060081481934,for,-0.00020270596724003553,-17.000202178955078
1823,137771,for,-0.000299831299344,-15.250299453735352,mot,-12.750290870666504,-0.000290414202027,for,-0.006469517480581999,-5.2564697265625
1824,137810,for,-0.0001228468463523,-16.0001220703125,mot,-7.500748157501221,-0.0007482792134396,for,-0.0002319071936653927,-15.000231742858887
1825,137820,for,-0.0002446509897708,-17.375244140625,for,-7.374227425316349e-05,-16.25007438659668,for,-0.00014442270912695676,0.0
1826,137821,for,-0.000131787121063,-15.625131607055664,for,-0.0001047352270688,-9.750104904174805,for,-0.00013119110371917486,-15.875131607055664
1827,137822,for,-0.0001516941410955,-17.000152587890625,for,-0.0053236470557749,-5.25532341003418,for,-0.00012511172099038959,-17.875125885009766
1828,137823,for,-0.0004524798423517,-11.375452041625977,for,-0.1004606038331985,-2.3504605293273926,for,-0.0005379011854529381,-12.000537872314453
1829,137824,for,-0.0003603720688261,-8.625360488891602,mot,-12.250221252441406,-0.00022141727095,for,-0.0010002978378906846,-7.25100040435791
1830,137825,for,-0.0001686173782218,-11.250168800354004,for,-0.003243904793635,-5.753243923187256,for,-0.0002084277366520837,-14.625208854675293
1831,1378821,for,-0.000381694844691,-9.125381469726562,for,-0.2015813589096069,-1.701581358909607,for,-0.0003065030323341489,-10.250306129455566
1832,1378920,for,-0.0002295231097377,-12.125229835510254,mot,-3.5303151607513428,-0.0303151179105043,for,-0.0013085714308544993,-6.876308441162109
1833,1379019,for,-0.0002229669189546,-14.37522315979004,for,-0.023357518017292,-3.773357629776001,for,-0.00037347347824834287,-13.750373840332031
1834,1379115,for,-0.0011774895247071,-6.876177310943604,for,-0.0001258269476238,-11.250125885009766,for,-0.000486680306494236,-10.500486373901367
1835,137929,for,-0.0003141320485156,-11.500313758850098,mot,-2.812222957611084,-0.0622230060398578,for,-0.00041029640124179423,-10.375410079956055
1836,1379317,for,-0.0235902946442365,-3.773590326309204,for,-0.2521037459373474,-1.5021038055419922,for,-0.000630947935860604,-10.250631332397461
1837,1379414,for,-0.000188401521882,-14.250188827514648,for,-0.005298504140228,-5.255298614501953,for,-0.0002599053841549903,-13.625260353088379
1838,1379418,for,-0.0002994736714754,-9.500299453735352,for,-0.0234023574739694,-3.773402452468872,for,-0.00040648187859915197,-10.625406265258789
1839,1379513,mot,-15.750149726867676,-0.0001495484757469,mot,-1.701698660850525,-0.2016986608505249,mot,-14.250441551208496,-0.00044151677866466343
1840,1379610,for,-0.0002553793019615,-17.000255584716797,mot,-0.8263043165206909,-0.5763043165206909,for,-0.0001605115394340828,-16.750160217285156
1841,1379612,for,-0.0003679901128634,-10.000368118286133,for,-0.69342041015625,-0.69342041015625,for,-0.0005947356694377959,-12.000595092773438
1842,137983,for,-0.000290414202027,-16.250289916992188,for,-0.0029259957373142,-5.877925872802734,for,-0.0005875834613107145,-15.250587463378906
1843,137984,for,-0.0001556241913931,-18.12515640258789,mot,-16.125057220458984,-5.693455750588328e-05,for,-0.00015312091272789985,-12.000153541564941
1844,137985,for,-0.0001707630581222,-15.500170707702637,for,-0.0001354824344161,-13.25013542175293,for,-0.00034261439577676356,-15.87534236907959
1845,137986,for,-0.0001419194304617,-16.625141143798828,for,-0.0005293221911415,-7.750529289245605,for,-0.00021915239631198347,-14.625219345092773
1846,138060,for,-0.0002180795563617,-16.87521743774414,for,-0.0087194088846445,-4.758719444274902,for,-0.00014478032244369388,-16.000144958496094
1847,138061,mot,-3.5299575328826904,-0.0299575850367546,mot,-12.500154495239258,-0.0001541937381261,mot,-6.377322196960449,-0.0023222488816827536
1848,138062,for,-0.0002054476499324,-15.500205039978027,for,-0.3870790302753448,-1.1370790004730225,for,-0.0006958735757507384,-10.625696182250977
1849,138074,for,-0.000427689141361,-9.50042724609375,mot,-7.750625133514404,-0.0006252297898754,for,-0.0010512693552300334,-7.001051425933838
1850,138083,for,-0.0002724217774812,-17.375272750854492,for,-0.0002796895278152,-8.500279426574707,for,-0.0002226093056378886,-16.25022315979004
1851,138092,for,-0.0002725409576669,-12.000272750854492,mot,-6.751408576965332,-0.0014086860464885,for,-0.02361544407904148,-3.7736153602600098
1852,138101,for,-8.923874702304602e-05,-18.500089645385746,mot,-6.37738037109375,-0.0023805228993296,for,-0.00014120421838015318,-18.250141143798828
1853,138110,for,-0.0002071164926746,-12.00020694732666,mot,-1.701794147491455,-0.201794147491455,for,-0.0004886920796707273,-11.87548828125
1854,138111,for,-0.0003438064304646,-15.750344276428224,mot,-2.1274547576904297,-0.1274547427892685,for,-0.0012486852938309312,-12.251248359680176
1855,138112,for,-0.0002465582510922,-17.375246047973633,for,-0.02344218082726,-3.773442268371582,for,-0.00020139472326263785,-17.250202178955078
1856,138140,for,-0.0006064103217795,-10.000606536865234,mot,-4.264376640319824,-0.014376456849277,for,-0.20207595825195312,-1.7020759582519531
1857,138150,for,-0.0002939903060905,-13.000293731689451,mot,-1.3136515617370603,-0.3136516213417053,for,-0.0009250381262972951,-7.875925064086914
1858,138204,for,-0.000201275513973,-17.750202178955078,for,-0.0790668055415153,-2.579066753387451,for,-0.00024144348572008312,0.0
1859,138213,for,-0.0003173505538143,-18.000316619873047,mot,-11.000273704528809,-0.0002733753935899,for,-0.0004593862977344543,-17.000459671020508
1860,138231,for,-0.0002115270326612,-17.875211715698242,for,-0.0301692821085453,-3.5301692485809326,for,-0.00014418430509977043,0.0
1861,138232,for,-0.0002425163111183,-17.000242233276367,for,-0.0003741887048818,-9.000373840332031,for,-0.00016682932619005442,-17.500165939331055
1862,138245,for,-0.0233827903866767,-3.7733829021453857,mot,-6.252148151397705,-0.0021483579184859,mot,-2.3507697582244873,-0.10076966136693954
1863,138246,for,-0.0002574057725723,-18.00025749206543,mot,-5.380077362060547,-0.0050773294642567,for,-0.00022046364028938115,-16.875221252441406
1864,138252,for,-0.0002136690309271,-16.750213623046875,for,-0.0003084102936554,-8.3753080368042,for,-0.00018732868193183094,-16.750186920166016
1865,138253,for,-0.0001485948450863,-18.62514877319336,for,-0.0001779152662493,-13.625178337097168,for,-0.00022523177904076874,-18.000225067138672
1866,138254,for,-0.0001483564410591,-13.00014877319336,for,-8.721228368813172e-05,-16.12508773803711,for,-0.0002149802603526041,-12.750214576721191
1867,138267,for,-0.0001624188007554,-16.25016212463379,for,-8.709308167453855e-05,-10.250086784362791,for,-0.00018101456225849688,-16.000181198120117
1868,138271,for,-0.0001491908624302,-18.37514877319336,for,-0.0008615575497969,-7.250861644744873,for,-0.00012582694762386382,-18.625125885009766
1869,1383416,for,-0.0001047352270688,-16.250104904174805,mot,-9.125240325927734,-0.0002403706457698,for,-0.000556843588128686,-10.375556945800781
1870,1383417,for,-0.0001904279779409,0.0,mot,-16.875083923339844,-8.41129949549213e-05,for,-0.011183982715010643,-4.511184215545654
1871,1383418,for,-0.0001388201344525,0.0,mot,-10.125517845153809,-0.0005180051666684,for,-0.0002553793019615114,-16.875255584716797
1872,1383419,for,-0.0002301191270817,-13.625229835510254,mot,-5.504302978515625,-0.0043030031956732,for,-0.00032366468803957105,-10.375323295593262
1873,1383420,for,-0.0001444227091269,-17.750144958496094,mot,-11.125232696533203,-0.0002323840017197,for,-0.00033272415748797357,-12.500332832336426
1874,1383421,for,-0.0002815967891365,-18.250282287597656,mot,-16.87508201599121,-8.208653162000701e-05,for,-0.0012395139783620834,-7.25123929977417
1875,1383422,for,-0.0001563394034747,-16.25015640258789,mot,-13.375137329101562,-0.000137508905027,for,-0.0002973280206788331,-12.125297546386719
1876,1383512,for,-0.0001217813478433,-18.7501220703125,mot,-11.375370025634766,-0.0003704933915287,for,-0.00018744789122138172,-17.000186920166016
1877,1383513,for,-0.0001407273957738,-18.250141143798828,mot,-14.375203132629396,-0.0002030635660048,for,-0.0002222516923211515,-12.000222206115723
1878,138368,for,-0.0002056860539596,-16.375205993652344,mot,-10.250336647033691,-0.0003366542223375,for,-0.0001696902181720361,-13.25016975402832
1879,138369,for,-0.0001726703048916,-17.875173568725586,mot,-14.125445365905762,-0.0004453276342246,for,-0.000373950315406546,-13.375373840332031
1880,1383611,for,-0.000155385772814,-16.500154495239258,mot,-13.000520706176758,-0.0005208624061197,for,-0.00037347347824834287,-8.875373840332031
1881,1383710,for,-0.0001464491797378,-16.625146865844727,mot,-17.6251277923584,-0.000127495790366,for,-0.0005741207860410213,-8.750574111938477
1882,1383823,for,-0.0002235629362985,-17.75022315979004,for,-7.088138227118179e-05,-10.500070571899414,for,-0.0002441741817165166,-12.125244140625
1883,138391,for,-0.0001484756357967,-18.62514877319336,mot,-17.250070571899414,-7.028536492725834e-05,for,-0.00017946491425391287,-12.750179290771484
1884,138392,for,-0.0002472734777256,-16.375247955322266,mot,-7.126071453094482,-0.0010713927913457,for,-0.0009495720732957125,-9.37594985961914
1885,138393,for,-0.0003691821475513,0.0,mot,-5.87820291519165,-0.0032031389418989,for,-0.0003167545364703983,-16.250316619873047
1886,138394,for,-0.000123204459669,-18.250123977661133,mot,-18.12508773803711,-8.709308167453855e-05,for,-0.029963374137878418,-3.529963493347168
1887,138395,for,-0.0001186820518341,-16.875118255615234,mot,-13.625321388244627,-0.0003215190081391,for,-0.0005349211278371513,-7.875535011291504
1888,138396,for,-0.0001193972784676,-18.250120162963867,mot,-16.250049591064453,-5.037835580878891e-05,for,-0.0003234262694604695,-13.500323295593262
1889,138397,for,-0.0002387018030276,-16.5002384185791,mot,-5.629316806793213,-0.0043167723342776,for,-0.00030114251421764493,-12.125301361083984
1890,1384014,for,-0.0001294030516874,-18.75012969970703,mot,-6.751522541046143,-0.0015223604859784,for,-0.000193527273950167,-17.125192642211914
1891,1384015,for,-0.0001165363864856,-17.8751163482666,mot,-10.37525749206543,-0.0002578825806267,for,-0.000354769523255527,-10.625354766845703
1892,138433,for,-0.00024144348572,-17.125242233276367,mot,-3.530198335647583,-0.0301983058452606,for,-0.00028255043434910476,-16.125282287597656
1893,138434,for,-0.00017195509281,-16.125171661376953,for,-0.0003632329462561,-8.62536334991455,for,-0.0003392767102923244,-15.12533950805664
1894,138441,for,-0.0001171324038296,-14.750117301940918,for,-0.0003035266126971,-8.500303268432617,for,-0.00019007037917617708,-13.750189781188965
1895,138452,for,-0.0001558625954203,-17.37515640258789,mot,-1.910689115524292,-0.1606891453266143,for,-0.0001645644661039114,-16.875164031982422
1896,138470,for,-0.0001956729392986,-15.625195503234863,for,-0.0006475062109529,-7.50064754486084,for,-0.00024477019906044006,-17.250244140625
1897,138480,for,-0.000479647249449,-16.250478744506836,mot,-0.9744685888290404,-0.4744685590267181,for,-0.0006003346061334014,-16.250600814819336
1898,138491,for,-0.0002246357616968,-15.750225067138672,mot,-2.127321243286133,-0.1273212432861328,for,-0.00033546582562848926,-12.250335693359375
1899,138492,for,-0.0002786167024169,-11.37527847290039,for,-0.0299158338457345,-3.529915809631348,for,-0.0003408263437449932,-14.125340461730957
1900,138503,for,-8.196732960641384e-05,-17.00008201599121,mot,-7.375888824462891,-0.0008888294687494,for,-0.00017755765293259174,-16.62517738342285
1901,1385341,for,-0.1609005779027938,-1.910900592803955,for,-0.0025904078502207,-6.002590179443359,for,-0.1006590723991394,-2.350659132003784
1902,1385528,for,-0.1004222109913826,-2.350422143936157,mot,-1.137312889099121,-0.3873129189014435,for,-0.00028862981707789004,-9.875288963317871
1903,1385529,for,-0.0002114078233717,0.0,mot,-2.350658893585205,-0.1006589531898498,for,-0.0003943304473068565,-17.375394821166992
1904,1385530,for,-0.0002173643442802,-16.87521743774414,mot,-3.530205726623535,-0.0302058272063732,for,-0.00023858259373810142,-14.875238418579102
1905,1385623,for,-0.0002410858724033,-17.750240325927734,mot,-7.001481056213379,-0.0014809363055974,for,-0.0003710894088726491,-13.750370979309082
1906,1385624,for,-0.0001325023476965,-15.50013256072998,mot,-14.125246047973633,-0.0002463198325131,mot,-7.001619338989258,-0.0016193612245842814
1907,1385625,for,-0.0001558625954203,-17.62515640258789,mot,-12.375807762145996,-0.0008079635445028,for,-0.0003849133790936321,-14.375385284423828
1908,1385626,for,-0.0001572930341353,-18.37515640258789,mot,-5.0073723793029785,-0.0073723504319787,for,-0.0001463299704482779,-16.500146865844727
1909,1385627,for,-0.0002196292043663,-16.500219345092773,mot,-12.750238418579102,-0.0002388209977652,for,-0.00025108797126449645,-11.125250816345215
1910,1385719,for,-0.0003364158037584,-16.500335693359375,mot,-2.5791831016540527,-0.0791830047965049,for,-0.0004693994123954326,-17.125469207763672
1911,1385720,for,-0.0001988914445973,-17.875198364257812,mot,-16.5001163482666,-0.0001157019651145,for,-0.00033510822686366737,-14.500334739685059
1912,1385721,for,-0.0001338135916739,-17.500133514404297,mot,-12.250194549560549,-0.000194123291294,for,-0.0023962247651070356,-6.127396106719971
1913,1385722,for,-0.0001364360650768,-18.50013732910156,mot,-4.388144016265869,-0.0131439939141273,for,-0.0002656271681189537,-16.37526512145996
1914,1385816,for,-0.0001400121836923,-16.375139236450195,for,-0.1004332229495048,-2.350433111190796,for,-0.0001446611131541431,-14.500144958496094
1915,1385818,for,-0.0002447701990604,-16.750244140625,mot,-11.12524700164795,-0.0002473926579114,for,-0.0002222516923211515,-16.00022315979004
1916,1385917,for,-0.0001189204631373,0.0,mot,-7.500817775726318,-0.0008176080300472,for,-0.0001769616355886683,-18.37517738342285
1917,138610,for,-0.0790752917528152,-2.579075336456299,for,-0.0012321342946961,-6.751232147216797,for,-0.00033939589047804475,-14.37533950805664
1918,138620,for,-0.0001613459608051,-16.25016212463379,mot,-3.5301764011383057,-0.0301763396710157,for,-0.0002930366899818182,-13.375292778015137
1919,138630,for,-0.0001967457792488,-15.62519645690918,mot,-6.876319885253906,-0.0013201194815337,for,-0.00021629150433000177,-14.125216484069824
1920,138863,for,-0.000214265048271,-11.750214576721191,for,-0.4742606282234192,-0.9742606282234192,for,-0.0005843686521984637,-7.625584602355957
1921,138881,for,-0.0001954345352714,-14.375195503234863,for,-8.93579563125968e-05,-10.500089645385742,for,-0.0001887591351987794,-13.500188827514648
1922,138882,for,-0.0002489423204679,-11.500248908996582,mot,-4.511489391326904,-0.0114896167069673,for,-0.00028970264247618616,-9.375289916992188
1923,138890,for,-0.0001810145622584,-16.375181198120117,for,-6.456358823925257e-05,-11.125064849853516,for,-0.0002116462419508025,-17.375211715698242
1924,138910,for,-0.0001824450155254,-16.00018310546875,mot,-9.875219345092772,-0.0002189139922847,for,-0.0002932750794570893,-14.125293731689453
1925,138921,for,-0.0009030037908814,-7.125903129577637,for,-0.0004911953583359,-7.750491142272949,for,-0.00020854694594163448,-15.250208854675293
1926,138942,for,-0.0001114106344175,-18.125110626220703,mot,-17.25010108947754,-0.0001011591157293,for,-0.00018208740220870823,-14.500182151794434
1927,138957,for,-0.0001600347168277,-17.000160217285156,mot,-16.75006103515625,-6.170270353322849e-05,for,-0.0002823120157700032,-11.000282287597656
1928,138958,for,-9.746380237629636e-05,-13.750097274780272,mot,-16.250057220458984,-5.717296517104842e-05,mot,-6.376987457275391,-0.0019872826524078846
1929,138963,for,-0.0001004438963718,-18.12510108947754,mot,-12.875328063964844,-0.0003280751989223,for,-0.0002016331272898242,-15.875201225280762
1930,138964,for,-0.0001762464235071,-17.00017547607422,mot,-9.000223159790039,-0.0002232053229818,for,-0.00016301481809932739,-15.500163078308105
1931,138965,for,-0.0001689749915385,-16.12516975402832,mot,-18.375083923339844,-8.363617962459102e-05,mot,-1.1384073495864868,-0.3884073793888092
1932,138966,for,-0.0001253501250175,-16.625125885009766,mot,-16.25006103515625,-6.158350151963532e-05,for,-0.6935101747512817,-0.6935101747512817
1933,138972,for,-0.0001683789741946,-13.625168800354004,mot,-6.252289295196533,-0.0022893066052347,for,-0.0003538158780429512,-9.625353813171387
1934,138989,for,-9.698698704596608e-05,-15.875097274780272,mot,-7.625918388366699,-0.0009182471549138,for,-0.00029720881138928235,-11.625297546386719
1935,138991,mot,-9.625179290771484,-0.0001789881061995,for,-7.505351095460355e-05,-13.375075340270996,for,-0.038319047540426254,-3.2883191108703613
1936,139081,for,-0.0001439459010725,-11.250144004821776,mot,-15.000048637390137,-4.894790981779806e-05,mot,-7.501124382019043,-0.0011243832996115088
