,id,Falcon3-instruct_vote,Falcon3-instruct_for_prob,Falcon3-instruct_against_prob
1049,128203,for,0.5638202880509198,0.4246772825717926
1050,128204,for,0.8222206714563072,0.14958536624908447
1051,128205,mot,0.4190513351932168,0.5677654147148132
1052,128206,mot,0.23686456680297852,0.7320234179496765
1053,128207,mot,0.31848335755057633,0.6618821620941162
1054,128221,mot,0.06936810351908207,0.9198335409164429
1055,128222,for,0.5288074165582657,0.44105201959609985
1056,1282411,mot,0.49549424345605075,0.4935532808303833
1057,1282412,for,0.5969263145234436,0.36841702461242676
1058,1282413,mot,0.32484952360391617,0.6434780359268188
1059,1282510,mot,0.2837528809905052,0.6716023087501526
1060,128267,for,0.5779967273119837,0.4124378263950348
1061,128271,mot,0.16498052328824997,0.8165243864059448
1062,128272,mot,0.2348787933588028,0.7449738383293152
1063,128273,for,0.6225113035179675,0.3605780601501465
1064,128274,for,0.5600510160438716,0.4288102090358734
1065,128276,for,0.7652233648113906,0.2171606570482254
1066,128278,mot,0.514186879619956,0.4644225835800171
1067,128279,mot,0.20192240993492305,0.7813779711723328
1068,128353,for,0.6166711784899235,0.36563849449157715
1069,128362,mot,0.33849296253174543,0.6397712826728821
1070,128371,mot,0.3174271807074547,0.6712136268615723
1071,128396,for,0.6154981032013893,0.3654908537864685
1072,128397,for,0.6526326515013352,0.3368944227695465
1073,128401,for,0.5516405877424404,0.43623054027557373
1074,128402,for,0.7673185369931161,0.22087706625461578
1075,128403,mot,0.3707954785786569,0.6165235042572021
1076,128404,for,0.6849425274413079,0.29836708307266235
1077,128405,for,0.5633949965704232,0.42706575989723206
1078,1284319,mot,0.4399138514418155,0.5432695150375366
1079,1284420,mot,0.26400595623999834,0.7244771718978882
1080,1284511,mot,0.5222712379181758,0.4497746229171753
1081,1284512,mot,0.37559720501303673,0.6004906296730042
1082,1284513,mot,0.359418623149395,0.6158958673477173
1083,1284514,for,0.5427257041446865,0.4452170133590698
1084,1284515,mot,0.3724337606690824,0.6054114103317261
1085,1284516,for,0.557254524435848,0.43069663643836975
1086,1284517,mot,0.4803561861626804,0.49818551540374756
1087,1284518,mot,0.4558022628771141,0.5314759612083435
1088,1284610,for,0.6850935891270638,0.2941645681858063
1089,128479,for,0.5372171003837138,0.4520191252231598
1090,128485,for,0.5616585679817945,0.40831947326660156
1091,128486,mot,0.3146176339359954,0.6668276786804199
1092,128487,for,0.6234915853710845,0.36494970321655273
1093,128488,mot,0.4313785880804062,0.54485023021698
1094,128494,mot,0.5045323288068175,0.4844588339328766
1095,128502,for,0.66884645819664,0.3046545684337616
1096,128511,for,0.7369987843558192,0.2507839798927307
1097,128513,mot,0.3530105724930763,0.628336489200592
1098,128520,mot,0.2552244961261749,0.7217665314674377
1099,128521,mot,0.35622178530320525,0.6337758898735046
1100,128522,mot,0.23805399239063263,0.720962405204773
1101,128543,mot,0.39753084629774094,0.5875878930091858
1102,128544,mot,0.38939284533262253,0.5788266062736511
1103,128552,mot,0.4017184376716614,0.5821921229362488
1104,128561,for,0.5262321084737778,0.44737333059310913
1105,128570,mot,0.3007849380373955,0.6756356954574585
1106,128571,for,0.8002255694009364,0.18278132379055023
1107,128580,for,0.7328131282702088,0.24707405269145966
1108,128595,for,0.5973339469637722,0.3902558386325836
1109,128604,mot,0.3258089730516076,0.6593635678291321
1110,128611,mot,0.41456365934573114,0.5689495801925659
1111,128632,mot,0.29540008679032326,0.6865293383598328
1112,128633,for,0.6829771797638386,0.30199283361434937
1113,128640,for,0.5474711433053017,0.4394119679927826
1114,128670,mot,0.5593384802341461,0.4305887222290039
1115,128685,mot,0.37913762277457863,0.5985151529312134
1116,128693,for,0.7001808490604162,0.2800908088684082
1117,128694,for,0.7584677040576935,0.22636519372463226
1118,128701,mot,0.4906737187411636,0.4783308207988739
1119,128702,for,0.5711332410573959,0.3891700506210327
1120,128723,for,0.5567171676084399,0.41964706778526306
1121,128741,mot,0.5228454396128654,0.4553609788417816
1122,128742,mot,0.19917958742007613,0.7850964069366455
1123,128753,for,0.5884052105247974,0.39235222339630127
1124,128771,for,0.5529664605855942,0.4187568426132202
1125,128772,for,0.6911422810517251,0.2718806266784668
1126,128782,for,0.5677557811141014,0.403444766998291
1127,128783,for,0.7410606893245131,0.2493961602449417
1128,128801,mot,0.1909712750930339,0.7931459546089172
1129,128821,for,0.5235313139855862,0.4543973207473755
1130,128842,mot,0.2610267251729965,0.7249407172203064
1131,128843,for,0.613051675260067,0.37068653106689453
1132,128844,for,0.5497975274920464,0.4345560371875763
1133,128872,mot,0.4593249736353755,0.5267364382743835
1134,128881,for,0.7408403288573027,0.23569203913211823
1135,128900,mot,0.35527806729078293,0.6184898614883423
1136,128921,mot,0.1281722392886877,0.8578948096837848
1137,128922,for,0.730645515024662,0.23588934540748596
1138,128923,mot,0.3696496710181236,0.6100941300392151
1139,128961,mot,0.508951798081398,0.445604532957077
1140,128962,for,0.6315108104608953,0.3331814408302307
1141,128963,for,0.6982084149494767,0.2930584251880646
1142,128977,mot,0.43043600767850876,0.5522523522377014
1143,128982,for,0.7096826906781644,0.2744028866291046
1144,128993,for,0.8626243211328983,0.11340856552124023
1145,128994,mot,0.2948323099408299,0.6934823989868164
1146,128995,mot,0.5555414780974388,0.4154718220233917
1147,129000,for,0.5394866690039635,0.4473035931587219
1148,129001,mot,0.448186744004488,0.5336281061172485
1149,129002,mot,0.21218241087626666,0.7741063833236694
1150,129003,mot,0.11292893812060356,0.8724234700202942
1151,129004,for,0.6156850010156631,0.32490628957748413
1152,129023,for,0.7006251290440559,0.29123422503471375
1153,129032,mot,0.39482090855017304,0.5909522771835327
1154,129040,mot,0.41130709648132324,0.5585561990737915
1155,129041,mot,0.34219126403331757,0.6244114637374878
1156,129042,for,0.6521339761093259,0.32712653279304504
1157,129061,mot,0.4344775192439556,0.5434542894363403
1158,129072,for,0.6487846355885267,0.3363707661628723
1159,129073,mot,0.4966522827744484,0.47831907868385315
1160,129074,for,0.7513295942917466,0.20961256325244904
1161,129075,for,0.6485960222780704,0.33770808577537537
1162,129076,for,0.5285566779784858,0.4572065770626068
1163,129077,for,0.6404780689626932,0.3251972198486328
1164,129078,for,0.6275230012834072,0.3525758385658264
1165,129079,mot,0.35630639363080263,0.6265386343002319
1166,129093,for,0.8040191829204559,0.15480555593967438
1167,129102,mot,0.1444036290049553,0.8432557941414416
1168,129111,mot,0.26312583684921265,0.7191429734230042
1169,129134,for,0.8040191829204559,0.15480555593967438
1170,129143,mot,0.16500696167349815,0.8185778856277466
1171,129151,mot,0.23044313490390778,0.7550991773605347
1172,129152,mot,0.38397614983841777,0.5908747911453247
1173,129174,for,0.8040191829204559,0.15480555593967438
1174,129183,mot,0.1336161606013775,0.85594996297732
1175,129192,mot,0.2516910487320274,0.7381796401459724
1176,129201,mot,0.28015799820423126,0.7018968462944031
1177,129969,mot,0.38760946691036224,0.5869696736335754
1178,1299610,mot,0.46180284675210714,0.5185858607292175
1179,129978,mot,0.417554073035717,0.5625685453414917
1180,1299811,for,0.7084851171821356,0.2822723984718323
1181,129997,mot,0.36603330774232745,0.6162398457527161
1182,130001,mot,0.4596860855817795,0.5175323486328125
1183,130012,mot,0.47596002370119095,0.5052405595779419
1184,130013,for,0.587597943842411,0.390651673078537
1185,130014,for,0.8037536330521107,0.1713768094778061
1186,130015,mot,0.3333379328250885,0.6540690064430237
1187,130016,for,0.6022197958081961,0.37820929288864136
1188,130035,mot,0.44113729102537036,0.546201920718886
1189,130043,mot,0.43791408359538764,0.542681872844696
1190,130044,for,0.6138762750197202,0.3726235628128052
1191,130051,for,0.5793260149657726,0.4042575310450047
1192,130052,for,0.5320335393771529,0.44968777894973755
1193,130080,for,0.5430550128221512,0.42452067136764526
1194,130101,mot,0.3203228209167719,0.6528616547584534
1195,130131,mot,0.4218078851699829,0.5602463483810425
1196,130132,for,0.522608823608607,0.450801819562912
1197,130133,mot,0.33809513598680496,0.6062192320823669
1198,1301512,for,0.5713425476569682,0.40504613518714905
1199,1301514,for,0.5559616275131702,0.41680604219436646
1200,1301518,for,0.850482162553817,0.13967515528202057
1201,1301520,for,0.8452691514976323,0.14247256517410278
1202,1301611,mot,0.4473186053801328,0.5408416986465454
1203,1301613,for,0.7854746608063579,0.1943817436695099
1204,1301622,for,0.6234030317282304,0.3648087680339813
1205,1301715,for,0.6541713979095221,0.3305109143257141
1206,1301716,for,0.6758154635317624,0.3030107021331787
1207,1301717,mot,0.4282871293835342,0.562311053276062
1208,1301719,for,0.8789473823271692,0.11248378455638885
1209,1301821,for,0.785893355961889,0.20578978955745697
1210,1301910,mot,0.502712074900046,0.48290619254112244
1211,130209,mot,0.38072624104097486,0.6044926047325134
1212,130218,mot,0.48926113545894623,0.46983620524406433
1213,130227,mot,0.2622221700148657,0.7251514792442322
1214,130234,mot,0.46241366444155574,0.5168491005897522
1215,130235,for,0.7051723101176322,0.2800810933113098
1216,130236,for,0.6608657687902451,0.3005564212799072
1217,130242,for,0.537558404263109,0.44166433811187744
1218,130253,mot,0.5284981126897037,0.458589106798172
1219,130261,for,0.5734544093720615,0.41191068291664124
1220,130270,for,0.728283166885376,0.22760501503944397
1221,130271,for,0.5748922629281878,0.4042830765247345
1222,130272,mot,0.32575784996151924,0.6527273058891296
1223,130300,mot,0.42116552451625466,0.5581083297729492
1224,130321,mot,0.4564482793211937,0.412916898727417
1225,1303850,mot,0.345963919069618,0.6341364979743958
1226,1303949,mot,0.2961464930558577,0.6859012842178345
1227,1304048,for,0.7913304476533085,0.20120802521705627
1228,1304147,for,0.8362671476788819,0.14755260944366455
1229,1304246,mot,0.4961689424235374,0.48753708600997925
1230,1304345,for,0.5883180685341358,0.380387170240283
1231,1304444,mot,0.49375991499982774,0.4942408800125122
1232,1304543,mot,0.3681584317237139,0.6153429746627808
1233,1304640,mot,0.11126755637815222,0.8781882524490356
1234,1304641,mot,0.23999310191720724,0.7293593883514404
1235,1304642,mot,0.16258110105991364,0.8055840730667114
1236,1304739,mot,0.29320962994825095,0.6968566179275513
1237,1304838,mot,0.24041673785541207,0.7442644238471985
1238,1304937,for,0.5743162482976913,0.40846142172813416
1239,1305036,for,0.7543599423952401,0.233062744140625
1240,1305133,mot,0.35467032296583056,0.6355744004249573
1241,1305134,mot,0.46382053033448756,0.5229827761650085
1242,1305231,for,0.5922998934984207,0.3783724904060364
1243,1305232,mot,0.37385381013154984,0.6055981516838074
1244,1305330,for,0.5674681100063026,0.4103957414627075
1245,1305627,for,0.6116531197912991,0.3795570135116577
1246,1305724,mot,0.5317446514964104,0.44228243827819824
1247,1305725,mot,0.35640460019931197,0.6183444261550903
1248,1305819,mot,0.47272542235441506,0.512965738773346
1249,1305820,mot,0.4541218352969736,0.527699887752533
1250,1305821,mot,0.33842435968108475,0.6344901323318481
1251,1305822,mot,0.3934830491198227,0.5977548956871033
1252,1305915,mot,0.5817497868556529,0.4096345901489258
1253,1305916,mot,0.3455432206392288,0.6400115489959717
1254,1305917,for,0.6587534621357918,0.2937706410884857
1255,1305918,for,0.6385286576114595,0.34754645824432373
1256,130618,for,0.771468204446137,0.21085329353809357
1257,130619,for,0.5466699823737144,0.4351133406162262
1258,1306110,mot,0.43385275173932314,0.533782422542572
1259,1306111,for,0.8183070227969438,0.170247882604599
1260,1306112,for,0.5801181737333536,0.40932103991508484
1261,130627,mot,0.4440434828866273,0.5396080017089844
1262,130632,for,0.7600058841053396,0.23226988315582275
1263,130643,mot,0.3163447976112366,0.6529005169868469
1264,130644,mot,0.21135006099939346,0.7660847306251526
1265,130645,mot,0.38539746403694153,0.5781542062759399
1266,130646,for,0.5282758045941591,0.46123863011598587
1267,130651,mot,0.48107992159202695,0.510585367679596
1268,1306635,mot,0.513421630486846,0.46857914328575134
1269,130730,mot,0.21800068742595613,0.7750734409783036
1270,130751,for,0.6198150750715286,0.3636244833469391
1271,1307641,mot,0.22443261742591858,0.7341204285621643
1272,1307740,for,0.5560195674188435,0.4326808750629425
1273,1307842,mot,0.4807057688012719,0.4989936947822571
1274,1307930,mot,0.44461224135011435,0.5424486994743347
1275,1307931,mot,0.5035083575639874,0.48484623432159424
1276,1308032,for,0.7860583132132888,0.19349490106105804
1277,1308138,for,0.5954048857092857,0.38861191272735596
1278,1308229,mot,0.23943955078721046,0.715517520904541
1279,1308237,for,0.5251102186739445,0.4596177339553833
1280,1308243,mot,0.36057435581460595,0.6231364011764526
1281,1308314,for,0.6758733536116779,0.3025060296058655
1282,1308315,mot,0.18503710627555847,0.7480646371841431
1283,130849,for,0.7823199033737183,0.18095237016677856
1284,1308510,mot,0.34377631777897477,0.6413325667381287
1285,1308512,mot,0.40522881085053086,0.5835890173912048
1286,130867,mot,0.23852825618814677,0.7454091906547546
1287,130873,mot,0.4310931987129152,0.5524314641952515
1288,1308813,mot,0.4610705527011305,0.525439977645874
1289,130892,mot,0.3268417101353407,0.6566993594169617
1290,130894,mot,0.5317459845682606,0.45434385538101196
1291,130895,for,0.609040655195713,0.37559229135513306
1292,130898,for,0.6950090294703841,0.2891504466533661
1293,1308911,mot,0.514265205245465,0.4755399823188782
1294,1308916,for,0.5325425416231155,0.42719006538391113
1295,1308917,mot,0.39455658197402954,0.5698989629745483
1296,1308918,mot,0.4025499337585643,0.5842648148536682
1297,1309124,for,0.6461050698999316,0.34084489941596985
1298,1309239,mot,0.34617190808057785,0.6359713673591614
1299,1309334,for,0.8831558711826801,0.10297134518623352
1300,1309426,for,0.7366929650306702,0.2293173223733902
1301,1309536,for,0.5780112391803414,0.4094136953353882
1302,131143,mot,0.3664153842255473,0.6188910007476807
1303,131144,mot,0.3978552520275116,0.574123203754425
1304,131151,mot,0.508290390484035,0.452745646238327
1305,1312710,mot,0.286295359255746,0.6973887085914612
1306,131289,mot,0.5363130308687687,0.44131699204444885
1307,131298,for,0.6082475483417511,0.3644912838935852
1308,131307,mot,0.3479944095015526,0.6254090070724487
1309,131316,for,0.803526159375906,0.17777307331562042
1310,131324,mot,0.2157749943435192,0.7579357624053955
1311,131332,mot,0.4440220247488469,0.5415117144584656
1312,131333,for,0.6268792375922203,0.3510564863681793
1313,131341,for,0.6061428632820025,0.38153210282325745
1314,131362,mot,0.27953730523586273,0.7119185505434871
1315,131371,mot,0.23177341371774673,0.7391253113746643
1316,131400,mot,0.5130780782783404,0.47692418098449707
1317,131416,mot,0.40220140293240547,0.5728160738945007
1318,131425,for,0.5296976652462035,0.45462900400161743
1319,131434,mot,0.24390480667352676,0.744714017608203
1320,131443,mot,0.6136271927971393,0.3772073984146118
1321,131451,mot,0.27109871432185173,0.702701210975647
1322,131452,mot,0.32489602640271187,0.6633290648460388
1323,131476,for,0.7526509929448366,0.23943793773651123
1324,131477,mot,0.6041724233655259,0.3854568898677826
1325,1314711,for,0.5288296603830531,0.45972007513046265
1326,131484,for,0.7582065891474485,0.2311110645532608
1327,131485,for,0.7615315446164459,0.2280159592628479
1328,131488,for,0.6574399259407073,0.331570029258728
1329,131489,for,0.9033260548021644,0.09090765565633774
1330,1314810,for,0.8339265887625515,0.15725663304328918
1331,1314912,mot,0.2590019330382347,0.7249728441238403
1332,1314913,for,0.6003353563137352,0.3903254568576813
1333,131511,for,0.6530844080261886,0.3309132158756256
1334,131512,for,0.6866655091289431,0.3032258450984955
1335,1315310,for,0.783389973687008,0.20979145169258118
1336,131546,for,0.5867030033841729,0.2962612211704254
1337,131547,for,0.7160419337451458,0.2756868004798889
1338,131548,for,0.7985804432537407,0.19443279504776
1339,131549,for,0.78419298841618,0.20807324349880219
1340,1315411,for,0.5334669400472194,0.4337957799434662
1341,1315412,for,0.7736475204583257,0.21599723398685455
1342,131555,for,0.5922979132737964,0.3970990777015686
1343,131564,for,0.7484349196311086,0.24373529851436615
1344,131571,mot,0.4199333251453936,0.5663623213768005
1345,131572,for,0.5862705400213599,0.4025138020515442
1346,131573,for,0.8018231932073832,0.19024059176445007
1347,131602,mot,0.5159534515114501,0.473491370677948
1348,131603,for,0.6772021723445505,0.3097914159297943
1349,131604,mot,0.4627486567478627,0.5262409448623657
1350,131640,mot,0.3286634882679209,0.6604080200195312
1351,1317118,for,0.5380153984297067,0.4482107162475586
1352,1317217,mot,0.23742078989744186,0.7498745322227478
1353,1317316,mot,0.28584518283605576,0.6902745366096497
1354,1317414,for,0.7322989236563444,0.25143948197364807
1355,131795,for,0.6892485460266471,0.2942486107349396
1356,131796,mot,0.41946198674850166,0.5519829392433167
1357,131798,mot,0.2057477906346321,0.7438653111457825
1358,131807,mot,0.5165321212261915,0.47157880663871765
1359,131809,for,0.9137929488206282,0.08058503270149231
1360,1318010,for,0.6873115550260991,0.29798421263694763
1361,131811,mot,0.5194426327943802,0.43519335985183716
1362,131824,mot,0.5012562326155603,0.47821471095085144
1363,131833,mot,0.24346357583999634,0.7466854453086853
1364,131842,mot,0.5207189077045768,0.4668313264846802
1365,131868,for,0.6267565325833857,0.3635121285915375
1366,131877,mot,0.47588052437640727,0.5126329660415649
1367,131883,mot,0.4476471212692559,0.540943443775177
1368,131884,for,0.8537580789998174,0.1372562199831009
1369,131885,for,0.6562346008140594,0.32492566108703613
1370,131886,mot,0.4065389493480325,0.56769198179245
1371,131921,for,0.5405582524836063,0.43402865529060364
1372,131922,mot,0.3580207899212837,0.6245254874229431
1373,132218,mot,0.4295067200437188,0.5548005104064941
1374,132231,for,0.5676038055680692,0.4222647249698639
1375,132232,for,0.6130550121888518,0.36461853981018066
1376,132233,for,0.692415236029774,0.275310218334198
1377,132234,for,0.6809760516043752,0.30694857239723206
1378,132235,mot,0.4754562941379845,0.5040886998176575
1379,132236,for,0.7627159059047699,0.20392227172851562
1380,132237,for,0.6344997361302376,0.35235750675201416
1381,132241,for,0.6248644725419581,0.35570114850997925
1382,132252,for,0.6973595693707466,0.27661511301994324
1383,1319524,for,0.7155863007064909,0.26896244287490845
1384,1319722,mot,0.2746330052614212,0.7092082500457764
1385,1319821,mot,0.2592104085488245,0.7289085984230042
1386,1319919,for,0.6344781666994095,0.3546111583709717
1387,1320117,for,0.7158738449215889,0.24792137742042542
1388,1320216,for,0.5529344007372856,0.42308127880096436
1389,1320315,mot,0.4640320837497711,0.5155255794525146
1390,1320513,for,0.7631564824841917,0.21107912063598633
1391,1320612,mot,0.379545658826828,0.5962440967559814
1392,1320711,mot,0.2326541393995285,0.7556892512948252
1393,132089,mot,0.32494082232005894,0.6626443266868591
1394,1320810,mot,0.19190207868814468,0.7956998135196045
1395,132104,for,0.7358847707509995,0.2291126698255539
1396,132105,mot,0.37749461038038135,0.6012581586837769
1397,132107,mot,0.47175826132297516,0.4964485764503479
1398,132116,mot,0.3955093554686755,0.5896600484848022
1399,132123,mot,0.30093972384929657,0.678369402885437
1400,132132,mot,0.3339586229994893,0.6585592962801456
1401,132331,mot,0.43826018273830414,0.5453563332557678
1402,132332,for,0.5802563390461728,0.4113295376300812
1403,1323710,mot,0.5317446514964104,0.44228243827819824
1404,1323711,mot,0.31014295667409897,0.663871705532074
1405,132389,mot,0.4778014635667205,0.5158719804603606
1406,132398,mot,0.4679996413178742,0.5050426125526428
1407,132411,for,0.5374560859054327,0.4473245143890381
1408,132412,mot,0.44468875601887703,0.5321852564811707
1409,132413,for,0.9037890278268605,0.08794773370027542
1410,132414,mot,0.42368563637137413,0.5494146347045898
1411,132415,mot,0.3808051133528352,0.5942233204841614
1412,132416,mot,0.31704236194491386,0.6740645269164816
1413,132417,mot,0.4933094629086554,0.4780861735343933
1414,132483,mot,0.6415776184294373,0.3482624590396881
1415,132484,for,0.8554378226399422,0.13646939396858215
1416,132485,mot,0.25189679861068726,0.7280238757375628
1417,132486,mot,0.24728026241064072,0.7418860793113708
1418,132487,for,0.6515008406713605,0.33923134207725525
1419,132488,mot,0.15131371468305588,0.7807808518409729
1420,132492,mot,0.2976273046224378,0.6934111714363098
1421,132501,mot,0.3407589616253972,0.6479429006576538
1422,1325914,for,0.5953217985806987,0.39527586102485657
1423,1326015,for,0.7183255453128368,0.2729901373386383
1424,1326113,mot,0.4810563534265384,0.5078825354576111
1425,1326212,mot,0.24072318151593208,0.74823397397995
1426,1326311,mot,0.36873115599155426,0.6057052612304688
1427,1326410,mot,0.41729683754965663,0.569054365158081
1428,132659,mot,0.34297239780426025,0.6226449608802795
1429,132661,for,0.5764713110402226,0.40526092052459717
1430,132662,for,0.707986393943429,0.2563348412513733
1431,132663,mot,0.5002675144933164,0.4893953502178192
1432,132664,mot,0.4821949377655983,0.48367512226104736
1433,132665,mot,0.4691792391240597,0.5060409903526306
1434,132666,mot,0.527152381837368,0.43542078137397766
1435,132667,mot,0.4483102485537529,0.4980986714363098
1436,132668,mot,0.4685985893011093,0.4874280095100403
1437,132700,mot,0.20230329781770706,0.7753862142562866
1438,1327114,for,0.595699567347765,0.36553865671157837
1439,1327332,for,0.6037965617142618,0.3829250931739807
1440,1327431,mot,0.4302980186184868,0.5585264563560486
1441,1327510,for,0.662458335980773,0.31499314308166504
1442,1327511,mot,0.5043910448439419,0.4841246008872986
1443,1327517,for,0.8901239586994052,0.10401864349842072
1444,1327520,mot,0.372809998691082,0.6023715734481812
1445,1327522,mot,0.46373653411865234,0.5042546987533569
1446,1327525,mot,0.309258128865622,0.6733999252319336
1447,132762,for,0.6463612698717043,0.3456176221370697
1448,132763,mot,0.41356341540813446,0.5665690898895264
1449,132764,mot,0.4164031594991684,0.549493670463562
1450,132765,mot,0.5249028673861176,0.4588596522808075
1451,132771,mot,0.22386228782124817,0.7609043717384338
1452,132800,for,0.66884645819664,0.3046545684337616
1453,132810,mot,0.43843498080968857,0.5465769171714783
1454,132811,mot,0.23011156171560287,0.747550368309021
1455,132812,mot,0.2552244961261749,0.7217665314674377
1456,1328724,mot,0.3725363677367568,0.6120312213897705
1457,1328823,mot,0.09033413976430893,0.9036188013269566
1458,1328921,mot,0.4157518569845706,0.5610807538032532
1459,1329022,for,0.5838229460641742,0.40208858251571655
1460,1329119,mot,0.30551905184984207,0.6619183421134949
1461,1329120,mot,0.4470647529233247,0.5337514281272888
1462,1329218,mot,0.3787045734934509,0.6096198367886245
1463,1329316,mot,0.27561790496110916,0.6897661089897156
1464,1329317,mot,0.4875679530669004,0.49505406618118286
1465,1329414,for,0.6095454781316221,0.3723716139793396
1466,1329513,mot,0.30222315341234207,0.6794889569282532
1467,1329615,for,0.6411111727356911,0.32828250527381897
1468,133025,mot,0.3515947237610817,0.6345782279968262
1469,133034,mot,0.618329810211435,0.36945438385009766
1470,133041,mot,0.4280636836774647,0.5597724318504333
1471,133042,mot,0.3439244580222294,0.644440233707428
1472,133043,mot,0.46240245667286217,0.5259714722633362
1473,133060,mot,0.341359673300758,0.6419446468353271
1474,133072,for,0.7942755478434265,0.1983540952205658
1475,133080,mot,0.5985258524306118,0.39122486114501953
1476,1331016,for,0.6819556746631861,0.2987004518508911
1477,1331115,mot,0.4255564585328102,0.5549867749214172
1478,1331318,for,0.6206485447473824,0.37076324224472046
1479,1331726,mot,0.25170737504959106,0.7195538282394409
1480,1331727,mot,0.2023414596915245,0.7779296040534973
1481,1331728,mot,0.22587980702519417,0.7303981184959412
1482,1331729,for,0.7023472934961319,0.26914137601852417
1483,1331730,mot,0.5089398187119514,0.47861573100090027
1484,1331823,for,0.7472230587154627,0.23562946915626526
1485,1331824,mot,0.3789297193288803,0.6023656725883484
1486,1331825,mot,0.33926752279512584,0.6433150172233582
1487,1331922,mot,0.2063877284526825,0.780013382434845
1488,133209,mot,0.15053486078977585,0.8331842422485352
1489,1332235,for,0.7581361415795982,0.2254575490951538
1490,1332338,mot,0.4624495387542993,0.5259224772453308
1491,1332434,mot,0.4203892699442804,0.5670087933540344
1492,1332536,mot,0.24060436338186264,0.7466019988059998
1493,1332637,for,0.6194377914071083,0.37237875291612
1494,1332731,mot,0.51853386615403,0.4632508158683777
1495,1332832,for,0.8257247507572174,0.14470283687114716
1496,1332939,for,0.6399712353013456,0.3476170599460602
1497,1332940,for,0.9062905050814152,0.07349544763565063
1498,1333033,mot,0.45727431029081345,0.5224894881248474
1499,133322,mot,0.38211074797436595,0.6071162819862366
1500,133333,mot,0.4597188946790993,0.5285254716873169
1501,133344,for,0.7973357974551618,0.19108371436595917
1502,1333620,for,0.7127088708803058,0.27077654004096985
1503,1333621,for,0.5942763369530439,0.38017624616622925
1504,1333622,for,0.7656784928403795,0.2043769657611847
1505,1333623,for,0.590387168340385,0.3984266519546509
1506,1333624,for,0.6409901757724583,0.3443203568458557
1507,1333716,for,0.5689136309083551,0.42211419343948364
1508,1333717,mot,0.4091252419166267,0.5827671412844211
1509,1333718,mot,0.24296241824049503,0.7405779957771301
1510,1333815,for,0.7623801631852984,0.2274985909461975
1511,1333914,mot,0.3769682317506522,0.6071509122848511
1512,1334220,for,0.7641291946638376,0.22654592990875244
1513,1334321,for,0.6669337810017169,0.30129948258399963
1514,1334414,mot,0.5198509213514626,0.46568766236305237
1515,1334415,for,0.5874513101298362,0.39979901909828186
1516,1334416,mot,0.29633036628365517,0.6854600310325623
1517,1334417,for,0.5504377337638289,0.4351780116558075
1518,1334518,mot,0.4830524444114417,0.49909350275993347
1519,1334519,for,0.6157003580592573,0.3675290048122406
1520,1334612,mot,0.31554692541249096,0.6707852482795715
1521,1334613,mot,0.39529935899190605,0.5863503217697144
1522,1334710,mot,0.3732590824365616,0.6093769669532776
1523,1334711,mot,0.25969165936112404,0.7274782061576843
1524,133489,for,0.5617528124712408,0.41303810477256775
1525,133491,for,0.7239883446600288,0.2655929923057556
1526,133492,mot,0.29615518450737,0.6796548366546631
1527,133493,mot,0.30921371281147003,0.6682409048080444
1528,133494,mot,0.505286380648613,0.4675377309322357
1529,133495,mot,0.47269026935100555,0.5107024908065796
1530,133496,mot,0.48537595523521304,0.49912795424461365
1531,133497,for,0.5787634928710759,0.4008980095386505
1532,133498,for,0.5370057579129934,0.45200079679489136
1533,133602,mot,0.5023797773756087,0.47445568442344666
1534,133603,mot,0.4607447646558285,0.522060751914978
1535,133604,mot,0.2066545714624226,0.7840937972068787
1536,133605,mot,0.4001640339847654,0.5827258825302124
1537,1336219,mot,0.2713087648153305,0.6777823567390442
1538,1336220,mot,0.29399419901892543,0.6926576495170593
1539,1336221,for,0.5597066811751574,0.4280319809913635
1540,1336222,mot,0.27108725695870817,0.7120096683502197
1541,1336318,mot,0.41080872993916273,0.5793164086062461
1542,1336416,mot,0.39686378836631775,0.570680558681488
1543,1336417,mot,0.4552980214357376,0.5002949237823486
1544,1336515,for,0.6182622802443802,0.3615467846393585
1545,133740,mot,0.5116110369563103,0.4694870114326477
1546,1337511,mot,0.4452782191801816,0.544865608215332
1547,133764,for,0.6863532587885857,0.29922232031822205
1548,133765,for,0.6953824039082974,0.29589468240737915
1549,133766,for,0.5723761952249333,0.4182519018650055
1550,133767,mot,0.47653650492429733,0.5060960650444031
1551,133768,mot,0.5296108573675156,0.4578463137149811
1552,133769,for,0.6663257941836491,0.3234202563762665
1553,1337610,for,0.636258065700531,0.3398565351963043
1554,133773,for,0.883555710548535,0.10969371348619461
1555,133782,foralle,0.7015702780336142,0.256927490234375
1556,133791,for,0.7239682730287313,0.2492767721414566
1557,1338114,mot,0.2730282172560692,0.707327127456665
1558,1338215,mot,0.3142039068043232,0.6703957319259644
1559,1338313,for,0.8005043901503086,0.17288601398468018
1560,1338410,for,0.5556581169366837,0.4136517643928528
1561,1338411,mot,0.4065292617306113,0.5731754302978516
1562,1338412,for,0.6189847418572754,0.36513751745224
1563,133859,mot,0.3756174221634865,0.5905296802520752
1564,133868,mot,0.24043987691402435,0.7152373790740967
1565,133876,mot,0.4176631725858897,0.5633533596992493
1566,133887,mot,0.4268620463553816,0.5609042048454285
1567,133895,mot,0.4130658064968884,0.5692400932312012
1568,133903,mot,0.5056125265546143,0.4710432291030884
