,id,gpt-3.5-turbo_left_vote,gpt-3.5-turbo_left_for_lprob,gpt-3.5-turbo_left_against_lprob,gpt-3.5-turbo_right_vote,gpt-3.5-turbo_right_for_lprob,gpt-3.5-turbo_right_against_lprob,gpt-3.5-turbo_center_vote,gpt-3.5-turbo_center_for_lprob,gpt-3.5-turbo_center_against_lprob
2697,148240,for,-0.000101159116,-14.467049,for,-0.44270495,-1.0755327,for,-0.000342376,-12.170041
2698,148241,for,-7.5411124e-05,-16.152473,for,-0.096218996,-2.7459974,for,-1.6643718e-05,-17.799114
2699,148242,for,-0.00030781425,-9.098027,for,-0.030887,-3.5848649,for,-0.0010400752,-7.538813
2700,148243,for,-7.7199176e-05,-14.845401,mot,-3.3983345,-0.3546239,for,-0.0009774327,-13.564147
2701,148250,for,-2.6418418e-05,-17.787018,for,-0.18151131,-1.9466366,for,-0.00032259183,-14.028986
2702,148302,for,-1.7478143e-05,-13.969578,for,-2.677603e-05,-13.167704,for,-0.00014048899,-12.63
2703,148311,for,-0.0004273315,-16.365301,for,-0.047460496,-4.94899,for,-0.0001596771,-16.575665
2704,148323,for,-0.00021271907,-13.664756,for,-0.0050007016,-7.671945,for,-0.0003062646,-15.571002
2705,148340,for,-6.6306106e-06,-14.652518,for,-0.000371447,-8.051557,for,-3.631232e-05,-13.873623
2706,148341,for,-4.441817e-05,-17.540493,for,-0.021423941,-4.9740415,for,-4.429897e-05,-15.326633
2707,148342,for,-2.4153549e-05,-12.617326,for,-0.00090622227,-7.655794,for,-0.000975067,-9.607536
2708,148350,for,-0.00017314713,-11.9241295,for,-0.0119704325,-5.299879,for,-0.00054481137,-10.041703
2709,148360,for,-8.180258e-06,-16.947464,for,-0.0017415818,-8.337484,for,-0.00025716738,-14.642101
2710,148450,for,-0.0017776381,-9.758482,for,-0.06502086,-4.7488303,for,-0.015034024,-8.775999
2711,148480,for,-0.00020270597,-11.663625,for,-0.044969182,-3.136415,for,-0.032387495,-3.4718215
2712,148510,for,-0.00055231754,-12.329915,for,-0.06289029,-3.6148503,for,-0.002169413,-10.630946
2713,148540,for,-0.0001005631,-13.565373,for,-0.1734559,-2.4362352,for,-0.013511481,-11.417362
2714,1486513,for,-0.00016086915,-8.999949,mot,-1.277618,-0.3272511,for,-0.13114421,-2.0970066
2715,1486611,for,-0.0008159428,-16.07357,for,-0.017321136,-4.9901795,for,-0.00068086124,-14.717339
2716,148773,for,-5.955704e-05,-15.455864,for,-0.4580328,-1.0827315,for,-0.00012201976,-13.701836
2717,148774,for,-4.3226137e-05,-15.426204,for,-0.20542078,-1.730716,for,-9.9251854e-05,-15.322891
2718,148775,for,-2.808727e-05,-17.12095,for,-0.06983361,-2.743368,for,-2.5583993e-05,-18.273825
2719,148776,for,-3.88156e-05,-13.7431135,for,-0.4341678,-1.0574818,for,-0.00044318195,-7.9894376
2720,148782,for,-0.22233243,-1.6142354,mot,-2.0600784,-0.15240167,mot,-2.6958215,-0.0705736
2721,148850,for,-0.0030370129,-5.95558,for,-0.07786527,-2.6235197,for,-0.003172487,-5.835442
2722,148860,for,-0.015925147,-4.155932,for,-0.38060987,-1.1589111,mot,-1.0388976,-0.4372131
2723,148861,mot,-3.3528616,-0.036064275,for,-0.25024623,-1.5094931,mot,-1.641052,-0.21593075
2724,148862,for,-9.729906e-06,-17.731724,for,-0.023722554,-3.828187,for,-4.5252596e-05,-14.103456
2725,148872,for,-2.808727e-05,-15.429427,for,-0.02625885,-3.9034352,for,-0.0002040172,-15.468351
2726,148873,for,-9.138441e-05,-16.617493,for,-0.19456835,-2.757448,for,-0.00015359772,-15.084664
2727,148874,for,-0.0002728986,-9.178215,mot,-1.7536856,-0.21969663,for,-0.018301766,-4.041173
2728,148875,for,-0.04751245,-3.0718846,mot,-1.5155897,-0.25952053,mot,-2.7148972,-0.06942932
2729,148876,for,-0.00060069223,-9.570528,for,-0.124241024,-2.1706774,for,-0.0025535463,-6.0738444
2730,148877,for,-6.718607e-05,-15.777681,mot,-1.0313017,-0.4725974,for,-0.00029112943,-12.751582
2731,148881,for,-9.913265e-05,-15.981491,for,-0.1248179,-2.278245,for,-0.0013035722,-13.444659
2732,1489024,for,-1.640531e-05,-16.845818,mot,-0.94573313,-0.5114756,for,-0.00040624346,-12.193302
2733,1489025,for,-1.700133e-05,-17.041985,for,-0.025242733,-4.1385374,for,-0.00032259183,-15.832592
2734,1489026,for,-0.0002663424,-15.200784,for,-0.01549576,-4.7852597,for,-0.0014970067,-10.575779
2735,1489121,for,-2.0935051e-05,-17.076317,mot,-1.489913,-0.28427035,for,-0.0011672453,-9.054466
2736,1489122,for,-0.00011093382,-11.260996,for,-0.021321371,-3.9881105,for,-0.00083607365,-9.725547
2737,1489123,for,-3.3213026e-05,-15.871881,for,-0.10353865,-2.4979765,for,-4.1914896e-05,-16.67458
2738,1489219,for,-0.00039266158,-18.630186,for,-0.10752577,-2.3739595,for,-0.000108668944,-15.863947
2739,1489220,for,-0.0004649889,-14.238455,mot,-0.87539923,-0.7011744,for,-0.0008576238,-12.051896
2740,1489317,for,-7.226629e-06,-19.486715,mot,-3.6496353,-0.18970118,for,-1.2113979e-05,-18.324766
2741,1489410,for,-0.00021355349,-15.561581,for,-0.030390175,-4.5279603,for,-0.0019381542,-11.696894
2742,1489411,for,-0.00044163596,-14.771756,for,-0.17368066,-2.0510821,for,-0.00032545274,-15.011931
2743,1489412,for,-0.00041696816,-17.943298,for,-0.1386862,-2.1255941,for,-3.1782583e-05,-17.087551
2744,1489413,for,-0.0003426144,-16.50176,for,-0.34541106,-1.3605478,for,-0.00018840152,-17.53409
2745,1489414,for,-8.657073e-06,-18.42503,for,-0.0039185802,-6.8264265,for,-1.3186812e-05,-18.194841
2746,1489415,for,-2.2723105e-05,-17.531105,for,-0.18358327,-1.9187174,for,-8.3278566e-05,-16.31633
2747,1489416,for,-1.3067608e-05,-18.623474,mot,-1.633834,-0.2599593,for,-0.00081725046,-16.491713
2748,148957,for,-0.00023715216,-15.548148,for,-0.0066092648,-5.7164674,for,-0.00010211275,-15.248643
2749,148958,for,-0.0004984631,-17.025036,for,-0.14398126,-2.1724236,for,-0.0003393959,-16.086151
2750,148959,for,-0.0001004439,-13.569198,for,-0.023117594,-3.9026933,for,-0.0003665597,-8.673487
2751,148971,for,-0.00033475063,-8.217561,mot,-2.171555,-0.13590485,for,-0.053996854,-2.9689367
2752,148972,for,-0.00018542144,-14.9771385,mot,-1.4118485,-0.30833295,for,-0.0003571536,-8.893212
2753,148973,for,-2.9279307e-05,-15.437087,for,-0.056079846,-3.0426083,for,-5.8365e-05,-14.335202
2754,148974,for,-1.0802739e-05,-18.28419,for,-0.0017184966,-8.534178,for,-3.035214e-05,-17.145668
2755,148975,for,-0.00020532844,-19.6032,mot,-4.2879167,-0.65496093,for,-0.0004801241,-17.312838
2756,148976,for,-0.0015005792,-16.90634,for,-0.6422836,-0.86498183,for,-0.00097327895,-15.295146
2757,149010,for,-1.4140442e-05,-15.065141,for,-0.08916574,-2.5506372,for,-0.0005575588,-8.929221
2758,1491211,for,-0.558172,-0.8493364,for,-0.36526027,-1.185176,for,-0.10323153,-2.3252354
2759,149139,for,-1.569009e-05,-14.450117,for,-0.6450296,-0.7591539,for,-2.9875326e-05,-14.037093
2760,1491410,for,-1.640531e-05,-12.812179,mot,-3.4117954,-0.049860768,for,-0.021059357,-3.9011328
2761,149158,for,-0.0007793693,-7.992484,for,-0.14874569,-2.190223,for,-0.0010195904,-8.43386
2762,149171,for,-0.0024307168,-9.680259,mot,-2.7948635,-0.201928,for,-0.016348122,-4.334942
2763,149172,for,-9.73446e-05,-16.12149,for,-0.12774603,-2.56105,for,-0.0006469102,-13.964344
2764,149173,for,-0.00013297916,-14.752912,mot,-3.9934194,-0.3670939,for,-0.0013026185,-9.427238
2765,149174,for,-0.0001724319,-18.963476,mot,-0.81933177,-0.58840907,for,-3.7742768e-05,-18.807678
2766,149175,for,-0.0005684027,-15.26992,for,-0.10956473,-2.4447432,for,-0.00047047227,-14.024951
2767,149176,for,-0.00030686063,0.0,for,-0.0015857934,-8.834859,for,-9.376849e-05,0.0
2768,149177,for,-0.000108907356,0.0,for,-0.0033488208,-11.872207,for,-0.00080450665,0.0
2769,149033,for,-0.0002733754,-9.002131,for,-0.038493313,-3.3189538,for,-0.0006871754,-8.136212
2770,149051,for,-0.04739604,-3.092375,for,-0.1637609,-1.9175451,for,-0.20489258,-1.6970115
2771,149111,for,-9.7821416e-05,-14.980149,for,-0.5316163,-0.9127694,for,-0.000348813,-10.531477
2772,149112,for,-0.010149841,-4.708953,mot,-4.8640413,-0.017487608,for,-0.09843789,-2.3762012
2773,149295,for,-4.9663133e-05,-14.312227,for,-0.30156595,-1.3869007,for,-0.000111291425,-10.043883
2774,149304,for,-0.00037967207,-8.338558,for,-0.39038107,-1.1737101,for,-0.039020613,-3.3662548
2775,149312,for,-2.9160103e-05,-12.64602,for,-0.12541844,-2.1542804,for,-0.00012630376,-12.189968
2776,149321,for,-0.00012082772,-13.247178,for,-0.010462981,-4.9571047,for,-0.00015514737,-13.851321
2777,149343,mot,-0.88292503,-0.5360508,mot,-0.7906775,-0.6157355,for,-0.109904855,-2.3055243
2778,149184,for,-0.000804149,-8.132817,for,-0.042928163,-3.2054286,for,-0.0012667787,-9.8704605
2779,149185,for,-0.00016969022,-8.989296,for,-0.011877965,-4.576436,for,-0.0004994167,-7.8956313
2780,149186,for,-0.00019638817,-9.353945,for,-0.0024241717,-6.460684,for,-6.098748e-05,-13.43391
2781,149191,for,-0.0019382734,-6.3034673,for,-0.067019746,-2.773391,for,-0.0054013073,-5.241197
2782,149192,for,-8.351697e-05,-9.699713,for,-0.08711386,-2.4938064,for,-0.001429521,-6.6026525
2783,149193,for,-0.00078318384,-10.164678,for,-0.0077442206,-5.0752053,for,-0.00016802136,-15.13842
2784,149222,for,-0.0002899374,-14.223923,for,-0.11702315,-3.4386938,for,-0.00062772946,-13.160894
2785,149241,for,-7.398068e-05,-14.778061,for,-0.07729221,-3.2814777,for,-0.0003826485,-13.654847
2786,149252,for,-0.0005563704,-8.32993,mot,-0.890754,-0.5806,for,-0.0013434468,-7.0015645
2787,149253,for,-0.00014311148,-15.649057,for,-0.010792535,-5.457389,for,-0.00022964232,-13.3075285
2788,149254,for,-7.3742274e-05,-13.840703,for,-0.2965797,-1.4067444,for,-0.0001757696,-10.159233
2789,149255,for,-3.4047454e-05,-12.909952,mot,-0.92935103,-0.50566787,for,-0.00083690806,-7.9141803
2790,149256,for,-7.4695905e-05,-18.479181,for,-0.6077307,-1.0048482,for,-0.0001506213,-17.576475
2791,149257,for,-0.00014430351,-15.078689,mot,-3.2737787,-0.06721671,for,-0.0014377313,-10.852123
2792,149258,for,-1.6524515e-05,-17.132923,mot,-1.6320579,-0.22336651,for,-0.00015848507,-11.500956
2793,149259,for,-7.064298e-05,-14.706398,for,-0.7032141,-0.7349524,for,-0.00033212814,-10.694967
2794,149261,for,-0.00010783452,-15.35744,for,-0.065507226,-3.0366185,for,-0.0002357217,-13.255364
2795,149561,for,-0.0011375967,-10.114972,for,-0.1571724,-2.1872056,for,-0.0014664155,-9.176239
2796,149573,for,-1.962381e-05,-15.11036,for,-0.18703532,-2.185002,for,-7.576874e-05,-14.726199
2797,149592,mot,-9.876708,-0.00035548472,mot,-6.1476374,-0.0035121685,mot,-8.972195,-0.00082558737
2798,149601,for,-0.00068551017,-15.2782545,for,-0.10132522,-8.211495,for,-0.00036251772,-16.604914
2799,149612,for,-0.0006130747,-7.7347918,for,-0.19521041,-2.0286875,for,-0.0128245205,-4.4388556
2800,149623,for,-0.0026853986,-6.1082363,for,-0.36672187,-1.2134016,for,-0.13972422,-2.0437617
2801,149642,for,-0.20873877,-1.6731286,for,-0.16624609,-1.9322716,for,-0.028381826,-3.614468
2802,149643,for,-0.0046205916,-9.028314,for,-0.24120288,-1.9425673,for,-0.0024109695,-11.179098
2803,149651,for,-0.0005103798,-8.801497,for,-0.02276154,-6.517871,for,-0.000113079484,-11.690337
2804,149660,for,-0.0011885645,-7.5499043,for,-0.2613117,-1.5043156,for,-0.00058532227,-7.871134
2805,149670,for,-0.036148556,-3.408257,for,-0.57012993,-0.8661161,for,-0.21794401,-1.6421117
2806,149680,for,-0.0022820532,-7.34529,for,-0.38835913,-1.1703415,for,-0.02609115,-5.2267213
2807,149355,for,-7.465036e-06,-13.035219,for,-0.014130368,-4.2729197,for,-2.3915141e-05,-12.1587515
2808,149364,for,-0.00036299456,-8.243518,for,-0.02134016,-3.8791702,for,-0.000727921,-7.4525943
2809,149372,for,-6.869018e-06,-13.535382,mot,-0.9313958,-0.50139934,for,-0.0001170132,-9.478856
2810,149381,for,-5.7530575e-05,-16.551426,mot,-7.3423414,-0.038336717,for,-0.00036620206,-10.545397
2811,149383,for,-0.0006271334,-11.673906,for,-0.2196351,-1.9253961,for,-0.00037311585,-14.21194
2812,149390,for,-0.0028940362,-6.7614865,for,-0.37209755,-1.1945157,for,-0.05608886,-2.976953
2813,149410,for,-0.0011751055,-9.976948,for,-0.0068012257,-7.3105025,for,-0.00054183125,-10.711565
2814,1494212,for,-0.0001468068,-15.233261,for,-0.02507986,-4.9128857,for,-0.0007155312,-14.441925
2815,1494213,for,-0.00020914296,-10.26942,for,-0.14439294,-2.0399008,for,-0.0005186012,-9.838631
2816,1494314,for,-1.2948405e-05,-12.121473,mot,-1.0540633,-0.452867,for,-0.0007645991,-7.6669955
2817,1494315,for,-1.0206721e-05,-14.160888,for,-0.08237809,-2.553417,for,-5.7172965e-05,-10.508303
2818,1494316,for,-0.10507707,-2.309438,mot,-2.6704845,-0.077203825,mot,-1.224658,-0.34975344
2819,1494410,for,-2.6418418e-05,-13.69417,mot,-5.6238666,-0.005458221,for,-0.0038221718,-5.6306267
2820,1494411,for,-0.0010325727,-8.025039,for,-0.17758211,-1.8433498,for,-0.0075161224,-5.1954336
2821,149459,for,-7.183501e-05,-10.768292,for,-0.060984682,-2.9362173,for,-0.0030844286,-5.998923
2822,149466,for,-0.0008597695,-14.618135,for,-0.10681638,-2.6138506,for,-0.0009080066,-15.377489
2823,149467,for,-9.651017e-05,-13.798606,for,-0.014595689,-5.676577,for,-0.00013953536,-12.6396675
2824,149468,for,-0.00097208685,-7.823261,for,-0.5300782,-0.91683125,for,-0.00779601,-5.051398
2825,149475,for,-0.00061783916,-11.30229,for,-0.022171268,-4.478234,for,-0.0033930214,-12.0602665
2826,149481,for,-8.256335e-05,-12.7640085,for,-0.02761108,-4.3918195,for,-0.0005009664,-8.102632
2827,149482,for,-9.805982e-05,-13.858436,for,-0.002690748,-6.2534556,for,-0.00012237004,-13.64608
2828,149483,for,-0.00024048986,-9.761765,mot,-2.010785,-0.15644181,for,-0.0031034462,-6.013954
2829,149484,for,-2.3915141e-05,-13.908071,for,-0.5795914,-0.854139,for,-0.0008953821,-8.500094
2830,149501,for,-1.7835755e-05,-15.426715,for,-0.42379713,-1.1172786,for,-0.0016463838,-11.591984
2831,149502,for,-2.7014437e-05,-14.896925,for,-0.23287717,-1.5862707,for,-2.1054253e-05,-16.304369
2832,149513,for,-0.00042876197,-18.300842,for,-0.15861486,-2.3448522,for,-0.0001596771,-17.167162
2833,149526,for,-0.00048620347,-15.141525,for,-0.024121081,-6.6453238,for,-0.00014311148,-16.607744
2834,149528,for,-0.00022797346,-17.247204,for,-0.031285897,-3.687803,for,-0.00025120718,-16.69208
2835,149534,for,-0.0001408466,-17.687159,for,-0.01959465,-4.1343064,for,-0.0002545449,-16.054295
2836,149535,for,-6.551722e-05,-14.062169,for,-0.006238407,-5.3300414,for,-0.00010854974,-13.816137
2837,149537,for,-1.640531e-05,-19.13642,for,-0.04716852,-3.6935365,for,-8.041768e-05,-17.4863
2838,149998,for,-0.00017672323,-13.761834,mot,-1.24245,-0.36220855,for,-0.0010868745,-7.820415
2839,149999,for,-0.0046304343,-6.1042438,for,-0.12191189,-2.320385,for,-0.00071243185,-7.660178
2840,150007,for,-0.00013321757,-16.408031,for,-0.009502839,-5.9908795,for,-7.8987236e-05,-16.518894
2841,150015,for,-0.00023429126,-16.658428,for,-0.040228147,-6.1326356,for,-0.0005691179,-16.070679
2842,1500110,for,-0.0029975546,-12.508641,for,-0.2282371,-1.7984352,for,-0.0020747213,-12.912167
2843,150026,for,-0.01781906,-4.057057,for,-0.013808508,-4.4261165,for,-0.013236587,-4.3453803
2844,150034,for,-0.00016051154,-11.070589,for,-0.2910597,-1.3822997,for,-0.00030078492,-9.868693
2845,150041,for,-0.00013584005,-10.732231,for,-0.010310791,-4.7310405,for,-0.00020199074,-9.906179
2846,150042,for,-0.0005740016,-16.98563,for,-0.015863089,-6.6921935,for,-0.00015109812,-16.69802
2847,150043,for,-0.00063428195,-10.819192,for,-0.0094191125,-7.953902,for,-0.0002226093,-11.541013
2848,150050,mot,-6.6952977,-0.0023845686,for,-0.032559443,-3.5283136,for,-0.14938727,-1.9794654
2849,150068,for,-0.02045885,-3.9323585,for,-0.06308314,-2.9676242,for,-0.012706821,-4.5974026
2850,150074,for,-0.009758921,-4.7470503,for,-0.588769,-0.8210574,for,-0.15496321,-1.9610164
2851,150075,for,-0.0012439209,-9.295443,for,-0.067098,-3.38474,for,-0.0047379415,-7.3510666
2852,150076,for,-0.0010130416,-9.437368,for,-0.07010349,-3.1039493,for,-0.0011971325,-7.3227077
2853,150077,for,-0.0005401661,-15.098896,for,-0.42594314,-1.1126802,for,-0.0013177391,-9.6512985
2854,150083,mot,-0.8404434,-0.56590724,mot,-1.1122944,-0.4002221,mot,-0.87992764,-0.5367155
2855,150091,for,-0.00074566406,-11.891323,for,-0.2173585,-1.8398827,for,-0.0012068999,-12.918903
2856,150092,for,-0.003517041,-9.368433,for,-0.52721053,-1.350117,for,-0.014513569,-7.849898
2857,150100,for,-0.00048608426,-13.265564,for,-0.017783003,-5.491025,for,-0.0024486617,-11.782223
2858,149720,for,-6.1821906e-05,-13.962142,for,-0.13329369,-2.1188169,for,-0.0006826493,-10.010546
2859,1497711,for,-0.0009613622,-13.816582,for,-0.2074589,-2.455647,for,-0.0016395928,-13.946164
2860,1497810,for,-0.00061450514,-7.6693273,for,-0.3683101,-1.1982204,for,-0.0068308134,-5.0383286
2861,149799,for,-0.0016551829,-8.784874,for,-0.19051932,-2.407013,for,-0.0035406782,-7.9644055
2862,149808,for,-0.00020556684,-11.35214,for,-0.077260986,-2.694748,for,-0.00073149713,-11.718059
2863,149811,for,-1.3186812e-05,-18.780539,for,-0.060024876,-3.6690757,for,-0.000106284875,-16.558905
2864,149812,for,-3.3809047e-05,-17.447512,for,-0.028920827,-4.158834,for,-7.612634e-05,-16.75405
2865,149813,for,-0.00014978688,-16.394278,mot,-1.1970072,-0.42284495,for,-4.6444635e-05,-15.915368
2866,149814,for,-4.0007635e-05,-16.405825,for,-0.6979253,-0.7453649,for,-4.274932e-05,-14.154149
2867,149815,for,-1.0683535e-05,-17.499754,mot,-1.3078159,-0.4268001,for,-7.8987236e-05,-16.663542
2868,149816,for,-2.7014437e-05,-16.376987,for,-0.009582077,-5.0943484,for,-2.3915141e-05,-16.134018
2869,149817,for,-4.2391708e-05,-15.372793,for,-0.053984087,-3.0161386,for,-4.990154e-05,-14.542929
2870,1498212,for,-0.00018387179,-11.068324,for,-0.011054072,-4.676097,for,-0.00027230257,-11.535748
2871,149830,for,-8.709308e-05,-16.602343,for,-0.01153133,-7.939096,for,-0.00573846,-16.011208
2872,149831,for,-8.900034e-05,-15.327327,for,-0.21030973,-1.7906129,for,-0.00045534072,-14.252149
2873,149840,for,-1.4378848e-05,-16.428698,for,-0.44409218,-1.0326542,for,-3.8219583e-05,-16.03633
2874,149910,for,-0.09552688,-2.4052994,mot,-1.4474133,-0.27713284,for,-0.13122198,-2.1066859
2875,149922,for,-0.00056756823,-13.602523,mot,-3.1919374,-0.08994013,for,-0.004851838,-10.277092
2876,149980,for,-0.033691462,-4.6049175,for,-0.6564989,-1.1837721,for,-0.11781152,-2.5840437
2877,1502619,for,-0.0018373684,-6.409474,for,-0.05226618,-2.9873133,for,-0.019317808,-3.9619143
2878,1502620,for,-0.00012130453,-17.356476,for,-0.25902686,-1.5934385,for,-0.0002326224,-12.32416
2879,1504528,for,-9.72254e-05,-15.366449,mot,-1.6678253,-0.28140795,for,-0.00022964232,-14.361899
2880,1504529,for,-0.00034440245,-14.332042,for,-0.53009003,-0.92624635,for,-0.0010783029,-11.28489
2881,1504630,for,-0.0010698468,-13.900257,for,-0.6334084,-0.79210365,for,-0.0031543076,-7.916824
2882,1504725,for,-8.2324936e-05,-13.902674,for,-0.055658795,-3.0981622,for,-0.00044449317,-11.178055
2883,1504726,for,-0.025260981,-3.7024536,for,-0.12249571,-2.2413883,for,-0.007763493,-4.912869
2884,1504827,for,-0.0009250381,-7.2751007,mot,-4.9488897,-0.033349086,for,-0.58707875,-0.82140416
2885,1505010,for,-0.0008375041,-10.27639,mot,-4.709593,-0.034198813,for,-0.021870974,-3.8725848
2886,1505011,for,-1.0564331e-05,-17.453606,mot,-2.888838,-0.080291994,for,-3.5358695e-05,-15.95614
2887,1505012,for,-0.0010655591,-15.333514,for,-0.38584843,-1.3070501,for,-0.0019851406,-16.01654
2888,150519,for,-0.00041959065,-16.02693,for,-0.005902846,-6.4996905,for,-0.00085857743,-15.025801
2889,150527,for,-0.034662746,-3.385775,for,-0.059271894,-2.86691,for,-0.00025228,-10.987113
2890,150535,for,-0.0039169188,-11.661529,for,-0.15139794,-2.5758822,for,-0.012821347,-7.686016
2891,150536,for,-9.281486e-05,-12.55277,for,-0.018644536,-6.5049934,for,-7.100059e-05,-14.423367
2892,150543,for,-0.00079580845,-14.677654,for,-0.009656696,-5.55443,for,-0.0009969638,-11.650456
2893,150544,for,-0.0001277342,-16.374668,mot,-2.2438855,-0.14043479,for,-0.0014280942,-13.60963
2894,150548,for,-5.145119e-05,-16.188782,mot,-3.3538897,-0.1025871,for,-0.00010902656,-15.599394
2895,150552,for,-0.04792489,-3.129407,for,-0.011374358,-4.737422,for,-0.003878339,-7.084616
2896,150561,for,-0.0007457832,-7.3831387,for,-0.05968546,-2.9028175,for,-0.09889099,-2.370589
2897,150580,for,-0.0015380734,-14.529798,for,-0.016127624,-5.8340406,for,-0.00011796683,-15.987989
2898,150606,for,-8.041768e-05,-13.780844,mot,-5.78576,-0.009959013,for,-0.00080914825,-7.327536
2899,150615,for,-0.00054445374,-9.568048,for,-0.07516854,-2.7117386,for,-0.0013740417,-8.508784
2900,150623,for,-0.1989825,-1.7137339,mot,-2.3854034,-0.09760352,mot,-2.1194398,-0.12920922
2901,150634,for,-6.647085e-05,-12.6542225,for,-0.070700124,-2.77957,for,-0.0006134323,-7.69234
2902,150651,for,-0.00027099132,-8.86935,for,-0.04027762,-3.3396552,for,-0.0006834837,-7.645169
2903,150652,for,-0.00030948312,-11.059365,for,-0.024508404,-3.853631,for,-0.00022308611,-14.385492
2904,150310,for,-0.00029458632,-16.010988,for,-0.034398675,-4.6247115,for,-0.0003480978,-15.254426
2905,150320,for,-0.00018792471,-12.798024,for,-0.12138402,-2.2111056,for,-0.00016563729,-9.792576
2906,150321,for,-0.00059902336,-15.175245,mot,-2.0440333,-0.2335895,for,-0.008312902,-12.269458
2907,150343,for,-0.00012248923,-16.060694,for,-0.5114323,-1.0232311,for,-0.00046916102,-14.19635
2908,150352,for,-0.00076281105,-14.519032,for,-0.037077375,-3.5440545,for,-0.0006653758,-14.3344
2909,150361,for,-0.00036502103,-10.690587,for,-0.28783694,-1.5212086,for,-0.0010329303,-10.299323
2910,150370,for,-0.0002105734,-15.155477,for,-0.13816741,-2.2104368,for,-0.0007225605,-14.396732
2911,150380,for,-0.0011628384,-14.862231,for,-0.45492598,-1.3489652,for,-0.000904911,-14.100417
2912,150401,for,-0.0014699879,-6.960136,mot,-3.811529,-0.03999498,for,-0.032841522,-3.438155
2913,150402,for,-0.0003434488,-11.238083,for,-0.19879325,-1.8667735,for,-0.00011749002,-10.946313
2914,150403,for,-9.555654e-05,-17.696535,mot,-3.6971054,-0.041919623,for,-9.829823e-05,-11.884582
2915,151100,for,-0.00078318384,-8.638217,mot,-1.3222047,-0.33557904,for,-0.007056219,-9.34455
2916,1511327,for,-0.14526784,-2.0019956,mot,-2.6383276,-0.0759077,mot,-2.0357394,-0.14198054
2917,1511330,for,-0.038616728,-3.2759824,mot,-2.414371,-0.09744975,mot,-0.8979053,-0.5249042
2918,1511331,for,-0.11435258,-2.2367127,mot,-1.7355185,-0.19644648,mot,-0.81433463,-0.60519195
2919,1511428,for,-0.0007094518,-10.978264,for,-0.06593465,-3.8543258,for,-0.00475953,-8.494119
2920,1511429,for,-0.40351832,-1.1107861,for,-0.7001961,-0.82311136,for,-0.10075866,-2.4874487
2921,1511432,for,-0.0002939903,-13.120245,for,-0.43328533,-1.0888869,for,-0.0018103642,-8.677759
2922,1511433,for,-2.9636918e-05,-18.806738,mot,-1.3984505,-0.39291537,for,-0.00021796036,-17.008076
2923,1511434,for,-0.002052005,-10.996777,for,-0.5188049,-0.93388593,for,-0.004312261,-9.320475
2924,1511435,for,-0.0010709196,-9.673646,for,-0.050439797,-3.4415798,for,-0.008166889,-8.338665
2925,1511436,for,-0.00039528406,-9.318954,mot,-0.92478925,-0.56900007,for,-0.010088359,-4.735335
2926,1511437,for,-0.00017600802,-9.64885,for,-0.026634078,-3.7828424,for,-0.010254977,-4.7671537
2927,1511515,mot,-10.807524,-0.000736489,for,-0.5403957,-0.87583345,mot,-8.887092,-0.00643398
2928,1511517,for,-0.16872351,-1.8661989,for,-0.13897422,-2.052209,for,-0.4781943,-0.9697371
2929,1511618,for,-0.00081248593,-7.358204,for,-0.0070958775,-5.1257977,for,-0.022306275,-3.8298528
2930,1511619,for,-0.0004967943,-7.794158,for,-0.011504467,-5.671615,for,-0.046346247,-3.1541076
2931,1511622,for,-0.01707554,-4.1631556,for,-0.30206668,-1.3499373,for,-0.15032971,-1.9788858
2932,1511624,for,-8.602025e-05,-14.533503,for,-0.0024207258,-7.872977,for,-0.00023083435,-14.212875
2933,1511625,mot,-1.906888,-0.18457885,for,-0.44790575,-1.135215,mot,-2.567199,-0.115254685
2934,1511626,for,-0.00067871925,-7.835195,for,-0.077834286,-2.6170037,for,-0.0011466488,-8.477182
2935,1511723,for,-0.0907318,-2.4599602,for,-0.0030551888,-6.6926913,for,-0.00065822725,-8.159719
2936,1511816,mot,-2.0983748,-0.13394701,for,-0.09637425,-2.4238985,mot,-0.7866219,-0.6197747
2937,1511820,for,-0.08715657,-2.4998705,for,-0.33474237,-1.2633388,for,-0.05146483,-3.0170124
2938,1511914,mot,-2.2423801,-0.11582382,for,-0.0017417009,-8.820629,for,-0.0022301904,-7.962622
2939,151209,for,-0.049197767,-3.0398135,for,-0.0678612,-2.7341552,for,-0.04611838,-3.1064763
2940,1512010,for,-0.0002676536,-13.600421,for,-0.021131728,-4.256239,for,-0.00044080155,-15.302361
2941,1512011,for,-0.00012225083,-11.5313,mot,-3.6189556,-0.16652305,for,-0.006208547,-6.3993416
2942,1512012,for,-0.05139258,-3.0020437,for,-0.038738072,-3.294649,for,-0.10830376,-2.2799575
2943,1512013,for,-0.002370774,-6.319702,mot,-0.9697002,-0.4788898,for,-0.28065085,-1.40892
2944,151215,for,-0.0004485461,-11.213577,for,-0.009245262,-8.042528,for,-0.00083107076,-11.437634
2945,151216,for,-0.057202797,-2.8974624,for,-0.28534245,-1.3950608,for,-0.31707633,-1.30572
2946,151217,for,-0.0011435532,-6.834754,mot,-2.6001382,-0.07817688,mot,-1.4553201,-0.2662675
2947,151218,for,-0.0008751357,-7.3544364,for,-0.029637778,-3.7066512,for,-0.045768987,-3.1255152
