,id,Mistral-instruct_left_vote,Mistral-instruct_left_for_prob,Mistral-instruct_left_against_prob,Mistral-instruct_right_vote,Mistral-instruct_right_for_prob,Mistral-instruct_right_against_prob,Mistral-instruct_center_vote,Mistral-instruct_center_for_prob,Mistral-instruct_center_against_prob
2775,149295,for,0.916768633,0.020161511,for,0.749920353,0.127395794,for,0.803219639,0.083350271
2776,149304,against,0,0.922401711,against,0,0.921973191,against,0,0.862570994
2777,149312,against,0.193086013,0.357135832,against,0.233898535,0.437306993,against,0.215493187,0.372181997
2778,149321,against,0.293400832,0.292293608,for,0.490216546,0.131914333,for,0.467643782,0.063231602
2779,149343,against,0,0.78147994,against,0,0.684791483,against,0,0.677052461
2780,149184,for,0.494972929,0.17583786,for,0.427276403,0.226074442,for,0.461022526,0.288524739
2781,149185,against,0.468487512,0.451709211,against,0.334972914,0.599376813,against,0.161800534,0.72864116
2782,149186,for,0.586744159,0.100115485,for,0.565897256,0.100752875,for,0.660115495,0
2783,149191,for,0.537080243,0.144879237,for,0.47591354,0.308559127,for,0.485729031,0.166868776
2784,149192,against,0.15644677,0.400468722,against,0.084688276,0.440344885,against,0.129285663,0.423668176
2785,149193,blank,0,0.189394355,blank,0,0.198731348,basedon,0.139560655,0.116607279
2786,149222,for,0.743400373,0.108068645,for,0.559305914,0.238640919,for,0.643790208,0.156634182
2787,149241,for,0.876737967,0.070968293,for,0.818736516,0.113585085,for,0.859436817,0.07563971
2788,149252,for,0.95503594,0,for,0.944657467,0,for,0.911998048,0
2789,149253,for,0.743938372,0.077830821,for,0.576427296,0.130709723,for,0.658124357,0.120351873
2790,149254,against,0.110315092,0.31143171,against,0.078346573,0.399097525,against,0.138195202,0.426076032
2791,149255,against,0.242802851,0.284501791,against,0.062784925,0.549969867,against,0,0.597246267
2792,149256,for,0.980036225,0,for,0.965958893,0,for,0.9781396,0
2793,149257,for,0.987428073,0,for,0.977941649,0.004447758,for,0.983415241,0
2794,149258,for,0.974618105,0,for,0.966128049,0.008771842,for,0.957688965,0.010267984
2795,149259,for,0.917773433,0.032897405,for,0.739537347,0.143687323,for,0.794338755,0.09978655
2796,149261,against,0.359363325,0.395543318,against,0.226487175,0.54472886,against,0.184177205,0.59371084
2797,149561,for,0.476891957,0.180439234,for,0.554794699,0.162580773,for,0.496777646,0.213864759
2798,149573,against,0.156826831,0.415499717,against,0.051748559,0.621489026,against,0.248333052,0.463733867
2799,149592,for,0.535818301,0.192257255,for,0.562355667,0.136305362,for,0.639192313,0.146501645
2800,149601,for,0.866384782,0.051122922,for,0.887460399,0.033663943,for,0.893309411,0.026141375
2801,149612,for,0.597243197,0.0664322,for,0.58860673,0.057273079,for,0.709090248,0
2802,149623,against,0,0.849024408,against,0.032436624,0.82612155,against,0,0.813479781
2803,149642,for,0.522836134,0.084841125,for,0.65445675,0,for,0.634054571,0.057553578
2804,149643,for,0.85104721,0.052762087,for,0.894159615,0.037545662,for,0.888387967,0.029761001
2805,149651,for,0.868148655,0.043113753,for,0.887928188,0.034859847,for,0.876175225,0.035267048
2806,149660,for,0.530449212,0.084610239,for,0.709205434,0.041863918,for,0.626285546,0.059810139
2807,149670,blank,0.162526593,0.093331173,blank,0.136663407,0.096154705,blank,0.135127291,0.148505542
2808,149680,for,0.712545797,0.071911499,for,0.67972181,0.097331546,for,0.642036319,0.058893073
2809,149355,against,0.091970392,0.809335023,against,0.037723847,0.904279649,against,0.06681262,0.857741751
2810,149364,against,0,0.98874429,against,0,0.9845223,against,0,0.985263073
2811,149372,against,0.069370965,0.836046427,against,0.028781474,0.905960847,against,0.045619067,0.887677927
2812,149381,against,0.468958288,0.249685362,against,0.260237232,0.345142424,against,0.402857907,0.263252914
2813,149383,for,0.908196159,0.039767954,for,0.905600794,0.032648593,for,0.927626662,0.024961364
2814,149390,for,0.842381574,0.094038911,for,0.64655342,0.227768138,for,0.67139788,0.209893197
2815,149410,for,0.943243939,0.0184834,for,0.954667352,0.016996589,for,0.933526978,0.021219073
2816,1494212,for,0.902725115,0.03341125,for,0.835534312,0.065270454,for,0.8424659,0.063832074
2817,1494213,for,0.79925745,0.090441182,for,0.676207893,0.137439474,for,0.70617599,0.120932035
2818,1494314,for,0.724901848,0.231612071,against,0.011270647,0.969201496,against,0.173691928,0.744320672
2819,1494315,against,0.245296054,0.599374413,against,0.078393131,0.787858196,against,0.085875407,0.780038249
2820,1494316,against,0.210184656,0.544058893,against,0.264759026,0.434057213,against,0.208152652,0.518773079
2821,1494410,for,0.89254465,0.037651896,against,0.419215806,0.395554535,for,0.607687317,0.187136337
2822,1494411,against,0.068346851,0.719021879,against,0.263353467,0.515640631,against,0.123260833,0.609950781
2823,149459,for,0.552495789,0.245654732,for,0.604708642,0.237626839,for,0.617889471,0.170467883
2824,149466,for,0.706480935,0.11510101,for,0.80831407,0.089899153,for,0.742316373,0.10826344
2825,149467,for,0.899621241,0.025381478,for,0.855183154,0.039035868,for,0.869187757,0.032367837
2826,149468,for,0.792154245,0.063603163,for,0.59886945,0.158694893,for,0.652046174,0.105506845
2827,149475,for,0.846810557,0.050852343,for,0.799000494,0.06371925,for,0.839654058,0.065636627
2828,149481,against,0.442259569,0.459944069,against,0.039918818,0.877452914,against,0.141744439,0.704198014
2829,149482,for,0.900421785,0.041742913,for,0.909013148,0.048614677,for,0.881089967,0.058746498
2830,149483,for,0.267370582,0.143425643,for,0.301059552,0.146920487,for,0.261342019,0.198159575
2831,149484,for,0.8629134,0.062116507,against,0.538603589,0.318841815,for,0.66631826,0.177778527
2832,149501,for,0.956967372,0.009894924,for,0.9297603,0.024969395,for,0.931857653,0.021522669
2833,149502,for,0.978197966,0,for,0.974863531,0.005485915,for,0.97271432,0
2834,149513,for,0.987230627,0,for,0.983782083,0,for,0.985932891,0
2835,149526,for,0.990746567,0,for,0.989392233,0,for,0.991432508,0
2836,149528,for,0.960383598,0,for,0.93704769,0,for,0.931916177,0
2837,149534,for,0.96513075,0.006452046,for,0.964003094,0.008836444,for,0.961888064,0.007083955
2838,149535,against,0,0.945031486,against,0.010642922,0.937410288,against,0.033398502,0.877450958
2839,149537,for,0.985590565,0,for,0.976970033,0,for,0.97759869,0
2840,149998,for,0.959282454,0.008496701,for,0.965244768,0.010538506,for,0.960083894,0.010655284
2841,149999,for,0.952456973,0.008412666,for,0.918720201,0.017478468,for,0.932262927,0.012971195
2842,150007,for,0.764034502,0,for,0.755255647,0,for,0.822611034,0
2843,150015,for,0.653805308,0,for,0.693275996,0,for,0.754864816,0
2844,1500110,for,0.949744873,0.015928119,for,0.936842214,0.024338113,for,0.922942907,0.026697785
2845,150026,for,0.863853164,0.091747217,for,0.877308816,0.083859034,for,0.842188016,0.103008859
2846,150034,for,0.985846058,0,for,0.982273502,0.005229789,for,0.959862269,0.01425209
2847,150041,for,0.977068925,0,for,0.977967437,0,for,0.980245361,0
2848,150042,for,0.933756649,0,for,0.908572435,0,for,0.938441146,0
2849,150043,for,0.925568119,0,for,0.931987189,0,for,0.923142165,0.018227808
2850,150050,for,0.984438061,0,for,0.976957556,0,for,0.981763279,0
2851,150068,against,0.008703089,0.943889685,against,0.014647006,0.928577937,against,0.016246265,0.914291784
2852,150074,blank,0.047477741,0.175028428,blank,0.057913337,0.140016481,basedon,0.096314721,0.146862403
2853,150075,against,0.291307628,0.227508053,against,0.234685615,0.335982047,against,0.293927401,0.343537576
2854,150076,against,0.340916038,0.378183953,against,0.200950783,0.541354176,against,0.226535566,0.485273302
2855,150077,for,0.605861314,0.172210634,for,0.504232913,0.279630389,for,0.53757045,0.301757969
2856,150083,against,0.296272889,0.39276671,against,0.210881852,0.539283916,against,0.21013476,0.468291618
2857,150091,for,0.372180507,0.147359386,against,0.329162464,0.194780156,for,0.384217069,0.185126543
2858,150092,against,0.248271517,0.316640824,against,0.183080107,0.423854522,against,0.226026624,0.455175404
2859,150100,for,0.448536813,0.206964403,for,0.44139275,0.199236766,for,0.356502615,0.189985096
2860,149720,for,0.792198502,0.130265415,for,0.810671352,0.107839711,for,0.803758468,0.110335253
2861,1497711,for,0.874793649,0.03800917,for,0.786326688,0.087030753,for,0.740312096,0.106618121
2862,1497810,against,0.083406474,0.841600453,against,0.032402035,0.937693754,against,0.014116278,0.954168931
2863,149799,for,0.931089237,0.019735126,for,0.907350525,0.027961517,for,0.897096917,0.031013915
2864,149808,against,0.401386268,0.249271199,against,0.164840728,0.543960765,against,0.187127769,0.511524454
2865,149811,for,0.954717718,0.010943566,for,0.938726425,0.01735542,for,0.944520861,0.016366716
2866,149812,for,0.979620932,0,for,0.972122274,0.004182637,for,0.974387495,0.003771883
2867,149813,for,0.822405964,0,for,0.815877616,0,for,0.883491911,0
2868,149814,for,0.940996759,0.011796379,for,0.940311633,0.012393286,for,0.945561692,0.012067303
2869,149815,for,0.936423831,0,for,0.885458142,0.021032006,for,0.912092037,0.017643303
2870,149816,for,0.978454426,0.004206971,for,0.983772952,0.003322572,for,0.977314215,0.004117894
2871,149817,for,0.875206128,0,for,0.871945795,0,for,0.844605632,0
2872,1498212,for,0.948025361,0.01362641,for,0.946962737,0.013537503,for,0.949395135,0.015159016
2873,149830,for,0.934506178,0.02171698,for,0.890949495,0.040975507,for,0.899471089,0.035099272
2874,149831,for,0.93126145,0.019987755,for,0.917424336,0.019115414,for,0.915879771,0.020868549
2875,149840,for,0.920163956,0.035411738,for,0.883743167,0.06350182,for,0.878299341,0.074182265
2876,149910,for,0.283554405,0.088614605,for,0.194239527,0.119667508,basedon,0.179334745,0.220714904
2877,149922,for,0.416662574,0.158526003,against,0.33075241,0.230230153,against,0.325585313,0.200282559
2879,149980,against,0,0.882268414,against,0,0.894332439,against,0,0.907854319
2880,1502619,against,0.09659677,0.814071514,against,0.218480088,0.682046451,against,0.127629071,0.743628491
2881,1502620,for,0.589917097,0.198636234,against,0.501015231,0.225765646,against,0.388139375,0.231584921
2882,1504528,for,0.944675051,0.020709397,for,0.926649027,0.033757076,for,0.914527819,0.034819975
2883,1504529,for,0.891405478,0,for,0.859502982,0.026686791,for,0.868863009,0.022414785
2884,1504630,for,0.883695528,0,for,0.812745854,0,for,0.751032293,0
2885,1504725,for,0.831207454,0.072854392,for,0.870996322,0.048648871,for,0.860624142,0.054773718
2886,1504726,blank,0,0.208560526,blank,0,0.259916559,basedon,0.212102383,0.143764526
2887,1504827,for,0.82276164,0,for,0.7573139,0.047121566,for,0.812374726,0.036019892
2888,1505010,against,0.373526357,0.302235872,against,0.038833205,0.775953829,against,0.090906031,0.655153818
2889,1505011,for,0.9717258,0,for,0.925223839,0.017546538,for,0.934965372,0.014575185
2890,1505012,basedon,0.110687789,0.21303165,against,0.052435633,0.293997802,basedon,0.301215366,0.112287872
2891,150519,for,0.978995855,0,for,0.982063858,0,for,0.97842111,0
2892,150527,for,0.636374703,0.273900539,for,0.579805501,0.351838138,for,0.548898011,0.375415571
2893,150535,for,0.747477837,0.072478525,for,0.867496036,0,for,0.732150525,0.040526409
2894,150536,for,0.833909065,0,for,0.873590201,0,for,0.882989421,0
2895,150543,for,0.946547531,0,for,0.95119673,0,for,0.91847977,0
2896,150544,for,0.963012025,0.007030459,for,0.948733307,0.011019995,for,0.957798224,0.006233221
2897,150548,for,0.837516002,0.057536285,for,0.679958202,0.112519592,for,0.755935699,0.092790045
2898,150552,against,0.411346547,0.305393428,against,0.382551573,0.380769685,against,0.337144364,0.391937196
2899,150561,for,0.485934593,0.120064601,for,0.600096941,0.08578223,for,0.595086433,0.07767006
2900,150580,for,0.879611686,0.02967928,for,0.8866667,0.02810731,for,0.924019203,0.012272933
2901,150606,for,0.682853349,0.148001313,for,0.647650518,0.177967593,for,0.615591332,0.183974847
2902,150615,against,0.035344206,0.886571709,against,0.137336362,0.733418118,against,0.323515613,0.472137541
2903,150623,against,0,0.987416908,against,0,0.984714547,against,0,0.975461006
2904,150634,against,0.436727878,0.441590846,against,0.459977038,0.460549269,against,0.437159169,0.460263371
2905,150651,for,0.676837031,0.108637288,for,0.460135929,0.245976649,for,0.412509002,0.221575499
2906,150652,against,0.458273597,0.196614623,for,0.690132037,0.095240854,for,0.680385724,0.110486269
2907,150310,for,0.927804738,0.024645723,for,0.893073693,0.048139971,for,0.918802582,0.029909328
2908,150320,for,0.45867531,0.086586215,blank,0.412137896,0.090851873,blank,0.433701485,0.094064482
2909,150321,for,0.786310852,0.040976476,for,0.71997039,0.05854461,for,0.75774838,0.070032783
2910,150343,for,0.95242228,0.011710396,for,0.932446733,0.024378579,for,0.930815849,0.020398369
2911,150352,for,0.785098717,0.130597025,for,0.740260832,0.164605543,for,0.788989976,0.117671169
2912,150361,against,0.14436157,0.671463862,against,0.142078847,0.662799817,against,0.107485563,0.67959699
2913,150370,for,0.70279444,0.135047406,for,0.576205499,0.205861062,for,0.631345414,0.178639263
2914,150380,for,0.875589054,0.044119496,for,0.849749871,0.053604934,for,0.904686034,0.026764417
2915,150401,for,0.876609951,0.075892933,against,0.609371699,0.255706698,for,0.650054865,0.199341252
2916,150402,for,0.971277431,0.006453651,for,0.946173407,0.019416468,for,0.961318042,0.010689382
2917,150403,for,0.890169308,0.02571978,for,0.749112207,0.065538548,for,0.840673111,0.032901853
2918,151100,against,0.221696604,0.384361148,against,0.117289379,0.585776974,against,0.144043744,0.528818779
2919,1511327,against,0,0.996062803,against,0,0.995447088,against,0,0.990728515
2920,1511330,against,0,0.995758758,against,0,0.995181812,against,0,0.992160665
2921,1511331,against,0,0.965874493,against,0,0.964515984,against,0,0.965503111
2922,1511428,against,0,0.556416124,against,0,0.481759444,against,0,0.694034331
2923,1511429,against,0.158543497,0.387254797,against,0.017309902,0.90683268,against,0.136243112,0.566572681
2924,1511432,for,0.908273175,0.020811887,for,0.850584526,0.036998875,for,0.878573239,0.033225197
2925,1511433,for,0.955952298,0.011424643,for,0.934979595,0.027225183,for,0.925294906,0.028359629
2926,1511434,against,0,0.344749048,against,0.068292171,0.297336027,against,0.084381104,0.288030662
2927,1511435,against,0.452720679,0.418133028,against,0.246395852,0.610559806,against,0.26773344,0.593538508
2928,1511436,against,0,0.883674107,against,0.071691304,0.502515435,against,0.079671189,0.509910211
2929,1511437,against,0,0.859952956,against,0.171241987,0.503298283,against,0,0.610263392
2930,1511515,against,0,0.981024958,against,0,0.926993623,again,0,0.958965428
2931,1511517,against,0.135147646,0.209320754,for,0.282273374,0.134140149,for,0.277343586,0.12606664
2932,1511618,blank,0,0.344147306,blank,0.061070342,0.235975929,blank,0.057761427,0.163343426
2933,1511619,for,0.901543342,0,for,0.919327009,0,for,0.913544852,0.020355791
2934,1511622,against,0.121511556,0.262943909,blank,0.153631344,0.201235294,for,0.289321482,0.110710114
2935,1511624,for,0.765570533,0.066306859,for,0.720776059,0.065489434,for,0.672613531,0.074938282
2936,1511625,against,0,0.477081329,blank,0.274133772,0.118155442,basedon,0.101329766,0.26948195
2937,1511626,against,0,0.635671034,against,0.123612404,0.625557721,against,0,0.578728974
2938,1511723,for,0.921034805,0.040456567,for,0.949947484,0.027551327,for,0.891648315,0.056928065
2939,1511816,for,0.673785232,0.064747535,for,0.804065391,0,for,0.78137935,0
2940,1511820,against,0,0.71688734,against,0,0.689551726,against,0,0.69400974
2941,1511914,for,0.840126954,0,for,0.726565383,0,for,0.734894749,0
2942,151209,blank,0.450435359,0,blank,0.418685351,0,blank,0.420250498,0
2943,1512010,for,0.981378023,0,for,0.983442776,0,for,0.973066501,0.005209636
2944,1512011,neut,0.104129925,0.089067057,blank,0.156640846,0.123915389,for,0.764337026,0
2945,1512012,against,0.120511521,0.512947816,blank,0.514922142,0.11169415,blank,0.373524562,0.136370525
2946,1512013,against,0,0.912574425,against,0,0.789434992,against,0,0.694639623
2947,151215,for,0.955221344,0.019527301,for,0.968101621,0.012354361,for,0.951808553,0.018441848
2948,151216,against,0,0.760404229,against,0,0.625788718,against,0,0.661712203
2949,151217,against,0,0.909690924,against,0,0.91401903,against,0,0.906200789
2950,151218,against,0,0.889188394,against,0,0.81087032,against,0,0.882986203
2951,151224,for,0.53280241,0.129415601,for,0.540751874,0.142895371,for,0.53981334,0.141569391
2952,151232,against,0.382544696,0.345990524,against,0.418355472,0.359737426,against,0.327720448,0.342357256
2953,151233,against,0,0.731296897,against,0.398426175,0.309547037,against,0.066168219,0.506414719
2954,151241,against,0,0.272805184,against,0,0.391792916,against,0.050769433,0.280965537
2955,151280,against,0.10430456,0.274805903,against,0.138958871,0.390564561,against,0.073341832,0.446294777
2956,151281,against,0,0.870508641,against,0.397004537,0.436978497,against,0,0.758401614
2957,151290,for,0.688661404,0.218432099,for,0.784534127,0.136981741,for,0.70891466,0.182109103
2958,151310,basedon,0,0.177010506,basedon,0,0.159802154,basedon,0.087189481,0.10193482
2959,151320,against,0.152554385,0.392700464,against,0.108318038,0.46642483,against,0.257737897,0.295877963
2960,151121,against,0.06085163,0.311453849,against,0.075662471,0.437131107,against,0,0.372423284
2961,151122,against,0.078632489,0.218814075,against,0,0.3566745,against,0.093942463,0.312545434
2962,151123,blank,0.196779501,0.16274552,blank,0.289871223,0.08146207,for,0.320062656,0.086760506
2963,151124,blank,0.23197832,0,blank,0.396105587,0,blank,0.302749597,0
2964,151125,for,0.577228848,0,for,0.617914714,0,for,0.686087906,0
2965,150677,for,0.649034753,0.087251559,for,0.690237425,0.050890069,for,0.730756536,0
2966,150742,for,0.799229708,0.057006974,for,0.743087821,0.098533779,for,0.749570228,0.086042315
2967,150760,against,0,0.774302796,against,0.031071322,0.833444588,against,0,0.792615615
2968,150761,against,0.200768579,0.350358725,against,0.092319779,0.510666214,against,0.246210132,0.308067478
2969,1507748,against,0,0.439640805,against,0,0.449374571,against,0.105823353,0.266678125
2970,1507836,for,0.937784657,0.014902568,for,0.919392057,0.025018124,for,0.843861587,0.049224835
2971,1507842,against,0.427954346,0.381028105,against,0.378954701,0.468638025,against,0.400301792,0.396005921
2972,1507937,for,0.785085686,0.148334965,against,0.126349602,0.740439951,against,0.315765627,0.510863062
2973,1508038,for,0.462451324,0.270641476,for,0.668183446,0.107694715,for,0.623443484,0.104976296
2974,1508041,against,0,0.994161675,against,0,0.993234945,against,0,0.991158903
2975,1508043,for,0.868566662,0.033806704,for,0.7951947,0.056639429,for,0.857298434,0.044243135
2976,1508044,against,0,0.985263646,against,0,0.9885079,against,0,0.988185804
2977,1508045,against,0,0.998046804,against,0.002482196,0.991584901,against,0,0.997902058
2978,1508046,against,0,0.989675066,against,0.002156285,0.9855211,against,0,0.991184617
2979,1508135,for,0.921383686,0.052770365,for,0.873738017,0.090836585,for,0.815630842,0.127210438
2980,1508234,against,0,0.990039598,against,0,0.990813356,again,0,0.993336798
2981,1508339,against,0,0.748662323,against,0.047861826,0.753039703,against,0.064152643,0.735597365
2982,1508340,against,0.139080241,0.57228826,against,0.144177012,0.584182277,against,0.090433791,0.648869783
2983,1508347,against,0.005327842,0.976283304,against,0.036439002,0.915309347,against,0.003914358,0.983784817
2984,1508433,against,0.328815356,0.481982566,against,0.179458879,0.641278364,against,0.280508779,0.457589701
2985,1508619,against,0.087121472,0.755459432,against,0.150106817,0.670956623,against,0.132466123,0.706832677
2986,1508715,against,0,0.733310901,against,0,0.682462849,again,0,0.669830851
2987,1508716,against,0.441518888,0.174632654,against,0.403818749,0.194561318,against,0.249516308,0.210706934
2988,1508717,against,0,0.309524186,against,0,0.366294429,against,0,0.360950708
2989,1508718,against,0.077801876,0.707088005,against,0.101134561,0.688128889,against,0,0.819426939
2990,150887,for,0.951624468,0,for,0.946711823,0,for,0.946554352,0.016946534
2991,150888,for,0.768551983,0.134521604,for,0.555187501,0.309987597,for,0.669883087,0.180029735
2992,150889,for,0.93936196,0.016146222,for,0.932493731,0.020777415,for,0.95280404,0.011383295
2993,1508810,against,0,0.872194551,against,0.045265436,0.840372264,against,0,0.858790696
2994,1508811,against,0.029355526,0.887043737,against,0.017447155,0.913649343,against,0.017970566,0.903903253
2995,1508812,for,0.64913122,0.20082882,for,0.649141155,0.234460004,for,0.55184152,0.28968652
2996,1508813,against,0,0.502763808,against,0.081276022,0.351787344,against,0.080098696,0.308734536
2997,1508814,for,0.976790751,0,for,0.970525372,0,for,0.971273624,0
2998,150896,for,0.958904281,0.008536601,for,0.929660752,0.019769104,for,0.932445206,0.019699698
2999,150905,blank,0.399661928,0.122501679,blank,0.330746077,0.159159824,for,0.375592202,0.132094502
3000,150914,against,0,0.729311347,against,0.127153449,0.442477904,against,0,0.819120467
3001,150923,against,0,0.858696505,against,0,0.86139746,against,0,0.854127165
3002,150932,for,0.501574144,0.16176419,for,0.552990451,0.12626192,for,0.570722423,0.126211852
3003,150941,for,0.870131105,0.038413368,for,0.828127135,0.079035915,for,0.795832485,0.083850473
3004,150960,for,0.507944278,0.292282104,against,0.353876438,0.464899056,against,0.376635671,0.434900153
3005,150970,for,0.477991588,0.194891796,against,0.206192791,0.411564276,for,0.316678159,0.283065647
3006,150971,for,0.604052991,0.127119333,for,0.503857121,0.196630374,against,0.413635261,0.23969394
3007,150980,against,0.150447369,0.63200511,against,0.395460717,0.391743623,against,0.3336749,0.429531686
3008,150981,for,0.468239032,0.17013599,for,0.547132187,0.099814802,for,0.450517133,0.145919442
3009,150982,for,0.718020368,0,for,0.567874216,0,for,0.526136179,0
3010,150983,against,0,0.967487186,against,0,0.986840837,against,0,0.867173046
3011,150984,for,0.505348571,0.177480265,for,0.556416608,0.153973922,for,0.578247271,0.104580529
3012,151080,for,0.973661087,0.007223802,for,0.970078658,0.009516546,for,0.97536264,0.006538785
3013,15137133,blank,0.409576192,0.111841857,against,0,0.603454404,against,0.078048185,0.376561418
3014,15137200,for,0.564676665,0.111922711,for,0.340678662,0.269931599,for,0.427199006,0.258435771
3015,15137201,against,0,0.968887627,against,0,0.969011396,against,0,0.958204195
3016,15138129,for,0.894884966,0.039541505,for,0.863183357,0.058355428,for,0.848599255,0.061547369
3017,15138142,blank,0.078250661,0.26625935,blank,0.216322988,0.141325071,blank,0.109137058,0.193465047
3018,15138165,for,0.940993302,0.010625653,for,0.900040373,0.032806799,for,0.897254683,0.027381806
3019,15138172,for,0.403867468,0.133572072,against,0,0.706778228,again,0,0.545003667
3020,15138176,for,0.548290838,0.14498955,against,0.278628558,0.250590056,against,0.319206126,0.197058484
3021,15138191,for,0.819759578,0,for,0.801194847,0,for,0.805825155,0
3022,15139130,against,0,0.740130469,against,0,0.618333168,against,0,0.836770058
3023,15139170,against,0.161592782,0.457670648,against,0.157738999,0.470345587,against,0.185008831,0.404764645
3024,15139202,against,0.1890646,0.327284306,against,0.062101636,0.471460104,against,0.118948661,0.442519791
3025,15141193,for,0.940997161,0.018821331,for,0.836950898,0.08558923,for,0.896752022,0.041347999
3026,15142136,for,0.883761145,0,for,0.835099686,0,for,0.855475504,0
3027,15144154,for,0.906086445,0.029304883,against,0.37536484,0.503270127,for,0.681089722,0.184023812
3028,15144156,for,0.770051539,0,for,0.718485884,0,for,0.786718927,0.035630729
3029,15144179,for,0.983944652,0,for,0.98319571,0,for,0.98436694,0
3030,15144180,blank,0.229333431,0.231360316,blank,0.397856146,0.169340774,blank,0.23028395,0.145405367
3031,15144181,for,0.933697075,0,for,0.897201903,0,for,0.827293582,0
3032,15144190,for,0.946026012,0.015091966,for,0.656970859,0.226879723,for,0.70124647,0.180993959
3033,15145160,for,0.663551331,0.164355755,for,0.647534359,0.182520509,for,0.696597077,0.140547678
3034,15145194,for,0.971219111,0.005423194,for,0.901194172,0.054070611,for,0.854780048,0.079190858
3035,15148240,against,0,0.236616835,against,0,0.330975853,blank,0,0.23204983
3036,15149127,for,0.788828261,0.082082011,for,0.668352924,0.162521586,for,0.700241953,0.131292775
3037,15149241,for,0.831393883,0.096092194,for,0.713469941,0.19384861,for,0.610644318,0.243813917
3038,15150246,for,0.901393652,0,for,0.848517768,0,for,0.835662171,0
3039,15151248,against,0.279765241,0.486845702,against,0.285527363,0.491662107,against,0.159569733,0.578785941
3040,15152245,against,0.115249522,0.245896831,against,0.089945346,0.374878332,against,0.159608647,0.283371605
3041,15152249,for,0.587415263,0.216162384,for,0.573343672,0.237691209,for,0.837718025,0.067598946
3042,15153125,for,0.664850779,0.105307706,for,0.663136326,0.125993118,for,0.628096215,0.108983018
3043,15154252,against,0,0.368246943,against,0,0.48770738,against,0,0.585947424
3044,15155243,for,0.965535833,0,for,0.969865844,0,for,0.962993886,0
3045,15155244,against,0.05342593,0.828968301,against,0.006142819,0.977409266,against,0.038042463,0.867004223
3046,15155247,for,0.802369021,0,for,0.731037736,0,for,0.637473993,0
3047,15156250,for,0.985295897,0,for,0.986031275,0,for,0.986197357,0
3048,15156251,for,0.706924416,0,for,0.555601195,0.11339765,for,0.427941434,0.138252616
3049,151592,for,0.610640705,0,for,0.730858628,0,for,0.709408194,0
3050,151593,for,0.655199155,0.209241793,against,0.402078602,0.412992854,against,0.431980155,0.371216025
3051,151595,for,0.4003876,0,basedon,0.249250852,0.092451975,for,0.35048496,0.077231757
3052,151597,for,0.948821396,0.010345306,for,0.950917937,0.010422154,for,0.947174013,0.010171623
3053,151599,for,0.885418341,0.038913231,for,0.930622682,0.017574286,for,0.922223859,0.017085165
3054,1515910,for,0.673721492,0,for,0.505919266,0.062650137,for,0.483786024,0.061248723
3055,1515911,for,0.933969907,0,for,0.939240515,0,for,0.957067605,0.007245508
3056,15159204,for,0.958710179,0.012797851,for,0.943470545,0.021174978,for,0.951419733,0.015449872
3057,151608,for,0.756300502,0.107105397,for,0.713215798,0.119486772,for,0.722903762,0.149702728
3058,151614,against,0.382415973,0.429236442,against,0.236509806,0.609941773,against,0.230629794,0.583719861
3059,151626,for,0.569823831,0.100850515,for,0.582889922,0.100983962,for,0.711191915,0.07800623
3060,15164209,for,0.96273417,0,for,0.958184943,0,for,0.930691518,0.018151555
3061,15164220,for,0.934275694,0,for,0.921710312,0,for,0.947343081,0.007493335
3062,15164221,against,0,0.940386467,against,0,0.95746965,again,0,0.911195323
3063,15164232,against,0.069976375,0.758470528,against,0.343311019,0.477952115,against,0.317821454,0.436766546
3064,15165206,for,0.95179458,0.011116494,for,0.927632947,0.024430465,for,0.925843336,0.02314871
3065,15165223,against,0,0.349132255,against,0.166634947,0.314798735,blank,0.191873506,0.162866041
3066,15165224,for,0.628158331,0.104647025,for,0.458811186,0.185559288,for,0.395821698,0.19588995
3067,15165227,for,0.760284264,0.169441983,for,0.760750873,0.175243333,for,0.795300864,0.125031754
3068,15165233,for,0.589186512,0.177861899,against,0.537604641,0.233571097,for,0.621038824,0.176692083
3069,15166211,against,0.074224338,0.703099597,for,0.707423158,0.143359452,for,0.616914511,0.137932494
3070,15166236,against,0.399555512,0.434679288,against,0.289122321,0.533962537,against,0.246950679,0.548079938
3071,15166238,against,0,0.716837596,against,0,0.542293273,against,0,0.507977188
3072,15167228,for,0.6529999,0.199438855,against,0.46459965,0.355888139,against,0.251611628,0.538458671
3073,15168212,for,0.93126028,0.026967809,for,0.90634419,0.042675924,for,0.915285237,0.034018718
3074,15168216,blank,0.055086419,0.071287118,blank,0.077599049,0.062352583,blank,0.126447547,0.068744585
3075,15168217,blank,0.325418644,0.047565363,blank,0.44888407,0,for,0.502776697,0
3076,15168231,against,0.475556038,0.337743126,against,0.391174298,0.44262065,against,0.371796422,0.440921403
3077,15169215,for,0.589105718,0,for,0.644074187,0,for,0.759736091,0
3078,15169229,for,0.531174935,0,for,0.444172017,0,for,0.528698891,0
3079,15170214,for,0.652322739,0.212998047,for,0.618050039,0.235563543,for,0.668434754,0.175643876
3080,15170234,for,0.482195824,0.124592774,for,0.398558475,0.159200028,against,0.366486117,0.16091378
3081,15171219,against,0,0.443534665,against,0.074499294,0.460244209,against,0,0.570779584
3082,15172230,against,0.262148134,0.280187875,against,0.252415895,0.364588171,against,0.176205203,0.338646509
