,id,Llama3-instruct_A_vote,Llama3-instruct_A_for_prob,Llama3-instruct_A_against_prob,Llama3-instruct_H_vote,Llama3-instruct_H_for_prob,Llama3-instruct_H_against_prob,Llama3-instruct_Sp_vote,Llama3-instruct_Sp_for_prob,Llama3-instruct_Sp_against_prob,Llama3-instruct_FrP_vote,Llama3-instruct_FrP_for_prob,Llama3-instruct_FrP_against_prob,Llama3-instruct_KrF_vote,Llama3-instruct_KrF_for_prob,Llama3-instruct_KrF_against_prob,Llama3-instruct_MDG_vote,Llama3-instruct_MDG_for_prob,Llama3-instruct_MDG_against_prob,Llama3-instruct_SV_vote,Llama3-instruct_SV_for_prob,Llama3-instruct_SV_against_prob,Llama3-instruct_V_vote,Llama3-instruct_V_for_prob,Llama3-instruct_V_against_prob,Llama3-instruct_R_vote,Llama3-instruct_R_for_prob,Llama3-instruct_R_against_prob
3087,15175222,for,0.757307824678719,0.2300724908709526,for,0.7307542879134417,0.25136823393404484,for,0.7649700175970793,0.22107952646911144,for,0.6660275273025036,0.31696145236492157,for,0.8156723286956549,0.1726785246282816,for,0.8864319371059537,0.10200185235589743,for,0.8384737810119987,0.14759777393192053,for,0.8179925195872784,0.1692659892141819,for,0.7487347591668367,0.23752575926482677
3088,15175225,for,0.7427755072712898,0.23311693780124187,for,0.6795833222568035,0.2924543619155884,for,0.775580333545804,0.20521143730729818,for,0.6459262520074844,0.3250651955604553,for,0.7204412808641791,0.2509985137730837,for,0.7588726594112813,0.20939589478075504,for,0.7606459353119135,0.20978624187409878,for,0.7697915639728308,0.20725505705922842,for,0.7312093339860439,0.24346147011965513
3089,15175226,for,0.8991487501189113,0.0856228950433433,for,0.8979870174080133,0.09186949278227985,for,0.916308790910989,0.07116157189011574,for,0.8293470051139593,0.1550578624010086,for,0.8995480928570032,0.0799379968084395,for,0.8828982268460095,0.09767792001366615,for,0.9008684884756804,0.08212481439113617,for,0.9375828821212053,0.0524520268663764,for,0.8961580954492092,0.09253124753013253
3090,151760,for,0.772851949557662,0.20795729011297226,for,0.731907669454813,0.24444148503243923,for,0.8126521464437246,0.17198252025991678,for,0.6852656845003366,0.29041050374507904,for,0.764433128759265,0.21618721820414066,for,0.8278867183253169,0.15353294368833303,for,0.7708012610673904,0.2072509080171585,for,0.7943380624055862,0.18777788151055574,for,0.7601789645850658,0.22245235927402973
3091,151770,mot,0.5810939054936171,0.37939031049609184,mot,0.567900363355875,0.39208198338747025,for,0.6583283543586731,0.3120179660618305,mot,0.4567765463143587,0.4920265730470419,for,0.6165367793291807,0.3503593970090151,for,0.6182858627289534,0.34894006326794624,for,0.6273560989648104,0.33398350700736046,for,0.6920132301747799,0.27854463923722506,for,0.6249641068279743,0.3450442086905241
3092,151771,mot,0.5989653766155243,0.36943716928362846,for,0.6018743216991425,0.36872296407818794,for,0.7165100993588567,0.26327627897262573,mot,0.44619704596698284,0.5076049733906984,for,0.6307282531633973,0.33915545605123043,for,0.6610772758722305,0.31370777264237404,for,0.694260623306036,0.27533216029405594,for,0.7578979954123497,0.2213212102651596,for,0.6664753798395395,0.31158209685236216
3093,151782,mot,0.17826680094003677,0.7582164108753204,mot,0.2222619690001011,0.714074045419693,mot,0.26881352066993713,0.6724827513098717,mot,0.10749924182891846,0.8363330960273743,mot,0.1829996034502983,0.7492980696260929,mot,0.17298097163438797,0.7387218028306961,mot,0.22266916185617447,0.7056454345583916,mot,0.38778888061642647,0.5353812128305435,mot,0.376829432323575,0.5353823304176331
3094,151783,mot,0.10037023201584816,0.8442821353673935,mot,0.014338147826492786,0.9345419388264418,mot,0.13127745687961578,0.8175992332398891,mot,0.0068390765227377415,0.9340030588209629,mot,0.10485061630606651,0.8265869542956352,mot,0.052790554240345955,0.853346936404705,mot,0.11387684568762779,0.8202694095671177,mot,0.16452901810407639,0.7227471247315407,mot,0.10899509489536285,0.7970640379935503
3095,151784,mot,0.5520695559680462,0.40568259730935097,mot,0.5814318098127842,0.38321936689317226,mot,0.6066271960735321,0.3620126508176327,mot,0.39662291668355465,0.5468942150473595,mot,0.5334674157202244,0.41897745430469513,mot,0.5171871520578861,0.439801637083292,for,0.5788094364106655,0.37645408883690834,for,0.6759835630655289,0.2950101438909769,mot,0.5829051919281483,0.38022793643176556
3096,152053,mot,0.27284776233136654,0.67636539041996,mot,0.12060978263616562,0.8268653154373169,mot,0.22450260911136866,0.7219348791986704,mot,0.08744562789797783,0.866802635602653,mot,0.12986212223768234,0.7953591160476208,mot,0.27806656807661057,0.6531253643333912,mot,0.48782661743462086,0.4616332668811083,mot,0.3552853800356388,0.5923913661390543,mot,0.3168494552373886,0.6283782627433538
3097,152054,mot,0.5393258733674884,0.43840470910072327,mot,0.5207404550164938,0.4564870335161686,mot,0.5795611692592502,0.40087200701236725,mot,0.446578374132514,0.5271087046712637,mot,0.5132652698084712,0.4586493596434593,for,0.6847980092279613,0.2931651845574379,for,0.6705026011914015,0.3062021713703871,for,0.6604834850877523,0.32134196255356073,for,0.6320795780047774,0.3498915731906891
3098,152071,for,0.7166409566998482,0.2635111976414919,mot,0.5899432078003883,0.3825605195015669,for,0.7284437250345945,0.25420100800693035,mot,0.6278845872730017,0.3506763279438019,for,0.697404133155942,0.2825038246810436,for,0.7490333137102425,0.23044029623270035,for,0.7636693213135004,0.21389234252274036,for,0.7679719291627407,0.21590816136449575,for,0.7071592770516872,0.27731695026159286
3099,152072,mot,0.4277385799214244,0.5352856516838074,mot,0.19545847922563553,0.7602053433656693,mot,0.39551665633916855,0.5671284347772598,mot,0.14350293576717377,0.8166224248707294,mot,0.27492938935756683,0.676779787056148,mot,0.5798580371774733,0.3921077251434326,for,0.5925036706030369,0.377583310008049,mot,0.5440450385212898,0.4223408065736294,mot,0.5226148255169392,0.4478457272052765
3100,152030,mot,0.2858365997672081,0.6437821500003338,mot,0.2809538468718529,0.6587740704417229,mot,0.37463656812906265,0.5615527648478746,mot,0.2643190361559391,0.6615161038935184,mot,0.3026259168982506,0.615221556276083,mot,0.4061120692640543,0.5284085404127836,mot,0.40360328927636147,0.5090696532279253,mot,0.43352940678596497,0.4988040905445814,mot,0.38023409619927406,0.5548053868114948
3101,152040,mot,0.5215517450124025,0.4444076009094715,mot,0.4709754250943661,0.4887463888153434,mot,0.5902452357113361,0.3793827798217535,mot,0.41977578960359097,0.5421167872846127,mot,0.52874262817204,0.43359178863465786,for,0.661532623693347,0.31070103868842125,for,0.6345700342208147,0.33442958630621433,for,0.6494004316627979,0.3219308052212,for,0.6113448422402143,0.3607902526855469
3102,152091,for,0.8593543935567141,0.12019466236233711,for,0.7908127047121525,0.18755666352808475,for,0.8740528905764222,0.10921467142179608,for,0.7484904583543539,0.21992202661931515,for,0.8429606752470136,0.12670098338276148,for,0.9243034105747938,0.04530566558241844,for,0.875797713175416,0.09503438230603933,for,0.8678734712302685,0.1128761200234294,for,0.8696194319054484,0.11385595332831144
3103,152102,for,0.8550824886187911,0.12830230500549078,for,0.8162536583840847,0.16687881015241146,for,0.884149051271379,0.10066007543355227,for,0.7506744246929884,0.22996265161782503,for,0.8582392446696758,0.12031596153974533,for,0.9328012270852923,0.05076279165223241,for,0.9040214102715254,0.07999101560562849,for,0.8834205642342567,0.10239047463983297,for,0.8533785026520491,0.13194101722911
3104,152121,mot,0.5867098150774837,0.3890915457159281,mot,0.39214714895933867,0.5739142391830683,mot,0.583185856230557,0.3934794459491968,mot,0.3358553145080805,0.6272200308740139,mot,0.47041735146194696,0.49471659772098064,mot,0.46798661118373275,0.4949880875647068,for,0.6177913332358003,0.3509326074272394,mot,0.5948018115013838,0.38053193781524897,mot,0.5220831958577037,0.45080108381807804
3105,152122,mot,0.6073100576177239,0.3677632510662079,mot,0.5012060180306435,0.4669331545010209,mot,0.6194438887760043,0.3576979711651802,mot,0.4597614845260978,0.508007749915123,mot,0.5667386283166707,0.40228530392050743,for,0.6333110905252397,0.3388905134052038,for,0.6766254613175988,0.2950111273676157,for,0.667094923555851,0.3089515781030059,for,0.6316700633615255,0.3453077767044306
3106,152141,for,0.7534488067030907,0.23026958666741848,for,0.7782790940254927,0.20485716219991446,for,0.8439350491389632,0.14254785049706697,for,0.7322724796831608,0.2502135233953595,for,0.7676247637718916,0.2142523005604744,for,0.7960198633372784,0.18439270555973053,for,0.8528761742636561,0.12948490399867296,for,0.8578809145838022,0.12925464287400246,for,0.7859149696305394,0.20008741645142436
3107,152152,mot,0.6277701482176781,0.3500739373266697,mot,0.5590261518955231,0.4123379457741976,mot,0.6339532872661948,0.34409052692353725,mot,0.507241865620017,0.46436039730906487,mot,0.5953509360551834,0.3801784571260214,for,0.6925904252566397,0.2856516856700182,for,0.691343673504889,0.2873858045786619,for,0.6715791318565607,0.30657424312084913,for,0.6075201202183962,0.3692668071016669
3108,152163,mot,0.10249476507306099,0.8115264847874641,mot,0.016051342710852623,0.9253162145614624,mot,0.08677928522229195,0.8415009826421738,mot,0.04614250920712948,0.8745905384421349,mot,0.13034619390964508,0.7722003683447838,mot,0.4183490127325058,0.502132423222065,mot,0.41144233476370573,0.5195266976952553,mot,0.1973341479897499,0.6930228807032108,mot,0.2726800739765167,0.6387670934200287
3109,151826,mot,0.46456889621913433,0.49240364879369736,mot,0.4225261602550745,0.5378086809068918,mot,0.5137250497937202,0.45348168909549713,mot,0.24120895564556122,0.7053532022982836,mot,0.4485919876024127,0.5045245811343193,for,0.6094113122671843,0.36105533316731453,mot,0.5710306335240602,0.39480995759367943,for,0.6507917791604996,0.3220239281654358,mot,0.5662003196775913,0.3973317053169012
3110,151837,for,0.7707238160073757,0.20804388262331486,for,0.6872110441327095,0.28476565331220627,for,0.8469290742650628,0.13615800719708204,mot,0.5094310967251658,0.4542846865952015,for,0.714226309210062,0.25751572847366333,for,0.8679155572317541,0.10819191951304674,for,0.8717230772599578,0.10686871036887169,for,0.8683829177170992,0.11605892516672611,for,0.8064210489392281,0.17339773289859295
3111,151845,for,0.8905839370563626,0.08846916304901242,for,0.6784004084765911,0.29184336587786674,for,0.8036111313849688,0.17545085866004229,mot,0.560001514852047,0.4010314755141735,for,0.8243523230776191,0.14540871046483517,for,0.8786002388224006,0.08828861638903618,for,0.8654531575739384,0.10510050039738417,for,0.8620064631104469,0.1185459760017693,for,0.8133192099630833,0.16441671270877123
3112,151851,mot,0.0,0.9684815099462867,mot,0.0046253209002316,0.9631743654608727,mot,0.005627981387078762,0.9607814624905586,mot,0.00334567716345191,0.9624983221292496,mot,0.007416417356580496,0.9467523619532585,mot,0.011554613709449768,0.9111245144158602,mot,0.01059301570057869,0.9369812272489071,mot,0.021901026368141174,0.8984001688659191,mot,0.012196493335068226,0.9138828907161951
3113,151852,mot,0.011337602511048317,0.9369161315262318,mot,0.006449935492128134,0.9570996481925249,mot,0.05398480407893658,0.907969469204545,mot,0.010869599878787994,0.9366182237863541,mot,0.04705673083662987,0.884037297219038,mot,0.007345027290284634,0.919325303286314,mot,0.013488571159541607,0.9232130721211433,mot,0.08351263031363487,0.8279511630535126,mot,0.005120742600411177,0.9179198797792196
3114,151853,mot,0.4191710939630866,0.5509715508669615,mot,0.2654327340424061,0.6919208653271198,mot,0.3695340072736144,0.5971526652574539,mot,0.20167682319879532,0.7615456022322178,mot,0.3338690740056336,0.624492172151804,mot,0.5212718565016985,0.448809240013361,mot,0.5210896944627166,0.4452041760087013,mot,0.511267775669694,0.45615227334201336,mot,0.5138674722984433,0.45812414307147264
3115,151854,mot,0.26513223350048065,0.6861735824495554,mot,0.10265601426362991,0.8552314378321171,mot,0.39335882663726807,0.5656001139432192,mot,0.010798449628055096,0.9309411235153675,mot,0.2469640001654625,0.7026071511209011,mot,0.3093038350343704,0.6273541152477264,mot,0.4081926457583904,0.539810050278902,mot,0.4259118475019932,0.5175275262445211,mot,0.29655125737190247,0.6332095935940742
3116,151913,mot,0.03927754610776901,0.9132770486176014,mot,0.04698812961578369,0.9086441900581121,mot,0.06174563802778721,0.8949674498289824,mot,0.06402067095041275,0.8901243079453707,mot,0.07942839711904526,0.864469151943922,mot,0.09701573476195335,0.833831537514925,mot,0.11767599359154701,0.8140318468213081,mot,0.18811491876840591,0.7328420579433441,mot,0.15414362773299217,0.7720750793814659
3117,151921,for,0.6471532769501209,0.33188215270638466,mot,0.515277311205864,0.4550620596855879,for,0.6631183223798871,0.317012844607234,mot,0.44596464931964874,0.5221453718841076,mot,0.5951157249510288,0.37795103900134563,for,0.7166133159771562,0.26338996179401875,for,0.7091960441321135,0.267412131652236,for,0.7306020986288786,0.25180100090801716,for,0.6636309204623103,0.31751411221921444
3118,151922,mot,0.18362830579280853,0.7662633378058672,mot,0.05419379845261574,0.8985566813498735,mot,0.11733772605657578,0.835641548037529,mot,0.016461892053484917,0.9248966164886951,mot,0.09005936980247498,0.8478298839181662,mot,0.09852421656250954,0.8124753087759018,mot,0.14253941178321838,0.7930619977414608,mot,0.2967664487659931,0.6434784214943647,mot,0.17543046921491623,0.7431679423898458
3119,151950,mot,0.18851590156555176,0.7565478887408972,mot,0.12329993396997452,0.8255418837070465,mot,0.20865363627672195,0.7397841569036245,mot,0.1494859755039215,0.7940452974289656,mot,0.2801060825586319,0.6588873453438282,mot,0.5318630030378699,0.4228620156645775,mot,0.4148513674736023,0.5158164650201797,mot,0.24696212261915207,0.6369286514818668,mot,0.20494502037763596,0.6911804173141718
3120,151951,mot,0.3515357356518507,0.6078901086002588,mot,0.3193849343806505,0.6410659439861774,mot,0.3048721253871918,0.6592015577480197,mot,0.26857180893421173,0.6877577481791377,mot,0.25627733767032623,0.6961218481883407,mot,0.22559358924627304,0.7192149423062801,mot,0.3225625455379486,0.6232235766947269,mot,0.45992904528975487,0.5062795858830214,mot,0.21293038967996836,0.7441006489098072
3121,152186,mot,0.10413481667637825,0.8486438412219286,mot,0.05392285995185375,0.9036636482924223,mot,0.12069431319832802,0.8335485998541117,mot,0.017547883093357086,0.9237086828798056,mot,0.07448754087090492,0.8497688099741936,mot,0.1066642701625824,0.8131165057420731,mot,0.17260698229074478,0.7623074194416404,mot,0.1673038825392723,0.7360527813434601,mot,0.13729781284928322,0.7764534465968609
3122,152187,mot,0.16261209547519684,0.7897197790443897,mot,0.0584065243601799,0.8996738642454147,mot,0.13876976072788239,0.8145781075581908,mot,0.019144002348184586,0.9195091081783175,mot,0.08921021595597267,0.836208887398243,mot,0.1551203727722168,0.7681886032223701,mot,0.20572347193956375,0.731616978533566,mot,0.20950528234243393,0.7002104315906763,mot,0.16547299921512604,0.7508830968290567
3123,152188,mot,0.6189099214971066,0.351329131051898,mot,0.5803543664515018,0.38390922266989946,for,0.6473189406096935,0.3264540173113346,mot,0.43257965333759785,0.5191623233258724,mot,0.569301082752645,0.3940768875181675,mot,0.6011759955435991,0.3619533497840166,for,0.6243244428187609,0.3361482694745064,for,0.6655117683112621,0.30498137325048447,for,0.6324908072128892,0.33930646628141403
3124,152191,mot,0.36353718489408493,0.5701787136495113,mot,0.3321314565837383,0.6188906338065863,mot,0.418756328523159,0.5358194913715124,mot,0.1573256067931652,0.7769250050187111,mot,0.31231542583554983,0.6172530725598335,mot,0.44706156104803085,0.49582311883568764,mot,0.4165449235588312,0.5195796675980091,mot,0.5200958549976349,0.4331827610731125,mot,0.4268185831606388,0.5204479396343231
3125,152193,mot,0.37767452746629715,0.5734226163476706,mot,0.30996471643447876,0.6356733478605747,mot,0.45568501483649015,0.5042986553162336,mot,0.22779785096645355,0.723572252318263,mot,0.3263387382030487,0.6200624732300639,mot,0.1094273254275322,0.7850140929222107,mot,0.3388016354292631,0.591033685952425,mot,0.5390639640390873,0.42180929332971573,mot,0.32555900514125824,0.6047517266124487
3126,152194,mot,0.25293291360139847,0.6836287695914507,mot,0.2023831233382225,0.7504785358905792,mot,0.39104506466537714,0.5643991567194462,mot,0.13016904145479202,0.8227725438773632,mot,0.24182268977165222,0.6908033760264516,mot,0.11611140891909599,0.8139562159776688,mot,0.3083673417568207,0.627588564530015,mot,0.4547687731683254,0.49664256535470486,mot,0.3328491263091564,0.6132468581199646
3127,152195,for,0.7156438138335943,0.2614194490015507,for,0.6588078886270523,0.31291398545727134,for,0.7461617803201079,0.23304986860603094,for,0.6161765996366739,0.35281221475452185,for,0.7121171252802014,0.26006631925702095,for,0.6980824479833245,0.2714847959578037,for,0.740447485819459,0.22857796121388674,for,0.7119327411055565,0.2606231989338994,for,0.6667379662394524,0.3073493670672178
3128,152200,mot,0.553374731913209,0.41372175142169,mot,0.4148646146059036,0.5425079725682735,mot,0.6064159423112869,0.36375680193305016,mot,0.30474162101745605,0.6437135506421328,mot,0.5480501241981983,0.41478487476706505,for,0.6879404159262776,0.28645122796297073,for,0.6348322331905365,0.3332607261836529,for,0.6236911155283451,0.34484483674168587,for,0.6139475293457508,0.3586255479604006
3129,152221,for,0.7533290572464466,0.23095637373626232,for,0.7046724632382393,0.27653617784380913,for,0.7994032856076956,0.18644797708839178,for,0.6536995284259319,0.3265652675181627,for,0.7310747895389795,0.2502731252461672,for,0.7857971568591893,0.19607272744178772,for,0.8022747356444597,0.17993435636162758,for,0.7960979845374823,0.19020237773656845,for,0.7434190409258008,0.24131865799427032
3130,152222,for,0.9270463231950998,0.06351748574525118,for,0.9668547473847866,0.02735166798811406,for,0.9623644836246967,0.030060350545682013,for,0.9012424880638719,0.08934975834563375,for,0.9241418559104204,0.06391101842746139,for,0.9821218843571842,0.007702403236180544,for,0.9694346394389868,0.02130122110247612,for,0.9795497804880142,0.014200983569025993,for,0.974816208705306,0.01924045936902985
3131,152223,for,0.8041282221674919,0.1777848433703184,for,0.7953125238418579,0.1885512345470488,for,0.8489205092191696,0.13695124024525285,for,0.7718083970248699,0.20922197215259075,for,0.8456316739320755,0.13668783102184534,for,0.8727449178695679,0.1101068090647459,for,0.8402117677032948,0.1413696315139532,for,0.8398369960486889,0.1458936664275825,for,0.8003375977277756,0.1867783018387854
3132,152224,for,0.6184240821748972,0.349867045879364,mot,0.5321298204362392,0.42999743949621916,for,0.6301571596413851,0.33950947038829327,mot,0.4406832605600357,0.5122134629637003,mot,0.5786888366565108,0.3828985132277012,for,0.6605390487238765,0.3046566303819418,for,0.6573382839560509,0.30454301834106445,for,0.663493424654007,0.3041484197601676,for,0.6468663681298494,0.3238744232803583
3133,152254,mot,0.08955302089452744,0.8537461869418621,mot,0.030136805959045887,0.9261688776314259,mot,0.047034380957484245,0.9035173300653696,mot,0.01221607904881239,0.9311149977147579,mot,0.050448643043637276,0.8598469085991383,mot,0.054274145513772964,0.8406401909887791,mot,0.10238537564873695,0.8216265048831701,mot,0.08630136027932167,0.8393571209162474,mot,0.11259261146187782,0.7963292114436626
3134,152255,for,0.8807719754986465,0.10796812269836664,for,0.7900083549320698,0.19949676375836134,for,0.8654380701482296,0.12430903315544128,for,0.6897730249911547,0.294455224648118,for,0.8019305365160108,0.1807946991175413,for,0.829902901314199,0.1534743309020996,for,0.8603688627481461,0.12446951027959585,for,0.8800037810578942,0.11124634556472301,for,0.8562769745476544,0.13434278778731823
3135,152256,mot,0.043615853413939476,0.9066608585417271,mot,0.0175347700715065,0.9269784204661846,mot,0.0635952278971672,0.8951735403388739,mot,0.03676487132906914,0.8839555494487286,mot,0.08658210188150406,0.8268947079777718,mot,0.08709969371557236,0.810888484120369,mot,0.11162769421935081,0.7975695803761482,mot,0.1456274390220642,0.7486371025443077,mot,0.07214698567986488,0.8260155506432056
3136,152263,for,0.7245410429313779,0.2545664068311453,for,0.7055897563695908,0.274005607701838,for,0.7392515921965241,0.24151969328522682,mot,0.573490047827363,0.39087674394249916,for,0.6900526201352477,0.2825712915509939,for,0.724970942363143,0.24631903506815434,for,0.7217920832335949,0.24835998006165028,for,0.7757611609995365,0.20567802246659994,for,0.7296732943505049,0.25022765807807446
3137,152272,for,0.8144993474707007,0.16408737283200026,for,0.7310687080025673,0.24240251071751118,for,0.7805527346208692,0.1969397198408842,for,0.6534565426409245,0.3141990080475807,for,0.8126992732286453,0.1657204870134592,for,0.8763076025061309,0.10391382500529289,for,0.8767780754715204,0.10546677652746439,for,0.8341864515095949,0.14632621686905622,for,0.8408580394461751,0.14092767145484686
3138,152281,mot,0.5465733930468559,0.4202031623572111,mot,0.10153838247060776,0.8495492786169052,mot,0.26655256748199463,0.680873348377645,mot,0.014103936031460762,0.9256910104304552,mot,0.15352115035057068,0.7795561701059341,mot,0.5976643254980445,0.37101919017732143,for,0.6336984280496836,0.3343850001692772,mot,0.591827467083931,0.37529165484011173,mot,0.5383394751697779,0.4270671922713518
3139,152720,mot,0.35043102130293846,0.6061355527490377,mot,0.32222775369882584,0.6374420933425426,mot,0.46374526619911194,0.5022162161767483,mot,0.26571154594421387,0.6916895732283592,mot,0.45618870109319687,0.5081599596887827,mot,0.5502401068806648,0.41815416887402534,mot,0.5272225718945265,0.43938237987458706,for,0.6184038929641247,0.3549308869987726,mot,0.5529747661203146,0.41959048714488745
3140,152754,mot,0.5394281717017293,0.4371983800083399,mot,0.39755441807210445,0.5755905695259571,mot,0.553231100551784,0.42631299514323473,mot,0.3280406892299652,0.6354107409715652,mot,0.4990521101281047,0.47281299345195293,mot,0.44203244615346193,0.5263872370123863,mot,0.5552966501563787,0.4164501316845417,mot,0.5857866071164608,0.39045268204063177,mot,0.5144276823848486,0.4628279469907284
3141,152765,for,0.6582887247204781,0.31077889911830425,mot,0.5200326815247536,0.44379800744354725,for,0.6589043140411377,0.31547340005636215,mot,0.542316846549511,0.42238161712884903,for,0.6756479628384113,0.29610401578247547,for,0.6755802910774946,0.29538674280047417,for,0.7041134499013424,0.2635028902441263,for,0.7098295390605927,0.26725391298532486,for,0.6244161203503609,0.34924995340406895
3142,152947,mot,0.38527820631861687,0.5591119956225157,mot,0.25354614295065403,0.6952197626233101,mot,0.4746816176921129,0.48573892563581467,mot,0.3096966128796339,0.627546614035964,mot,0.4349207263439894,0.5110021512955427,mot,0.19825384765863419,0.7061822414398193,mot,0.5297045651823282,0.4169842377305031,mot,0.5412552654743195,0.4157851645722985,mot,0.5342012885957956,0.425893597304821
3143,152948,mot,0.607828501611948,0.3579490315169096,mot,0.5661019943654537,0.39588778279721737,for,0.6590374391525984,0.3100641965866089,mot,0.44523761235177517,0.5129371620714664,mot,0.6028211209923029,0.3623398430645466,for,0.6742332177236676,0.29186989180743694,for,0.6672590188682079,0.2978054117411375,for,0.7130852416157722,0.2557677198201418,for,0.6339435130357742,0.32748937606811523
3144,152951,mot,0.5338858272880316,0.43153333850204945,mot,0.2881808988749981,0.669708576053381,for,0.6370292026549578,0.3391516525298357,mot,0.29952728748321533,0.6557813994586468,mot,0.5263339728116989,0.4372327961027622,for,0.6956741334870458,0.2820311114192009,for,0.6388922818005085,0.3295096270740032,mot,0.5458183437585831,0.41381881199777126,mot,0.534990644082427,0.4359715599566698
3145,152952,for,0.6651232112199068,0.30811941623687744,mot,0.3737955689430237,0.5852837786078453,mot,0.5221949797123671,0.4472942743450403,mot,0.3323258236050606,0.6177731845527887,mot,0.5389600619673729,0.42124561965465546,for,0.7648449037224054,0.21253640949726105,for,0.7724300287663937,0.2024360690265894,for,0.6523392125964165,0.31706124264746904,for,0.6456332895904779,0.33144966047257185
3146,152953,mot,0.5482079219073057,0.41735151410102844,mot,0.186594620347023,0.766941599547863,mot,0.46281617134809494,0.5008560940623283,mot,0.2019733116030693,0.7532840222120285,mot,0.4476227220147848,0.5068222023546696,mot,0.5167461894452572,0.4433803241699934,mot,0.5806792993098497,0.38249229826033115,for,0.5933178663253784,0.37128565181046724,mot,0.5038656275719404,0.4588765501976013
3147,152954,mot,0.4307068958878517,0.5281432662159204,mot,0.33505294658243656,0.6201336951926351,mot,0.47395393066108227,0.4904359793290496,mot,0.2504740823060274,0.7005221154540777,mot,0.39084248896688223,0.5593245662748814,mot,0.4704360216856003,0.48181399516761303,mot,0.5485147517174482,0.40578294172883034,mot,0.5087230913341045,0.4505578614771366,mot,0.4214594420045614,0.5212969183921814
3148,152955,mot,0.42778407596051693,0.5135462060570717,mot,0.4146141931414604,0.5319751389324665,mot,0.5279749985784292,0.42948625050485134,mot,0.360383715480566,0.5731026940047741,mot,0.4855706449598074,0.45817255415022373,mot,0.4970561442896724,0.46001863293349743,mot,0.5234146676957607,0.42200353369116783,mot,0.5822555162012577,0.3735985103994608,mot,0.559802208095789,0.40005265083163977
3149,1529810,mot,0.5027865916490555,0.4346526116132736,mot,0.26758934929966927,0.6766531690955162,mot,0.4652873519808054,0.4715994317084551,mot,0.2191205471754074,0.7116781659424305,mot,0.31990765035152435,0.6026922687888145,mot,0.44840918108820915,0.4895877055823803,for,0.5890044644474983,0.3518963549286127,mot,0.5616680383682251,0.38790404237806797,mot,0.5568291060626507,0.3984960112720728
3150,1529811,mot,0.19147221744060516,0.7546208137646317,mot,0.05181564390659332,0.8991763051599264,mot,0.10679648071527481,0.8396744541823864,mot,0.05196963995695114,0.8732860572636127,mot,0.1334560662508011,0.7847861312329769,mot,0.34617188572883606,0.591174952685833,mot,0.4200619198381901,0.5257746241986752,mot,0.2121085226535797,0.6841227076947689,mot,0.3407164067029953,0.586638892069459
3151,152999,mot,0.04508817754685879,0.9065842572599649,mot,0.14217688143253326,0.8105807956308126,mot,0.15734778344631195,0.7945790197700262,mot,0.07087882235646248,0.8763987757265568,mot,0.05736948363482952,0.8750580064952374,mot,0.0626982543617487,0.8290614187717438,mot,0.12247949093580246,0.7878409828990698,mot,0.31412157230079174,0.6168019585311413,mot,0.1402268409729004,0.7676801960915327
3152,153005,for,0.6575801260769367,0.3156157862395048,mot,0.5361204445362091,0.42496841959655285,for,0.6790417898446321,0.29705527052283287,mot,0.4118278380483389,0.5420709401369095,for,0.6469741016626358,0.3263416960835457,for,0.7192911673337221,0.2568999081850052,for,0.7436189502477646,0.23324786312878132,for,0.7583245038986206,0.22042005881667137,for,0.7109315879642963,0.26651827339082956
3153,153007,for,0.7245537359267473,0.2522161090746522,for,0.5943512097001076,0.3778610387817025,for,0.6837024670094252,0.291314959526062,mot,0.4307315330952406,0.521709306165576,for,0.6468915119767189,0.321918161585927,for,0.779427413828671,0.19856916461139917,for,0.8134394232183695,0.16483732964843512,for,0.7353859171271324,0.2435381542891264,for,0.7719352748245001,0.21022419026121497
3154,153008,mot,0.08343539945781231,0.8661189842969179,mot,0.06524181086570024,0.8927255123853683,mot,0.09811538085341454,0.8525160346180201,mot,0.05109420418739319,0.9018174540251493,mot,0.15849139541387558,0.7755418252199888,mot,0.21319524198770523,0.7067366745322943,mot,0.2936285398900509,0.6256878785789013,mot,0.25356435403227806,0.6850376352667809,mot,0.22274725884199142,0.7126879580318928
3155,153016,for,0.8066861853003502,0.17154557816684246,mot,0.6122671812772751,0.357007822021842,for,0.7133576516062021,0.2612293651327491,mot,0.4701307378709316,0.481652669608593,for,0.7181940376758575,0.2515404224395752,for,0.7869864907115698,0.18018712848424911,for,0.8711398132145405,0.09907988831400871,for,0.7607889994978905,0.21302297711372375,for,0.7949341312050819,0.18329141475260258
3156,153022,mot,0.021427612751722336,0.8830131739377975,mot,0.020798176527023315,0.9086745660752058,mot,0.058075716719031334,0.8739333618432283,mot,0.0136239780113101,0.8974913079291582,mot,0.04809458553791046,0.8313242979347706,mot,0.04036187008023262,0.8225887343287468,mot,0.05232486501336098,0.8259256891906261,mot,0.10867031291127205,0.7517755068838596,mot,0.07560978829860687,0.7947535235434771
3157,153023,mot,0.2138143554329872,0.7359687210991979,mot,0.20371011830866337,0.7450024019926786,mot,0.21488964557647705,0.7383488854393363,mot,0.11685119569301605,0.8338833544403315,mot,0.19667134433984756,0.7463433090597391,mot,0.5237972657196224,0.44035055488348007,mot,0.5327312033623457,0.42630488984286785,mot,0.4293914809823036,0.5209271125495434,mot,0.47763276658952236,0.4873763592913747
