,id,Mistral-instruct_vote,Mistral-instruct_for_prob,Mistral-instruct_against_prob
2983,1508347,against,0,0.968016461
2984,1508433,against,0.010232766,0.936671689
2985,1508619,against,0,0.959675871
2986,1508715,against,0,0.907823354
2987,1508716,against,0.07931564,0.760478601
2988,1508717,against,0,0.883465223
2989,1508718,against,0,0.912347637
2990,150887,for,0.549191311,0.248624712
2991,150888,against,0.025846994,0.91156996
2992,150889,for,0.363376662,0.393291287
2993,1508810,against,0,0.939236788
2994,1508811,against,0.007927142,0.962859627
2995,1508812,against,0.075832576,0.8454891
2996,1508813,against,0,0.813166544
2997,1508814,for,0.464633044,0.330244817
2998,150896,for,0.830495339,0.052070022
2999,150905,against,0.06159557,0.718299896
3000,150914,against,0,0.848593131
3001,150923,against,0,0.973353891
3002,150932,against,0.29365164,0.520045817
3003,150941,against,0.205823764,0.645310849
3004,150960,against,0.153472163,0.694230214
3005,150970,against,0.020701354,0.884024318
3006,150971,against,0.068937175,0.69503808
3007,150980,against,0,0.961374823
3008,150981,against,0.14755705,0.544732772
3009,150982,against,0.169275999,0.527366102
3010,150983,against,0,0.981044826
3011,150984,against,0,0.77523854
3012,151080,for,0.529771738,0.231570557
3013,15137133,against,0.089837328,0.559864059
3014,15137200,against,0,0.940837145
3015,15137201,against,0,0.97423245
3016,15138129,for,0.39131707,0.43779932
3017,15138142,against,0,0.802297503
3018,15138165,against,0.467648417,0.348000735
3019,15138172,against,0,0.892064571
3020,15138176,against,0.066428475,0.807853136
3021,15138191,against,0.093235105,0.512464024
3022,15139130,against,0,0.919253096
3023,15139170,against,0.026479146,0.858532108
3024,15139202,against,0,0.849715978
3025,15141193,against,0.042855084,0.880007736
3026,15142136,for,0.652248364,0.050234895
3027,15144154,against,0.180067532,0.661359325
3028,15144156,against,0.205819294,0.556497633
3029,15144179,for,0.63651086,0.149619576
3030,15144180,against,0,0.780439503
3031,15144181,for,0.305176325,0.425124086
3032,15144190,against,0.076210828,0.837300092
3033,15145160,against,0.201422594,0.628224388
3034,15145194,against,0.374696791,0.382558234
3035,15148240,against,0,0.844612926
3036,15149127,against,0.021307977,0.905728906
3037,15149241,against,0.075295324,0.845768154
3038,15150246,for,0.67157216,0
3039,15151248,against,0,0.885627422
3040,15152245,against,0,0.884704366
3041,15152249,against,0.039632782,0.763314053
3042,15153125,against,0.110213131,0.556520894
3043,15154252,against,0,0.929070275
3044,15155243,for,0.608001508,0.132160161
3045,15155244,against,0.008528956,0.955512852
3046,15155247,blank,0.096226126,0.330000326
3047,15156250,for,0.832760096,0.030119026
3048,15156251,against,0.12209215,0.572947204
3049,151592,for,0.378100321,0.385738924
3050,151593,against,0.149578728,0.685378864
3051,151595,against,0.090233058,0.585812472
3052,151597,for,0.593405366,0.246040978
3053,151599,for,0.27336812,0.5850209
3054,1515910,against,0.111346386,0.559550993
3055,1515911,for,0.535571963,0.109989405
3056,15159204,against,0.227133181,0.604169831
3057,151608,against,0.192574248,0.629013389
3058,151614,against,0.07317967,0.73434107
3059,151626,against,0.09256833,0.781311586
3060,15164209,for,0.298370361,0.330530293
3061,15164220,against,0.3205994,0.443313278
3062,15164221,against,0,0.970347833
3063,15164232,against,0.074745882,0.790397659
3064,15165206,for,0.53295128,0.244813375
3065,15165223,against,0.020253479,0.91032939
3066,15165224,against,0.026177695,0.835617647
3067,15165227,against,0.026223533,0.901989818
3068,15165233,against,0.166548595,0.701826327
3069,15166211,against,0.125933871,0.699825689
3070,15166236,against,0.016683528,0.91863507
3071,15166238,against,0,0.887265056
3072,15167228,against,0,0.92226325
3073,15168212,against,0.217037857,0.616958305
3074,15168216,against,0,0.472756565
3075,15168217,for,0.358510643,0.266055342
3076,15168231,against,0.075310707,0.845952913
3077,15169215,for,0.422450073,0.337169491
3078,15169229,against,0.065801881,0.660377473
3079,15170214,against,0.109080078,0.762846202
3080,15170234,against,0.099339172,0.703019634
3081,15171219,against,0,0.956228331
3082,15172230,against,0.019845625,0.877892859
3083,15173235,against,0,0.771920022
3084,15174237,against,0.039990488,0.82006634
3085,15175207,against,0,0.784185544
3086,15175208,for,0.819316808,0.027403034
3087,15175210,against,0,0.892034575
3088,15175213,against,0.033499565,0.881795362
3089,15175218,against,0,0.856459666
3090,15175222,against,0,0.867381159
3091,15175225,against,0.11359074,0.736455709
3092,15175226,for,0.903324492,0
3093,151760,against,0.052261524,0.772951402
3094,151770,against,0.083238877,0.63575571
3095,151771,against,0.140567774,0.722428232
3098,151782,against,0,0.779717777
3096,151783,against,0,0.782000978
3097,151784,against,0,0.889551617
3099,152053,against,0,0.896205459
3100,152054,against,0,0.857212625
3101,152071,for,0.322034232,0.500860669
3102,152072,against,0.09546038,0.811420247
3103,152030,against,0,0.837848514
3104,152040,against,0,0.902296461
3105,152091,for,0.599861667,0.094101973
3106,152102,for,0.491547383,0.210328057
3107,152121,against,0.034402475,0.770672053
3108,152122,against,0,0.6532676
3109,152141,against,0,0.974886071
3110,152152,against,0,0.948877506
3111,152163,against,0,0.952127818
3112,151826,against,0,0.891477633
3113,151837,against,0.09525533,0.776142109
3114,151845,against,0.295896173,0.460637622
3115,151851,against,0,0.962651644
3116,151852,against,0.16584589,0.705732867
3117,151853,against,0,0.845103648
3118,151854,against,0.032401718,0.890607001
3119,151913,against,0,0.908878401
3120,151921,against,0,0.93876709
3121,151922,against,0.01132631,0.944860147
3122,151950,against,0,0.845087834
3123,151951,against,0.023991616,0.92227187
3124,152186,against,0,0.907535739
3125,152187,against,0,0.877666749
3126,152188,against,0.056200784,0.572609238
3127,152191,against,0.024234992,0.90656925
3128,152193,against,0,0.951032426
3129,152194,against,0,0.904764995
3130,152195,against,0.105827093,0.545385867
3131,152200,against,0.164332941,0.531591021
3132,152221,for,0.311870955,0.474268228
3133,152222,for,0.823433544,0.040992215
3134,152223,for,0.649407171,0.187802702
3135,152224,against,0.173456714,0.650404759
3136,152254,against,0.065865077,0.722275872
3137,152255,against,0.089400165,0.657322481
3138,152256,against,0,0.914106647
3139,152263,against,0.035703879,0.89125848
3140,152272,against,0.115656201,0.723552391
3141,152281,against,0.026615862,0.867472261
3142,152720,against,0.08273565,0.715104029
3143,152754,against,0.249329723,0.585936919
3144,152765,against,0.020098811,0.922317931
3145,152947,against,0,0.909927219
3146,152948,against,0.129179128,0.71022065
3147,152951,against,0.086875968,0.725907996
3148,152952,against,0.040017918,0.88115979
3149,152953,against,0.054506134,0.825581789
3150,152954,against,0,0.91361412
3151,152955,against,0,0.854305658
3152,1529810,against,0,0.867545266
3153,1529811,against,0,0.966775246
3154,152999,against,0,0.950756386
3155,153005,against,0.052061979,0.851141468
3156,153007,against,0.157348931,0.412757322
3157,153008,against,0.053175826,0.694076993
3158,153016,for,0.288340479,0.424385607
3159,153022,against,0,0.66704262
3160,153023,against,0,0.96506368
3161,153024,against,0.02079797,0.928450502
3162,153030,for,0.3584994,0.207273036
3163,153052,against,0.012122911,0.942103927
3164,153054,against,0,0.944189511
3165,153061,against,0.003633116,0.970191494
3166,153063,against,0,0.96611738
3167,153065,against,0.144924641,0.672414467
3168,153066,for,0.503927454,0.185993679
3169,153120,against,0.037288245,0.780013442
3170,152652,against,0.033602308,0.855267867
3171,152663,against,0.065657638,0.70706033
3172,152671,against,0,0.790937316
3173,152680,for,0.307018042,0.437328883
3174,152690,for,0.493419521,0.23736006
3175,152691,for,0.684887163,0.100420818
3176,153301,for,0.791568194,0.066357397
3177,153302,against,0.267707378,0.46492032
3178,153303,against,0.276718494,0.571628094
3179,153304,against,0,0.969705328
3180,153305,against,0.08322572,0.682941858
3181,153306,against,0.215412512,0.606476858
3182,153307,against,0.197430208,0.61255163
3183,153310,for,0.535753459,0.262948185
3184,153340,against,0.143248085,0.758146092
3185,153360,against,0.038048487,0.82953353
3186,153372,against,0,0.972876564
3187,153383,against,0.033993155,0.872917634
3188,153401,against,0.042885854,0.915628087
3189,153410,against,0.038674813,0.787820041
3190,153411,against,0,0.929899935
3191,153210,for,0.430253223,0.313603535
3192,153211,against,0.26624389,0.585540414
3193,153233,against,0,0.933050282
3194,153242,for,0.391862676,0.413007125
3195,153251,against,0.081708372,0.819353461
3196,153260,against,0,0.925177272
3197,153270,against,0.014210409,0.882015087
3198,1534250,against,0,0.956421204
3199,1534323,against,0,0.892761793
3200,1534520,against,0.239264891,0.585366771
3201,1534521,against,0.236135878,0.53034398
3202,1534615,against,0.149515614,0.734287977
3203,1534616,against,0.134664591,0.698385388
3204,1534617,against,0,0.857242636
3205,1534618,against,0.029221429,0.855599053
3206,1534619,against,0,0.900150478
3207,153475,against,0,0.885978114
3208,153491,against,0.049807232,0.552268889
3209,153520,against,0.122551702,0.513017625
3210,1535540,against,0.111015493,0.748259187
3211,1535638,against,0.032424055,0.833193269
3212,1535639,against,0,0.878480094
3213,1535737,against,0.041394915,0.743426971
3214,1535835,against,0.101235041,0.820016533
3215,1535836,against,0,0.983884425
3216,1535933,for,0.380403221,0.19230333
3217,1535934,against,0.164213151,0.67794466
3218,1536029,against,0.203957208,0.463942692
3219,1536030,for,0.593765222,0.216340698
3220,1536031,against,0.285098262,0.606943361
3221,1536032,against,0.04293773,0.862990268
3222,1536128,against,0.109032921,0.567068011
3223,153626,for,0.667309191,0.054608528
3224,153650,against,0.318836387,0.454930805
3225,153651,against,0.030882938,0.78731896
3226,1536841,for,0.443374328,0.358186662
3227,1536928,against,0,0.84286307
3228,1536929,against,0,0.831874046
3229,1536930,against,0.041935336,0.803085711
3230,1536931,against,0.131293669,0.526373014
3231,1536933,against,0.064450741,0.736613758
3232,1536934,against,0.074106567,0.795996279
3233,1536935,for,0.352636151,0.24536033
3234,1536939,against,0.114372112,0.459972627
3235,1537027,against,0,0.932707734
3236,1537132,for,0.861936536,0.039112628
3238,1537137,against,0,0.892909709
3239,1537138,against,0,0.852852732
3240,1537240,against,0,0.992393025
3241,1537318,against,0,0.979825561
3242,1537319,against,0.138675436,0.723996982
3243,1537320,against,0.233655423,0.550506607
3244,1537321,against,0.030707309,0.907817462
3245,1537322,against,0,0.87254791
3246,1537323,against,0.10364376,0.663963288
3247,1537324,against,0,0.861182068
3248,1537325,against,0,0.900640037
3249,1537426,for,0.521730483,0.140289117
3250,1537517,against,0,0.939257961
3251,1537616,against,0.028117318,0.912606783
3252,153781,against,0.094322279,0.669486701
3253,1538130,against,0,0.978804249
3254,1538131,against,0.023771869,0.890103061
3255,1538132,against,0.008530332,0.937977191
3256,1538133,against,0,0.936649155
3257,1538228,against,0.168770328,0.639165208
3258,1538229,against,0.006802186,0.964636233
3259,1538327,against,0,0.952948302
3260,1538426,against,0,0.942388065
3261,1538525,against,0,0.898743942
3262,1538624,against,0.1266688,0.713204339
3263,1538719,against,0.023350172,0.879798912
3264,1538720,against,0.052704077,0.81272383
3265,1538721,against,0,0.931003965
3266,1538722,against,0.013904588,0.926955732
3267,1538723,against,0,0.934395339
3268,1538818,against,0,0.962945847
3269,153899,against,0.033173174,0.906217843
3270,1538911,against,0,0.955073122
3271,1538912,against,0.085624941,0.813716859
3272,1538914,against,0.192071214,0.705548301
3273,1538915,against,0,0.931967361
3274,153908,against,0.029455995,0.822891369
3275,1539010,against,0,0.970696785
3276,1539013,against,0.154722877,0.746536478
3277,1539016,against,0,0.930537155
3278,1539017,against,0,0.931528315
3279,153917,against,0.197482437,0.560017988
3280,153926,against,0.117724128,0.787671074
3281,153935,against,0,0.909982074
3282,153942,against,0,0.939220004
3283,153943,for,0.615611717,0.20215518
3284,153944,against,0.056719344,0.835209252
3285,153951,for,0.448853701,0.371824354
3286,153975,against,0,0.948427081
3287,153984,against,0,0.951143377
3288,153993,against,0,0.849269032
3289,154002,against,0.020526908,0.920601591
3290,154011,against,0,0.858531062
3291,154043,against,0,0.930981815
3292,154044,for,0.331017531,0.417279623
3293,154045,against,0,0.950358063
3294,154050,against,0.178896777,0.526439577
3295,154061,against,0.02547925,0.890800701
3296,154062,for,0.534275681,0.277143635
3297,154082,against,0,0.93331784
3298,154083,blank,0.20718392,0.262271047
3299,154094,against,0,0.823459681
3300,154101,against,0,0.943378843
3301,154120,against,0.393626846,0.375463128
3302,154130,against,0.070141844,0.820065126
3303,154152,for,0.482456818,0.377548784
3304,154161,against,0.06951252,0.853901953
3305,1542130,against,0,0.959404744
3306,1542131,for,0.438236892,0.367495425
3307,1542229,against,0,0.891309097
3308,1542328,against,0.057350799,0.737040617
3309,1542424,for,0.394741431,0.317688629
3310,1542427,for,0.45030921,0.359961346
3311,1542525,against,0.262142748,0.564089864
3312,1542526,against,0.271108709,0.549867615
3313,1542623,against,0.056776505,0.798644563
3314,1542722,against,0,0.764426313
3315,1542932,against,0.206002511,0.539574966
3316,1543033,against,0,0.857793108
3317,1543034,against,0,0.809123322
3318,1543035,against,0,0.961977758
3319,1543036,against,0.052174665,0.806589909
3320,1543137,against,0,0.863205858
3321,1543238,for,0.343222827,0.364476226
3322,1543339,against,0.056118425,0.831488729
3323,1543440,for,0.4252211,0.208320282
3324,1543541,for,0.53335394,0.238835417
3325,1543642,against,0,0.923857905
3326,1543743,against,0.196003675,0.514524192
3327,154417,against,0.022617286,0.928088089
3328,154424,against,0,0.910858216
3329,154435,against,0.136797244,0.779202566
3330,154446,against,0.108708628,0.624093615
3331,154452,against,0,0.948031019
3332,154461,against,0,0.883858562
3333,154480,against,0,0.820970163
3334,1545327,against,0,0.971629197
3335,1545328,against,0,0.96222098
3336,1545333,against,0.046131834,0.864017379
3337,1545429,for,0.53291554,0.240449272
3338,1545530,against,0,0.733834893
3339,1545532,against,0.249222577,0.595421974
3340,1545624,against,0.312220171,0.490614593
3341,1545634,for,0.697343446,0.113862559
3342,1545635,against,0,0.745563086
3343,1545723,against,0.082380578,0.706483692
3344,1545826,against,0.201788321,0.625688329
3345,1545925,for,0.762158386,0.063111268
3346,1545931,for,0.413495507,0.337703571
3347,1546022,against,0,0.82890993
3348,1546121,against,0,0.950343259
3349,1546219,against,0,0.82581412
3350,1546220,against,0.028498884,0.91470772
3351,154650,against,0,0.830773026
3352,154651,against,0,0.798412055
3353,1546953,against,0.055335611,0.83075119
3354,1547047,for,0.653508067,0.164243817
3356,1547049,against,0,0.948028132
3357,1547050,against,0.052235525,0.810605735
3358,1547051,against,0.067082696,0.791595012
3360,154922,against,0.025283033,0.872520395
3361,154931,against,0.154196478,0.730355114
3362,1549713,against,0,0.846575722
3363,1549714,against,0,0.909915712
3364,154987,against,0,0.97067588
3365,154988,against,0,0.979926243
3366,154989,against,0,0.971974246
3367,1549810,against,0.009005698,0.950371772
3368,1549811,against,0,0.975112461
3369,1549812,against,0,0.963682454
3370,154996,against,0,0.924106933
3371,155004,against,0,0.963967957
3372,155005,against,0.035875786,0.909345459
3373,155012,for,0.409138292,0.445132941
3374,155013,for,0.300341994,0.463084549
3375,155020,against,0.168769248,0.657301843
3376,155021,for,0.381507657,0.218625575
3377,155022,against,0.107047737,0.77442763
3378,155023,against,0.077703819,0.744874567
3379,155024,against,0.03128919,0.838001441
3380,155025,for,0.828036457,0.033585873
3381,155030,against,0,0.956439838
3382,155041,against,0,0.951230064
3383,155050,against,0.099885248,0.817308962
3384,155060,against,0,0.949280486
3385,155061,against,0.087137803,0.783059243
3386,155070,against,0,0.87797324
3387,155080,against,0,0.916421961
3388,155081,against,0.16623212,0.667935833
3389,155090,against,0.088899098,0.761226397
3390,155091,for,0.624155432,0.171063162
3391,155092,against,0.038576819,0.750711881
3392,1551127,for,0.352385521,0.475340143
3393,1551224,against,0.079239234,0.507417679
3394,1551323,against,0.272522323,0.436602123
3395,1551325,against,0.114906564,0.750123084
3396,1551326,against,0.015578234,0.922760826
3397,1551420,against,0,0.976789512
3398,1551421,against,0.042858068,0.89634566
3399,1551422,against,0.12318939,0.620584309
3400,1551519,against,0.125147149,0.591037214
3401,1551616,against,0,0.695081823
3402,1551617,against,0,0.886317391
3403,155175,for,0.446423803,0.326509744
3404,155200,against,0,0.861061614
3405,155210,against,0.030326331,0.794572443
3406,1552829,against,0.021030908,0.90048629
3407,1552830,against,0.057971656,0.630270198
3408,1552831,against,0.085450597,0.788012788
3409,1552928,against,0,0.893537726
3410,1553027,against,0.220951609,0.554253653
3411,1553126,for,0.535389513,0.25259611
3412,1553225,against,0,0.985355232
3413,1553324,against,0.080224175,0.784130231
3414,1553423,against,0.14688994,0.559724532
3415,155358,for,0.491112754,0.308330432
3416,1553510,against,0.096870201,0.760520644
3417,155380,against,0,0.666753538
3418,155402,against,0.11573587,0.730813354
3419,155404,against,0.165078554,0.725977942
3420,155413,against,0.038800031,0.765624709
3421,155421,against,0,0.936756544
3422,155514,against,0.128798191,0.738973692
3423,155515,against,0.048501551,0.78121838
3424,155560,against,0,0.982450351
3425,1555914,for,0.339153819,0.457446463
3426,1555915,against,0,0.894228935
3427,1555916,against,0.134557754,0.493358612
3428,1556013,for,0.800774343,0.046495739
3429,1556112,against,0,0.939346991
3430,1556211,against,0.0779211,0.609641507
3431,155639,against,0.420382157,0.378151871
3432,1556310,against,0.04809558,0.786038116
3433,155646,against,0,0.975183646
3434,155648,for,0.47349643,0.188275874
3435,155657,against,0.059145402,0.80841855
3436,155662,against,0.184665766,0.643129379
3437,155663,for,0.750296034,0.078697287
3438,155664,for,0.659560673,0.156308983
3439,155665,for,0.800264746,0.04225748
3440,155671,against,0,0.968350578
3441,155680,against,0.105075341,0.699911818
3442,155690,against,0.17272386,0.686675042
3443,155700,for,0.609020159,0.249584273
3444,155710,against,0.287635393,0.511821695
3445,155711,against,0.06154963,0.76910612
3446,155712,for,0.884292878,0.023843234
3447,155744,against,0.064122744,0.806027152
3448,155751,against,0.010493116,0.943888735
3449,155755,against,0.040684272,0.891720619
3450,155762,against,0,0.984220542
3451,155766,against,0.073426932,0.679435834
3452,155773,against,0,0.874164559
3453,1557810,against,0,0.929662213
3454,155797,against,0,0.924163654
3455,155799,for,0.200426817,0.436340719
3456,1558068,against,0,0.78787069
3457,1558169,against,0.044567864,0.890150297
3458,1558211,against,0.218044207,0.569251493
3459,1558215,against,0,0.739158008
3460,1558312,against,0,0.793077677
3461,1558413,against,0.036476217,0.751323901
3462,1558571,against,0.210007727,0.562416524
3463,1558574,against,0.073460445,0.647241436
3464,1558675,against,0.098979361,0.511286616
3465,1558772,for,0.198028639,0.38365861
3466,1558876,against,0.022494713,0.896132428
3467,1558977,against,0.085521795,0.536845088
3468,1559067,for,0.322396904,0.3046887
3469,1559166,for,0.411754362,0.309786111
3470,1559263,against,0,0.938836813
3471,1559264,against,0,0.955868728
3472,1559365,against,0,0.968296349
3473,155948,against,0,0.969380036
3474,1559673,against,0,0.615824036
3475,1559762,against,0.096056595,0.517669253
3476,1559845,for,0.739787072,0.088259317
3477,156072,against,0.041774444,0.861943938
3478,156080,blank,0,0.578663185
3479,156001,against,0.080168083,0.692070216
3480,156002,against,0.117430978,0.629428737
3481,156010,against,0.243266318,0.543350615
3482,156011,against,0.038379509,0.871468633
3483,156012,against,0.039000571,0.842016794
3484,156040,against,0.181646653,0.727907464
3485,156111,for,0.294907644,0.479847088
3486,156112,against,0,0.925976887
3487,156113,against,0.141984325,0.646471664
3488,156142,against,0.050308563,0.748729363
3489,156161,against,0.029974051,0.883965578
3490,156180,for,0.401083365,0.433626369
3491,1562819,against,0.00719122,0.957454111
3492,1562820,for,0.675377291,0.126692686
3493,1562921,against,0.089100083,0.829568774
3494,1563018,against,0.125534132,0.60777545
3495,1563117,against,0,0.977643006
3496,1563214,against,0,0.933847845
3497,1563313,against,0.1015554,0.714779474
3498,1563315,against,0.020370895,0.896961764
3499,1563316,against,0,0.959616806
3500,1563412,against,0,0.945200751
3501,1563510,against,0,0.944277242
3502,156362,against,0.168685302,0.437413737
3503,156363,against,0.062285013,0.812466402
3504,156364,against,0,0.881582469
3505,156365,against,0.021172002,0.89429383
3506,156366,against,0.043458644,0.831946302
3507,156367,against,0.271968722,0.475908861
3508,156368,against,0.017393781,0.919569582
3509,156369,against,0,0.810245939
3510,156371,against,0.012957077,0.950666674
3511,156380,against,0.072739869,0.762166161
3512,156381,against,0.056959327,0.843914919
3513,156390,for,0.166736081,0.498144373
3514,156391,against,0,0.759190515
3515,156392,against,0.249798745,0.583329797
3516,156393,against,0.053476926,0.862160236
3517,156394,against,0,0.775830556
3518,156395,against,0.032842234,0.884410098
3519,156410,against,0.065894105,0.797357291
3520,156225,against,0.119249582,0.697434209
3521,156226,blank,0,0.602059949
3522,156234,against,0.039338607,0.820139065
3523,156242,against,0,0.471410781
3524,156243,against,0,0.985036138
3525,156251,against,0.134778365,0.693372115
3526,156260,against,0.210320637,0.607777379
3527,156261,against,0.281891413,0.507533707
3528,156262,for,0.513956688,0.300708823
3529,156263,for,0.928748176,0
3530,156264,for,0.471001297,0.251675889
3531,156753,against,0,0.960965909
3532,156762,against,0,0.912574962
3533,156780,against,0.402861163,0.403456807
3534,156811,against,0.044195611,0.719875813
3535,156812,against,0,0.917268276
3536,1564826,against,0,0.986643935
3537,1564827,against,0,0.981740246
3538,1564828,against,0,0.969805066
3539,1564829,against,0,0.96807462
3540,1564832,against,0,0.902781304
3541,1564931,against,0.028242361,0.835873887
3542,1565030,against,0,0.942628667
3543,1565119,against,0.102342248,0.772068381
3544,1565125,for,0.655193914,0.101557508
3545,1565220,against,0.023169499,0.903776092
3546,1565221,for,0.852738999,0.036515523
3547,1565222,against,0.221953567,0.617543563
3548,1565223,for,0.339799695,0.383056983
3549,1565224,for,0.829105973,0.040510699
3550,1565317,against,0.013167621,0.935498763
3551,1565318,against,0.014199285,0.93906334
3552,1565413,against,0,0.753985904
3553,1565415,for,0.342457622,0.419562452
3554,1565516,against,0.06499254,0.807075985
3555,156563,for,0.458753698,0.327761576
3556,156568,for,0.365066938,0.275830351
3557,1565814,against,0,0.756030571
3558,156590,for,0.550929226,0.268149957
3559,156600,against,0.165078264,0.704118386
3560,156632,against,0,0.966365229
3561,156651,against,0,0.927245546
3562,156663,against,0,0.966245279
3563,156672,against,0.029266682,0.826520847
3564,156681,against,0.025589583,0.909776825
3565,156690,against,0,0.965208534
3566,156700,for,0.551412389,0.270580918
3567,156714,against,0,0.910143845
3568,156715,against,0,0.798469886
3569,156723,against,0.035044074,0.872475162
3570,156741,against,0,0.852433991
3571,156742,against,0,0.959543958
3572,157081,against,0,0.936121045
3573,157082,against,0.155636191,0.730602413
3574,157100,against,0.049925491,0.785356175
3575,157110,against,0.050628114,0.822167344
3576,156862,for,0.615934648,0.125758126
3577,156881,for,0.753676817,0.05913005
3578,1568911,for,0.384560749,0.450608093
3579,1568912,against,0.034173042,0.816384234
3580,1568913,against,0,0.878003132
3581,156908,against,0,0.961227059
3582,156909,against,0,0.894065503
3583,156917,against,0.092721649,0.510740846
3584,156925,against,0.050125074,0.810397059
3585,156932,against,0,0.834704157
3586,156933,against,0.114373464,0.753148302
3587,156934,for,0.846194569,0.032710895
3588,156946,for,0.529668696,0.270489193
3589,1569510,for,0.477597758,0.16286587
3590,1569614,for,0.609508589,0.169357829
3591,1569820,against,0.053255368,0.7030316
3592,1569821,against,0,0.889126893
3593,1569922,against,0,0.961965438
3594,157011,against,0,0.942910302
3595,157012,against,0.163022514,0.611358091
3596,157014,against,0,0.915779363
3597,157015,against,0.070198633,0.74115207
3598,157016,against,0.171691202,0.609050624
3599,157020,against,0.123718925,0.740838289
3600,157036,against,0,0.946332101
3601,157045,blank,0.078364022,0.453692436
3602,157051,for,0.373900406,0.427225024
3603,157052,for,0.350403517,0.350872822
3604,157053,against,0.161127459,0.643789634
3605,157054,against,0,0.776632559
3606,157060,against,0.060953725,0.627080612
3607,157061,against,0.162875492,0.647362515
3608,157062,against,0,0.853815312
3609,157063,against,0,0.812056899
3610,157064,for,0.397855043,0.324919894
3611,157134,against,0,0.965721797
3612,157143,against,0,0.968400352
3613,157152,against,0.031211831,0.832978226
3614,157161,against,0.160585545,0.66173315
3615,1571811,against,0,0.945516039
3616,157199,against,0,0.890534874
3617,157208,against,0,0.886182874
3618,1572010,against,0.239271551,0.501910135
3619,157216,against,0.202875212,0.618407965
3620,157217,against,0.177249089,0.642404512
3621,157223,against,0,0.902449176
3622,157224,against,0,0.642700501
3623,157235,against,0.027901597,0.889292054
3624,1572412,for,0.597876042,0.232498445
3625,157252,against,0,0.85252165
3626,157260,against,0.050987095,0.696322098
3627,157261,against,0.333808832,0.464608885
3628,157262,against,0.065717414,0.692559958
3629,157263,against,0.027045023,0.907119205
3630,157270,against,0.023850802,0.895285133
3631,157271,for,0.266473264,0.521006301
3632,157280,against,0,0.908687829
3633,157291,against,0,0.95356001
3634,157300,against,0,0.943474468
3635,157301,against,0.008195745,0.952420814
3636,157302,against,0.287002921,0.531290002
3637,157322,for,0.806243427,0.059671272
3638,157323,against,0.03063314,0.848190721
3639,157341,against,0,0.97522245
3640,157811,against,0,0.939960819
3641,157812,against,0.066596538,0.682771429
3642,157820,against,0,0.630156308
3643,157830,against,0,0.880917925
3644,157870,against,0.132922601,0.683837451
3645,157891,against,0.017428895,0.915107459
3646,157892,against,0.051294789,0.720253922
3647,157893,against,0.096613638,0.671375364
3648,157894,for,0.376916602,0.261037856
3649,157895,against,0.150598317,0.687082961
3650,1574122,against,0,0.553537361
3651,1574123,against,0.093090683,0.83145351
3652,1574124,against,0.194624946,0.635932051
3653,1574125,against,0.041319937,0.609923616
3654,1574128,against,0.014987519,0.946785584
3655,1574130,against,0.023970716,0.922206283
3656,1574227,against,0,0.75742317
3657,1574229,against,0,0.948149947
3658,1574326,against,0.250995941,0.522430405
3659,1574331,against,0.071659856,0.795675635
3660,1574420,against,0,0.751690868
3661,1574519,against,0,0.910685532
3662,1574618,against,0.038576078,0.899730941
3663,1574816,against,0,0.935985964
3664,1574915,against,0.1367759,0.737795353
3665,1575014,against,0,0.829055265
3666,1575113,against,0,0.932944521
3667,157538,against,0,0.958024729
3668,157541,against,0,0.968330212
3669,1575521,against,0,0.761622563
3671,157571,against,0.125546154,0.789603449
3672,157572,against,0.157285273,0.570954055
3673,157573,against,0.137659192,0.739802673
3674,157574,against,0.146231528,0.720541909
3675,157575,against,0.249203756,0.591610476
3676,157576,against,0.004684805,0.960975472
3670,157577,against,0.124115027,0.79223863
3677,157580,for,0.31737987,0.422696345
3678,157623,for,0.671376102,0.156806163
3679,157624,against,0.19334992,0.626989752
3680,157625,for,0.791430652,0.074327685
3681,157626,against,0,0.943152022
3682,157632,against,0,0.652192228
3683,157641,against,0.029580228,0.818141252
3684,157650,against,0,0.678439677
3685,157660,for,0.656916194,0.175493836
3686,158474,against,0,0.946739055
3687,158483,against,0.194401801,0.54678987
3688,158492,against,0.344999745,0.470508359
3689,158501,against,0,0.972813778
3690,158531,against,0,0.955755703
3691,158532,against,0,0.937209077
3692,158533,against,0,0.833838686
3693,158534,for,0.775526524,0.071528539
3694,158535,against,0,0.666271463
3695,158536,for,0.406690829,0.345717907
3696,158537,against,0,0.91633451
3697,1585411,against,0.163274802,0.522641301
3698,1585510,for,0.334624767,0.299371559
3699,1585713,for,0.765680999,0.050585099
3700,158580,against,0.091701227,0.810268465
3701,158581,against,0.300655641,0.542819522
3702,158593,for,0.868450344,0
3703,158602,for,0.318926342,0.44289051
3704,158611,against,0,0.646496244
3705,158620,against,0.032036699,0.805701569
3706,158621,for,0.809655275,0
3707,158641,against,0.006906042,0.950455997
3708,158642,against,0,0.990215403
3709,158680,against,0,0.994396647
3710,158711,against,0.027815076,0.906704411
3711,158712,against,0.021066207,0.869308814
3712,158720,against,0,0.91945003
3713,158721,against,0,0.959021073
3714,1579099,against,0.261220902,0.552504033
3715,15791100,against,0,0.985138537
3716,1579297,against,0,0.865355492
3717,1579394,for,0.316410311,0.53892675
3718,1579495,against,0,0.613975413
3719,1579590,against,0.143724516,0.645302862
3720,1579691,against,0.118776649,0.752067596
