,id,gpt-4o-mini_vote,gpt-4o-mini_for_lprob,gpt-4o-mini_against_lprob
3269,1538915,for,-0.387207567691803,-1.1372075080871582
3270,153908,for,-0.00030674142180942,-9.375307083129883
3271,1539010,for,-0.00016706773021724075,-13.875166893005371
3272,1539013,for,-0.00011450992315076292,-15.500114440917969
3273,1539016,for,-0.023462677374482155,-3.7734627723693848
3274,1539017,for,-0.002593969227746129,-6.002593994140625
3275,153917,for,-0.00010568885772954673,-14.750105857849121
3276,153926,for,-0.00010402000043541193,-13.250103950500488
3277,153935,for,-8.780830830801278e-05,-13.87508773803711
3278,153942,for,-0.07920999079942703,-2.579210042953491
3279,153943,for,-9.126521035796031e-05,-11.875091552734375
3280,153944,for,-0.0031270908657461405,-5.878127098083496
3281,153951,for,-0.00020258675795048475,-12.750202178955078
3282,153975,for,-0.03835759684443474,-3.2883574962615967
3283,153984,mot,-3.5300064086914062,-0.0300065279006958
3284,153993,for,-0.004143811296671629,-5.504143714904785
3285,154002,for,-0.07901448756456375,-2.579014539718628
3286,154011,for,-0.048859063535928726,-3.048859119415283
3287,154043,for,-0.06231485307216644,-2.812314748764038
3288,154044,for,-0.00032116140937432647,-10.625321388244629
3289,154045,for,-0.0002639582962729037,-10.250264167785645
3290,154050,for,-0.0001940040965564549,-13.87519359588623
3291,154061,for,-0.00018411019118502736,-12.875184059143066
3292,154062,for,-0.00016074994346126914,-14.375161170959473
3293,154082,mot,-0.8260273337364197,-0.5760273337364197
3294,154083,for,-7.517272024415433e-05,-15.500075340270996
3295,154094,for,-0.00020580526324920356,-11.000205993652344
3296,154101,mot,-1.7017322778701782,-0.20173227787017822
3297,154120,for,-0.00045486391172744334,-13.750454902648926
3298,154130,for,-8.840432565193623e-05,-12.500088691711426
3299,154152,for,-0.00010044389637187123,-15.250100135803223
3300,154161,for,-0.0003037650021724403,-15.500304222106934
3301,1542130,for,-7.684157026233152e-05,-12.875077247619629
3302,1542131,for,-0.0001911432045744732,-15.125190734863281
3303,1542229,mot,-5.628940582275391,-0.00394066795706749
3304,1542328,for,-0.0003217574267182499,-10.750321388244629
3305,1542424,for,-0.00016361083544325083,-10.250164031982422
3306,1542427,for,-0.00020175233657937497,-15.625202178955078
3307,1542525,for,-0.00031770815257914364,-14.500317573547363
3308,1542526,for,-0.0003347506280988455,-14.500334739685059
3309,1542623,for,-9.674858301877975e-05,-14.375096321105957
3310,1542722,mot,-3.048989772796631,-0.04898983985185623
3311,1542932,for,-0.000518716755323112,-15.500518798828125
3312,1543033,for,-0.00016873658751137555,-10.625168800354004
3313,1543034,for,-0.0007955700275488198,-7.500795364379883
3314,1543035,for,-0.04915918409824371,-3.049159288406372
3315,1543036,for,-0.00017791526624932885,-12.000178337097168
3316,1543137,for,-0.005364902783185244,-5.255364894866943
3317,1543238,for,-9.829823102336377e-05,-13.75009822845459
3318,1543339,for,-0.0002273774443892762,-15.375226974487305
3319,1543440,for,-0.00013357517309486866,-15.250133514404297
3320,1543541,for,-0.000170882252859883,-13.625170707702637
3321,1543642,for,-9.186122770188376e-05,-10.750091552734375
3322,1543743,for,-0.00014168102643452585,-14.375142097473145
3323,154417,for,-0.014440956525504589,-4.264441013336182
3324,154424,for,-0.00020056030189152807,-15.125200271606445
3325,154435,for,-0.00017350474081467837,-14.750173568725586
3326,154446,for,-0.0002453662164043635,-14.000245094299316
3327,154452,for,-0.0016891045961529016,-6.5016889572143555
3328,154461,mot,-3.7734079360961914,-0.023407824337482452
3329,154480,for,-0.00022368213103618473,-14.375224113464355
3330,1545327,mot,-6.002765655517578,-0.002765763783827424
3331,1545328,for,-0.0234107356518507,-3.7734107971191406
3332,1545333,for,-0.00013691288768313825,-12.250137329101562
3333,1545429,for,-0.00013643606507685035,-12.875136375427246
3334,1545530,for,-0.00013154871703591198,-14.250131607055664
3335,1545532,for,-0.00014478032244369388,-13.000144958496094
3336,1545624,for,-0.00014013137842994183,-15.250140190124512
3337,1545634,for,-0.0005650650127790868,-9.375565528869629
3338,1545635,for,-0.0001593195047462359,-12.87515926361084
3339,1545723,for,-0.00021593389101326466,-10.250215530395508
3340,1545826,for,-0.00017398154886905104,-15.000173568725586
3341,1545925,for,-8.864272967912257e-05,-16.00008773803711
3342,1545931,for,-0.0001664717128733173,-11.875166893005371
3343,1546022,for,-0.0007388730882667005,-7.500739097595215
3344,1546121,mot,-5.878111362457275,-0.003111526370048523
3345,1546219,for,-0.2016800493001938,-1.701680064201355
3346,1546220,mot,-7.750731468200684,-0.0007314971298910677
3347,154650,for,-7.64839569455944e-05,-14.750076293945312
3348,154651,mot,-3.0487897396087646,-0.048789702355861664
3349,1546953,for,-7.958325295476243e-05,-15.250079154968262
3350,1547047,for,-6.682846287731081e-05,-14.375066757202148
3351,1547049,mot,-4.5112104415893555,-0.011210390366613865
3352,1547050,for,-0.00020830852736253291,-11.750207901000977
3353,1547051,for,-0.00023357603640761226,-10.75023365020752
3354,154922,for,-0.00016766376211307943,-12.000167846679688
3355,154931,for,-0.0001354824344161898,-16.25013542175293
3356,1549713,for,-0.00013333676906768233,-13.125133514404297
3357,1549714,for,-0.0001684981834841892,-13.750168800354004
3358,154987,mot,-17.875186920166016,-0.00018732868193183094
3359,154988,mot,-7.125918388366699,-0.000918604782782495
3360,154989,mot,-6.501598834991455,-0.0015990104293450713
3361,1549810,for,-0.00026872646412812173,-8.625268936157227
3362,1549811,mot,-1.7015469074249268,-0.20154693722724915
3363,1549812,mot,-10.87518310546875,-0.0001830410328693688
3364,154996,for,-0.011160066351294518,-4.511159896850586
3365,155004,mot,-8.125471115112305,-0.0004713066737167537
3366,155005,for,-0.00021557629224844277,-12.000215530395508
3367,155012,for,-9.102680633077398e-05,-15.375090599060059
3368,155013,for,-8.959636033978313e-05,-14.625089645385742
3369,155020,for,-0.00010843054042197764,-15.37510871887207
3370,155021,for,-9.114600834436715e-05,-15.875091552734375
3371,155022,for,-8.888114098226652e-05,-15.500088691711426
3372,155023,mot,-5.504277229309082,-0.004277365282177925
3373,155024,for,-0.0001870902779046446,-12.750186920166016
3374,155025,for,-7.362307223957032e-05,-16.00007438659668
3375,155030,for,-0.00021724513499066234,-8.75021743774414
3376,155041,for,-0.0006267757853493094,-7.500626564025879
3377,155050,for,-0.0621822215616703,-2.8121821880340576
3378,155060,for,-0.0033307569101452827,-5.753330707550049
3379,155061,for,-0.0001342903997283429,-12.250134468078613
3380,155070,for,-0.0005647073267027736,-7.7505645751953125
3381,155080,for,-0.02347443997859955,-3.7734744548797607
3382,155081,mot,-1.5021603107452393,-0.2521602511405945
3383,155090,for,-0.00012106612848583609,-12.000121116638184
3384,155091,for,-6.575563020305708e-05,-16.375064849853516
3385,155092,for,-0.0004701146390289068,-8.375470161437988
3386,1551127,for,-9.615255839889869e-05,-16.12509536743164
3387,1551224,for,-5.860340752406046e-05,-15.8750581741333
3388,1551323,for,-8.196732960641384e-05,-15.875082015991211
3389,1551325,for,-0.00021509946964215487,-11.875215530395508
3390,1551326,for,-0.00012403888104017824,-12.875123977661133
3391,1551420,mot,-3.2881760597229004,-0.03817609325051308
3392,1551421,for,-0.00030578780570067465,-10.375306129455566
3393,1551422,for,-8.73314929776825e-05,-15.25008773803711
3394,1551519,for,-0.1603948175907135,-1.9103947877883911
3395,1551616,for,-0.0003663212701212615,-9.5003662109375
3396,1551617,for,-0.0004438971809577197,-8.375443458557129
3397,155175,for,-0.00012606535165105015,-13.875125885009766
3398,155200,mot,-1.1370960474014282,-0.38709601759910583
3399,155210,for,-0.20178568363189697,-1.701785683631897
3400,1552829,for,-0.008695407770574093,-4.758695602416992
3401,1552830,for,-0.00013512482109945267,-10.12513542175293
3402,1552831,for,-0.0002028251619776711,-11.625203132629395
3403,1552928,for,-0.6933774948120117,-0.6933774948120117
3404,1553027,for,-0.0023758886381983757,-6.127376079559326
3405,1553126,for,-7.684157026233152e-05,-15.750077247619629
3406,1553225,for,-0.47429174184799194,-0.9742917418479919
3407,1553324,for,-0.00020127551397308707,-12.000201225280762
3408,1553423,for,-0.0001777960715116933,-12.500177383422852
3409,155358,for,-7.064297824399546e-05,-14.750070571899414
3410,1553510,for,-0.6935225129127502,-0.6935225129127502
3411,155380,for,-7.255023956531659e-05,-13.500072479248047
3412,155402,for,-0.0002920830447692424,-13.25029182434082
3413,155404,for,-0.000271706550847739,-10.000271797180176
3414,155413,for,-0.0001431114797014743,-11.375143051147461
3415,155421,for,-0.00018339496455155313,-12.12518310546875
3416,155514,for,-0.0007856834563426673,-8.000785827636719
3417,155515,for,-0.00018816311785485595,-13.375187873840332
3418,155560,for,-0.6935056447982788,-0.6935056447982788
3419,1555914,for,-0.00010723850573413074,-17.000106811523438
3420,1555915,for,-0.00017410075815860182,-11.500174522399902
3421,1555916,for,-0.00011617878044489771,-14.500116348266602
3422,1556013,for,-0.00012535012501757592,-15.50012493133545
3423,1556112,mot,-16.625141143798828,-0.00014060820103622973
3424,1556211,for,-0.0002123614540323615,-11.750212669372559
3425,155639,for,-0.00022296691895462573,-16.25022315979004
3426,1556310,for,-0.00013560164370574057,-10.87513542175293
3427,155646,for,-8.304016228066757e-05,-12.125082969665527
3428,155648,for,-0.00020306356600485742,-10.375203132629395
3429,155657,for,-0.00017922651022672653,-14.000179290771484
3430,155662,for,-0.00014716439181938767,-16.000146865844727
3431,155663,for,-0.00012154294381616637,-14.750121116638184
3432,155664,for,-8.423219696851447e-05,-15.625083923339844
3433,155665,for,-0.00010151672904612496,-15.250101089477539
3434,155671,for,-0.00023393364972434938,-9.75023365020752
3435,155680,for,-0.00013929695705883205,-15.000139236450195
3436,155690,for,-0.00014811802248004824,-14.750147819519043
3437,155700,for,-0.000170882252859883,-12.875170707702637
3438,155710,for,-0.00017076305812224746,-13.500170707702637
3439,155711,for,-8.435139898210764e-05,-16.000083923339844
3440,155712,for,-0.00010556964843999594,-17.500104904174805
3441,155744,for,-9.746380237629637e-05,-12.125097274780273
3442,155751,for,-0.5764092206954956,-0.8264092206954956
3443,155755,for,-0.00039659533649683,-11.875396728515625
3444,155762,for,-0.00039039674447849393,-8.12539005279541
3445,155766,for,-0.00011999329581158236,-12.375120162963867
3446,155773,for,-0.00015753143816255033,-11.000157356262207
3447,1557810,mot,-5.131091117858887,-0.006091015879064798
3448,155797,for,-0.00011212585377506912,-10.875112533569336
3449,155799,for,-0.062145814299583435,-2.812145709991455
3450,1558068,mot,-4.264352798461914,-0.014352714642882347
3451,1558169,for,-8.602024900028482e-05,-13.625085830688477
3452,1558211,for,-8.721228368813172e-05,-15.125086784362793
3453,1558215,for,-0.00011784763046307489,-14.250118255615234
3454,1558312,for,-0.0027221334166824818,-6.002722263336182
3455,1558413,for,-0.001136285369284451,-7.251136302947998
3456,1558571,for,-0.00016277639952022582,-9.375163078308105
3457,1558574,mot,-1.5023009777069092,-0.2523009479045868
3458,1558675,for,-0.0005561320576816797,-7.750555992126465
3459,1558772,for,-7.600714161526412e-05,-13.750076293945312
3460,1558876,mot,-3.7733407020568848,-0.023340633139014244
3461,1558977,for,-0.00010068230039905757,-11.875101089477539
3462,1559067,for,-9.17420256882906e-05,-12.750091552734375
3463,1559166,for,-0.00010235115041723475,-16.250102996826172
3464,1559263,for,-0.00011355629976605996,-9.750113487243652
3465,1559264,for,-0.00013202552509028465,-10.375131607055664
3466,1559365,for,-9.531813702778891e-05,-12.37509536743164
3467,155948,for,-0.011236205697059631,-4.511236190795898
3468,1559673,for,-8.85235276655294e-05,-13.250088691711426
3469,1559762,for,-0.0001307142956648022,-10.875130653381348
3470,1559845,for,-0.00023917861108202487,-12.750239372253418
3471,156072,for,-0.00037311585037969053,-8.500372886657715
3472,156080,for,-0.0006280870293267071,-15.500628471374512
3473,156001,for,-0.0005877026706002653,-8.500587463378906
3474,156002,for,-8.08944896562025e-05,-14.375081062316895
3475,156010,for,-0.00021486106561496854,-11.875214576721191
3476,156011,for,-9.913265239447355e-05,-14.000099182128906
3477,156012,for,-0.0004390134708955884,-8.375438690185547
3478,156040,mot,-9.750203132629395,-0.00020330198458395898
3479,156111,for,-0.000263481488218531,-8.500263214111328
3480,156112,for,-0.0002891066251322627,-8.375288963317871
3481,156113,for,-0.000835716025903821,-7.37583589553833
3482,156142,for,-0.00020187153131701052,-11.500202178955078
3483,156161,for,-8.315936429426074e-05,-14.750082969665527
3484,156180,for,-0.000510260637383908,-9.500510215759277
3485,1562819,for,-0.002454964676871896,-6.12745475769043
3486,1562820,for,-0.00013488641707226634,-13.500134468078613
3487,1562921,for,-0.000157293034135364,-13.500157356262207
3488,1563018,for,-0.00013393278641160578,-13.125133514404297
3489,1563117,for,-0.10044702142477036,-2.350446939468384
3490,1563214,mot,-5.878012180328369,-0.0030124112963676453
3491,1563313,for,-0.0005927092279307544,-7.6255927085876465
3492,1563315,for,-0.0007848527166061103,-7.250784873962402
3493,1563316,for,-0.0001317871210630983,-12.000131607055664
3494,1563412,for,-0.0032412861473858356,-5.753241062164307
3495,1563510,for,-0.0001394161517964676,-11.000139236450195
3496,156362,for,-0.00014978687977418303,-12.250149726867676
3497,156363,for,-0.00012475410767365247,-14.12512493133545
3498,156364,mot,-10.625113487243652,-0.0001137947037932463
3499,156365,for,-0.00031770815257914364,-9.000317573547363
3500,156366,for,-0.00019066639652010053,-12.625190734863281
3501,156367,for,-0.00013214473437983543,-13.12513256072998
3502,156368,for,-0.00022451656695920974,-10.125224113464355
3503,156369,for,-9.984787902794778e-05,-13.625100135803223
3504,156371,for,-0.00013727048644796014,-10.250137329101562
3505,156380,for,-0.023502500727772713,-3.7735025882720947
3506,156381,for,-0.00038682064041495323,-9.500387191772461
3507,156390,for,-0.00010127831774298102,-16.12510108947754
3508,156391,for,-0.00023131117632146925,-10.375231742858887
3509,156392,for,-0.00010068230039905757,-15.250101089477539
3510,156393,for,-8.983476436696947e-05,-15.000089645385742
3511,156394,mot,-2.1274232864379883,-0.12742337584495544
3512,156395,for,-0.0014447571011260152,-6.7514448165893555
3513,156410,for,-0.0001831565605243668,-15.62518310546875
3514,156225,for,-6.52788148727268e-05,-16.250064849853516
3515,156226,for,-6.146429223008454e-05,-14.75006103515625
3516,156234,for,-0.0001222508290084079,-14.3751220703125
3517,156242,for,-9.436450636712834e-05,-14.500094413757324
3518,156243,mot,-3.2882282733917236,-0.03822818771004677
3519,156251,for,-0.00036679807817563415,-8.500367164611816
3520,156260,for,-0.0003410647332202643,-11.500341415405273
3521,156261,for,-0.00015229015843942761,-13.500152587890625
3522,156262,for,-7.696077227592468e-05,-15.875077247619629
3523,156263,for,-9.221884101862088e-05,-16.875091552734375
3524,156264,for,-0.00011784763046307489,-12.875118255615234
3525,156753,for,-0.0001589618914294988,-10.37515926361084
3526,156762,for,-0.00015693542081862688,-11.125157356262207
3527,156780,for,-0.00020544764993246645,-13.000205039978027
3528,156811,for,-0.00016158436483237892,-10.375161170959473
3529,156812,for,-0.00011319868644932285,-12.875113487243652
3530,1564826,mot,-7.001019477844238,-0.001019471324980259
3531,1564827,mot,-9.375139236450195,-0.0001394161517964676
3532,1564828,mot,-3.048680543899536,-0.04868047684431076
3533,1564829,mot,-1.7015730142593384,-0.2015729695558548
3534,1564832,for,-0.10047699511051178,-2.3504769802093506
3535,1564931,for,-7.171581091824919e-05,-14.37507152557373
3536,1565030,for,-7.541112427134067e-05,-14.625075340270996
3537,1565119,for,-0.014644324779510498,-4.264644145965576
3538,1565125,for,-0.00015920029545668513,-13.37515926361084
3539,1565220,for,-0.00022368213103618473,-9.500224113464355
3540,1565221,for,-6.337155355140567e-05,-18.375062942504883
3541,1565222,for,-0.0001005630983854644,-10.625100135803223
3542,1565223,for,-0.00010866894444916397,-14.12510871887207
3543,1565224,for,-0.0001129602751461789,-15.750112533569336
3544,1565317,for,-0.00022761584841646254,-14.250227928161621
3545,1565318,for,-0.005474821198731661,-5.255475044250488
3546,1565413,for,-0.008700374513864517,-4.758700370788574
3547,1565415,for,-6.921253225300461e-05,-13.875069618225098
3548,1565516,for,-0.0002942287246696651,-9.00029468536377
3549,156563,for,-0.0001387009397149086,-15.375138282775879
3550,156568,for,-0.00021903318702243268,-12.125219345092773
3551,1565814,mot,-0.8263114094734192,-0.5763114094734192
3552,156590,for,-9.829823102336377e-05,-16.125099182128906
3553,156600,for,-0.0001410850090906024,-13.000141143798828
3554,156632,mot,-0.8263072371482849,-0.5763072371482849
3555,156651,mot,-7.375985622406006,-0.0009857696713879704
3556,156663,for,-9.436450636712834e-05,-11.875094413757324
3557,156672,for,-0.0010395983699709177,-7.376039505004883
3558,156681,for,-0.0001085497424355708,-17.12510871887207
3559,156690,mot,-4.511270046234131,-0.011270039714872837
3560,156700,for,-0.002361021237447858,-6.252360820770264
3561,156714,for,-0.00044473158777691424,-8.125444412231445
3562,156715,for,-0.00026288547087460756,-13.500263214111328
3563,156723,for,-0.0008002190152183175,-7.375800132751465
3564,156741,for,-0.00012880703434348106,-14.375128746032715
3565,156742,for,-0.0033953944221138954,-5.7533955574035645
3566,157081,for,-0.6932923793792725,-0.6932923793792725
3567,157082,for,-0.030017636716365814,-3.530017614364624
3568,157100,for,-8.828512363834307e-05,-14.875088691711426
3569,157110,for,-0.0001158211671281606,-13.500115394592285
3570,156862,for,-0.00013834332639817148,-15.375138282775879
3571,156881,for,-5.908022285439074e-05,-18.375059127807617
3572,1568911,for,-0.00011343709047650918,-14.500113487243652
3573,1568912,for,-0.03821511194109917,-3.288215160369873
3574,1568913,for,-0.0016448341775685549,-6.626644611358643
3575,156908,for,-0.0185889583081007,-4.018589019775391
3576,156909,for,-0.20192137360572815,-1.7019213438034058
3577,156917,for,-0.0001414426224073395,-12.500141143798828
3578,156925,for,-0.0005284877843223512,-8.500528335571289
3579,156932,for,-0.0001025895617203787,-12.875102996826172
3580,156933,for,-9.674858301877975e-05,-15.375096321105957
3581,156934,for,-9.114600834436715e-05,-17.000091552734375
3582,156946,for,-6.504040356958285e-05,-14.500064849853516
3583,1569510,for,-6.825890159234405e-05,-18.00006866455078
3584,1569614,for,-0.00014776040916331112,-12.000147819519043
3585,1569820,for,-0.0002661039761733264,-13.500266075134277
3586,1569821,mot,-2.1272943019866943,-0.12729427218437195
3587,1569922,for,-0.0003261679667048156,-10.500326156616211
3588,157011,for,-0.002341515850275755,-6.1273417472839355
3589,157012,for,-7.362307223957032e-05,-14.750073432922363
3590,157014,for,-0.0030551888048648834,-5.878055095672607
3591,157015,for,-0.00012308525037951767,-10.625123023986816
3592,157016,for,-0.00019412329129409045,-9.375194549560547
3593,157020,for,-0.0001422770437784493,-14.250142097473145
3594,157036,for,-0.001985140610486269,-6.2519850730896
3595,157045,for,-0.0001182052365038544,-13.250118255615234
3596,157051,for,-0.0001805377542041242,-14.6251802444458
3597,157052,for,-0.00010282796574756503,-16.375102996826172
3598,157053,for,-8.315936429426074e-05,-15.875082969665527
3599,157054,for,-6.921253225300461e-05,-15.250069618225098
3600,157060,for,-7.421908958349377e-05,-17.50007438659668
3601,157061,for,-4.0484450437361374e-05,-16.87504005432129
3602,157062,for,-0.00011796683247666806,-11.875118255615234
3603,157063,for,-0.00010866894444916397,-11.62510871887207
3604,157064,for,-0.00010616567305987701,-14.875105857849121
3605,157134,mot,-4.88275671005249,-0.007756630890071392
3606,157143,mot,-3.2882280349731445,-0.03822796046733856
3607,157152,for,-0.0001940040965564549,-10.62519359588623
3608,157161,for,-0.0005538671393878758,-9.625554084777832
3609,1571811,for,-0.00019543453527148813,-11.000195503234863
3610,157199,for,-0.5763376951217651,-0.8263376951217651
3611,157208,for,-0.3872372508049011,-1.137237310409546
3612,1572010,for,-9.05499910004437e-05,-14.750090599060059
3613,157216,for,-0.00013762809976469725,-14.625137329101562
3614,157217,for,-0.00013536323967855424,-13.00013542175293
3615,157223,for,-0.00010771531378850341,-11.375107765197754
3616,157224,for,-0.00016706773021724075,-11.000166893005371
3617,157235,for,-0.00026085900026373565,-10.750261306762695
3618,1572412,for,-8.304016228066757e-05,-15.375082969665527
3619,157252,for,-0.0029876865446567535,-5.877987861633301
3620,157260,for,-6.599403423024341e-05,-14.875065803527832
3621,157261,for,-0.000116655595775228,-15.625116348266602
3622,157262,for,-0.00010115911572938785,-12.875101089477539
3623,157263,for,-0.00016837897419463843,-11.500168800354004
3624,157270,for,-0.014811238273978233,-4.264811038970947
3625,157271,for,-0.00012047011114191264,-13.000120162963867
3626,157280,for,-0.000473091087769717,-9.250473022460938
3627,157291,for,-0.00014656837447546422,-12.125146865844727
3628,157300,for,-0.049033768475055695,-3.0490338802337646
3629,157301,for,-0.007063442841172218,-5.007063388824463
3630,157302,for,-7.362307223957032e-05,-15.750073432922363
3631,157322,for,-0.0001955537445610389,-14.500195503234863
3632,157323,for,-0.023437868803739548,-3.773437976837158
3633,157341,for,-0.576070249080658,-0.826070249080658
3634,157811,for,-0.00042292833677493036,-8.250422477722168
3635,157812,for,-0.00020342117932159454,-12.750203132629395
3636,157820,for,-0.0004892880679108202,-8.500489234924316
3637,157830,for,-0.00012475410767365247,-11.25012493133545
3638,157870,for,-0.00023178798437584192,-10.625231742858887
3639,157891,mot,-3.529933214187622,-0.029933301731944084
3640,157892,for,-7.111979357432574e-05,-13.00007152557373
3641,157893,for,-0.0001867326645879075,-11.875186920166016
3642,157894,for,-0.00010926496179308742,-11.375109672546387
3643,157895,for,-0.00019007037917617708,-14.000189781188965
3644,1574122,for,-0.00016384923947043717,-10.000164031982422
3645,1574123,for,-0.0005607772618532181,-7.875560760498047
3646,1574124,for,-0.0013333364622667432,-6.876333236694336
3647,1574125,for,-0.00024192029377445579,-12.250242233276367
3648,1574128,for,-0.006962585728615522,-5.006962776184082
3649,1574130,for,-0.006186756305396557,-5.1311869621276855
3650,1574227,for,-0.00026062061078846455,-9.750260353088379
3651,1574229,for,-0.0003261679667048156,-8.750326156616211
3652,1574326,for,-0.0009754245402291417,-7.625975608825684
3653,1574331,for,-0.000193527273950167,-11.37519359588623
3654,1574420,for,-0.0002165299083571881,-13.500216484069824
3655,1574519,for,-0.00028624574770219624,-8.750286102294922
3656,1574618,for,-0.00028421927709132433,-12.375284194946289
3657,1574816,for,-0.2017659842967987,-1.701766014099121
3658,1574915,for,-0.0016273368382826447,-6.626627445220947
3659,1575014,for,-0.3873244822025299,-1.1373244524002075
3660,1575113,for,-0.0019483910873532295,-6.376948356628418
3661,157538,for,-0.0001227276516146958,-11.500123023986816
3662,157541,for,-0.10050705820322037,-2.3505070209503174
3663,1575521,mot,-3.049206018447876,-0.04920605570077896
3664,157571,for,-0.0012147598899900913,-7.001214981079102
3665,157572,mot,-6.751506805419922,-0.0015070053050294518
3666,157573,for,-0.0027819350361824036,-6.002781867980957
3667,157574,for,-0.0031320862472057343,-5.878131866455078
3668,157575,for,-0.0015978184528648853,-6.626597881317139
3669,157576,for,-0.10048453509807587,-2.350484609603882
3670,157577,for,-0.006939382757991552,-5.00693941116333
3671,157580,for,-0.008987394161522388,-4.7589874267578125
3672,157623,for,-8.578184497309849e-05,-15.375085830688477
3673,157624,for,-0.00010735770774772391,-16.000106811523438
3674,157625,for,-0.00035357745946384966,-17.00035285949707
3675,157626,for,-0.00017982252757064998,-13.6251802444458
3676,157632,for,-0.0005800772923976183,-7.750580310821533
3677,157641,for,-9.758300438988954e-05,-16.750097274780273
3678,157650,for,-0.00014561474381480366,-13.87514591217041
3679,157660,for,-0.00013417120499070734,-17.625133514404297
3680,158474,for,-9.865583706414327e-05,-15.12509822845459
3681,158483,for,-0.00020401719666551799,-11.000204086303711
3682,158492,for,-6.909333023941144e-05,-16.75006866455078
3683,158501,for,-0.00012713817704934627,-14.750126838684082
3684,158531,for,-0.00021331508469302207,-9.375213623046875
3685,158532,for,-0.0001911432045744732,-11.875190734863281
3686,158533,for,-0.00010616567305987701,-14.125105857849121
3687,158534,for,-0.0001302374730585143,-13.250130653381348
3688,158535,for,-0.0003992104611825198,-8.375399589538574
3689,158536,for,-0.00019781860464718193,-13.000197410583496
3690,158537,for,-0.00011117222311440855,-11.75011157989502
3691,1585411,for,-0.00152009935118258,-6.626520156860352
3692,1585510,for,-6.492120155598968e-05,-14.375064849853516
3693,1585713,for,-0.00011653638648567721,-17.2501163482666
3694,158580,for,-0.00010616567305987701,-11.625105857849121
3695,158581,for,-0.00011939727846765891,-14.62511920928955
3696,158593,for,-0.00011033779446734115,-14.500110626220703
3697,158602,for,-0.00014048899174667895,-14.000140190124512
3698,158611,for,-0.00040779312257654965,-14.375408172607422
3699,158620,for,-0.0002469158498570323,-13.87524700164795
3700,158621,for,-9.543733904138207e-05,-15.37509536743164
3701,158641,mot,-7.875470161437988,-0.0004703530576080084
3702,158642,mot,-6.252109527587891,-0.0021093362011015415
3703,158680,mot,-2.5790443420410156,-0.07904434204101562
3704,158711,for,-0.03013470210134983,-3.530134677886963
3705,158712,for,-0.0015969875967130065,-6.626596927642822
3706,158720,for,-0.38719725608825684,-1.1371972560882568
3707,158721,for,-0.0001319063303526491,-10.875131607055664
3708,1579099,for,-7.457669562427327e-05,-15.50007438659668
3709,15791100,mot,-6.7513427734375,-0.0013429699465632439
3710,1579297,for,-0.10037413239479065,-2.350374221801758
3711,1579394,for,-0.00027730545843951404,-12.500277519226074
3712,1579495,for,-0.00019018957391381264,-13.875189781188965
3713,1579590,for,-0.00022880789765622467,-12.125228881835938
3714,1579691,for,-7.386147626675665e-05,-16.12507438659668
3715,1579692,for,-0.00013834332639817148,-14.375138282775879
3716,1579785,for,-0.0004020713677164167,-9.250402450561523
3717,1579786,for,-0.0001329791557509452,-15.25013256072998
3718,1579789,for,-7.278864359250292e-05,-12.375072479248047
3719,1579887,mot,-2.812312126159668,-0.06231216341257095
3720,1579888,for,-6.468279752880335e-05,-10.750064849853516
3721,1579983,for,-0.02350296825170517,-3.773503065109253
3722,1579984,for,-0.00027325618430040777,-13.125273704528809
3723,1580075,for,-0.00011594036914175376,-15.250116348266602
3724,1580076,for,-0.000146687583765015,-14.250146865844727
3725,1580078,for,-5.383526149671525e-05,-12.875053405761719
3726,1580081,for,-0.0008266602526418865,-7.250826835632324
3727,1580177,for,-0.023584585636854172,-3.7735846042633057
3728,1580179,for,-0.00014060820103622973,-12.875140190124512
3729,1580180,for,-0.00012654215970542282,-14.250126838684082
3730,1580274,for,-0.014513452537357807,-4.2645134925842285
3731,1580372,for,-0.00882456824183464,-4.758824348449707
3732,1580373,for,-0.00016349162615370005,-11.750163078308105
3733,1580470,for,-0.00017946491425391287,-11.125179290771484
3734,1580569,for,-0.00026169343618676066,-13.625261306762695
3735,1580666,for,-0.00018565983918961138,-13.0001859664917
3736,1580668,for,-0.00012558852904476225,-11.625125885009766
3737,1580765,for,-0.0002932750794570893,-11.125293731689453
3738,1580864,for,-0.000505730917211622,-8.125505447387695
3739,1580961,for,-0.00023059594968799502,-12.12523078918457
3740,1580962,for,-0.00013369438238441944,-10.625133514404297
3741,1580963,for,-7.946405094116926e-05,-14.000079154968262
3742,1581059,for,-0.0017706160433590412,-6.626770496368408
3743,1581060,for,-0.0007843759376555681,-7.500784397125244
3744,1581256,for,-0.008724836632609367,-4.758724689483643
3745,1581357,for,-8.64970643306151e-05,-11.125086784362793
3746,1581455,for,-0.00011415231710998341,-14.250114440917969
3747,1581552,for,-0.00015955790877342224,-10.12515926361084
3748,1581553,for,-0.0003270023735240102,-8.500327110290527
3749,1581554,for,-0.00038074489566497505,-12.125380516052246
3750,1581650,for,-0.0017575257224962115,-6.501757621765137
3751,1581751,for,-0.0001414426224073395,-14.875141143798828
3752,1581847,for,-9.85366350505501e-05,-11.37509822845459
3753,1581848,for,-0.0017992928624153137,-6.3767991065979
3754,1581946,mot,-1.7018406391143799,-0.2018406242132187
3755,1582044,for,-0.00017863049288280308,-12.750178337097168
3756,1582045,for,-0.00013166792632546276,-11.000131607055664
