,id,gpt-4o-mini_translate
496,120704,Investigate the current risks and consequences of joining Plan S in dialogue with the parties and relevant organizations.
497,120705,Incorporate escalation plans for study places and recruitment positions.
498,120706,"Develop an investment plan, queue arrangement for investments, and larger construction and maintenance projects of buildings in the university and college sector, as specified in request decision 375, January 27, 2015."
499,120707,"Come back with a plan for increasing the number of study places at vocational schools, taking into account the growing need for skilled workers in the business sector."
500,120708,To anchor the competence reform in the priorities of the Long-term Plan for Research and Higher Education in order to ensure coherence and consistency in education and competence policy.
501,1207113,"Reduce the proportion of temporary positions among academic staff to the level of the labor market in general, and in collaboration with the sector, develop a binding plan for how the goal will be achieved."
502,120831,Come back to the Storting with a case regarding the signing of the Treaty on the Prohibition of Nuclear Weapons.
503,120832,Participate as an observer in the state party meetings regarding the treaty.
504,120833,Propose a new investigation with a broad consultation round where all aspects of the case can be thoroughly examined.
505,120892,Return to the Storting in an appropriate manner with a proposal that improves the framework conditions for commercial bus transport.
506,120911,"Promote a proposal for the introduction of a system where the state compensates bus companies for social discounts on express bus routes (discounts for children, students, pensioners, conscripts, etc.)."
507,120923,Investigate advanced road pricing in areas where there are good alternatives to private cars.
508,120932,Investigate and plan the implementation of satellite-based road pricing in Norway to replace the current toll system.
509,120941,Investigate road pricing as a replacement for today's tolls and other vehicle-related operating fees.
510,120950,Include an investigation of new technology that can replace the current toll system as part of the review of the current tax system for vehicles.
511,120962,Implement measures and possibly propose necessary legal amendments that ensure the right to full contradiction in the appeal process in the Immigration Appeals Board.
512,120963,Implement the measures and regulatory changes necessary to ensure that a significantly larger number of individuals are given the opportunity to present their case orally during the appeal process in the Immigration Appeals Board.
513,120971,"Conduct a review of the complaint system in the immigration field with the expectation that this will lead to better legal security for asylum seekers, including increased use of contradiction and oral proceedings in the complaint system."
514,120980,Come back to the Parliament with a proposal to amend the Immigration Act so that cases where the decisions of the immigration authorities are declared invalid in the legal system cannot be handled by the head of the board alone when a new decision is to be made.
515,121090,Promote proposals for changes in the law or make necessary regulatory amendments to ensure that women with severe childbirth injuries can obtain the right to compensation or reimbursement.
516,121104,Investigate and propose quality- and competence-based staffing standards in elderly care.
517,121113,"Promote measures that provide municipalities with incentives to strengthen value-based, local leadership in municipal elder care, and inform the Parliament in an appropriate manner."
518,121131,Investigate and implement quality requirements for elderly care in Norwegian municipalities.
519,121132,Consider a solution with dedicated intervention teams that can help municipalities improve the quality of their services.
520,121191,Come back with assessments on how to strengthen the work line for public employees born in the years 1944–1962.
521,121202,"Introduce collective lawsuit rights for trade unions that have members in a business that has hired employees from a staffing agency, cf. § 14-12, so that the trade union can file a lawsuit in its own name regarding the legality of such hiring."
522,121241,Ensure that knowledge about sexual harassment is included in the training of safety representatives and in the training of all those with personnel responsibility in the public sector.
523,121242,"Investigate whether insecure forms of attachment to the labor market, such as temporary employment and hiring, increase the risk of being subjected to sexual harassment and assault, and report back to the Parliament in an appropriate manner."
524,121243,Suggest changes to the Working Environment Act so that the employer's responsibility to prevent and address sexual harassment in the workplace is more clearly stated in Section 4-3 of the Working Environment Act.
525,121244,"Investigate the legal establishment of liability for employers in cases of violation of the protective provision in the Gender Equality and Anti-Discrimination Act § 13, sixth paragraph."
526,121255,Investigate changes to the Working Environment Act and associated regulations to clarify the employer's responsibility to prevent and address sexual harassment in the workplace.
527,121275,"Present a proposal to increase the income threshold for the disabled in connection with the proposal for the state budget for 2020, and additionally provide an assessment of how the current reduction works, based on the objective of giving more people the opportunity to work more, including an evaluation of how a lower reduction rate can contribute."
528,121276,"Propose to raise the income limit before the reduction of child benefits takes effect, and adjust the income limits so that the phasing out occurs more gradually."
529,121277,"Promote a proposal that Nav should better follow up on young people receiving disability benefits, including by granting young disabled individuals the right to labor market measures on par with recipients of work assessment allowance."
530,121281,Review the regulations with the aim of improving the follow-up of young people who are at risk of becoming or have become disability pensioners.
531,121293,Remove the 95 percent cap on the sum of disability benefits and the means-tested child supplement.
532,121304,Present a proposal to increase the tax-free allowance for the disabled in connection with the proposal for the state budget for 2020.
533,121312,"Come back to the Parliament with a proposal regarding the inclusion of disability pensioners in the labor market, which should include an assessment of how the current reduction rules affect the labor participation of disability pensioners. How young disability pensioners can be better supported by Nav through the measures available. How the tightening of the child supplement has impacted different groups of recipients based on income levels."
534,121333,"To establish dedicated groups in multiple police districts tasked with combating hate crime, with the goal of covering the entire country. Each group should have specialized expertise in the field, work systematically against hate crime, ensure the enhancement of knowledge about hate crime among police personnel in their district, and report on the work being done."
535,121334,To establish a national unit with coordination and professional responsibility for hate crime.
536,121342,Consider whether the existing hate crime group in Oslo should be given the mandate and resources to have a more formalized advisory role for the other police districts.
537,121351,Ensure that systematic and mandatory training on hate crime is conducted in all police districts.
538,121450,Draft a proposal for a separate law to protect Bymarka in Trondheim based on the template of the Mark Law.
539,121460,"Investigate the protection of the following waterways and return to the Storting with a proposal for permanent protection of the Gjengedalsvassdraget, Skurvedalsåna, Messingåga, Nundalselvi, Tvinna, Vinda, and Hovda."
540,121592,"Promote an evaluation of the structural measures in the railway reform, as announced in Meld. St. 27 (2014-2015), while simultaneously investigating an integrated model for organizing the railway in Norway."
541,121593,Facilitate the strengthening and further development of NSB AS as a modern transportation company owned by the state.
542,121601,"Put the name change of NSB on hold, and instead prioritize strengthening NSB's brand through better planning and staffing that enables the company to utilize existing materials and infrastructure much better than today."
543,1216512,"Promote a proposal that the Housing Bank's schemes for grants and loans for housing adaptations for families with significant care needs are strengthened to a greater extent than today, both in terms of the size of grants and loans and the conditions for loan repayment."
544,121976,"Promote proposals for a legally mandated right to family support for families with special caregiving challenges, such as single parents with twins, families with triplets, families with children who have serious illnesses or disabilities, or families where there is a serious illness among the parents."
545,121977,"Develop arrangements that ensure families with a disabled child receive prompt and effective assistance, including financial support to adapt their homes to their new life situation."
546,121978,Promote a proposal to incorporate the right to user-controlled personal assistance (BPA) into the National Insurance Scheme and thereby establish BPA as an entitlement for assistance.
547,1219710,Promote a proposal for a regulatory framework for the right to user-controlled personal assistance.
548,1219711,Promote a proposal to incorporate the UN Convention on the Rights of Persons with Disabilities (CRPD) into the Human Rights Act to give the convention precedence in Norwegian law.
549,121675,Promote a proposal for a legal obligation for municipalities to offer family support workers to families with special needs for assistance in acute and specific situations.
550,121684,"Promote a proposal that the Housing Bank's schemes for grants and loans for housing adaptations for families with significant care needs should be adjusted to a greater extent than today to fit the family's financial situation, both in terms of the size of the grants and loans and the conditions for loan repayment."
551,121701,"Conduct a comprehensive review of the arrangements for parents of sick children and children with special needs, with the aim of simplifying and strengthening the rights of families with children, including the development of the family caregiver scheme for parents of young children who have a particular need for assistance in acute and special situations."
552,121702,Initiate the planned investigative work to improve the situation regarding Personal Assistance (BPA) and at the same time ensure that organizations for people with disabilities are guaranteed participation in the investigative group/committee.
553,121703,"Present an action plan for an accessible Norway by 2025, and a universally designed society by 2035, including a concrete plan for financing."
554,121721,"Promote proposals for changes to the Working Environment Act that ensure the law's purpose of safe working conditions by: clarifying the concept of employer in the Working Environment Act, specifying the main rule of permanent and direct employment relationships in Norwegian working life, ensuring that those who have managerial authority also have employer responsibility, strengthening employees' access to co-determination in their own business, and preventing employers from organizing themselves away from employer responsibility by splitting into subsidiaries that do not engage in independent economic activity."
555,121722,"Establish a joint committee to investigate the consequences of the decision in the ""Norwegian case"" for employees' rights. The committee shall propose amendments to the law that maintain the balance between the parties in the labor market by ensuring that the employer's responsibility always lies with the entity to which the employees are in a relationship of dependency and subordination, including control exercised through parent companies and corporate structures. The purpose of this is to ensure worker protection by ensuring that those who exercise managerial authority and enjoy all the benefits of the employment relationship cannot organize themselves away from their employer responsibilities. The investigation shall not be limited to aviation but shall encompass the entire labor market."
556,121731,Ensure that the Guarantee Scheme is made an independent legal entity in the Alpha cases so that dispute resolution is established in Norway.
557,121732,"Ensure that all affected parties – who are and will be impacted by the Alpha bankruptcy – receive coverage under the Occupational Injury Insurance Act, regardless of whether the insurance is taken out directly from Denmark (cross-border operations)."
558,121733,Come back with a proposal to amend the Workers' Compensation Insurance Act so that the injured party is ensured coverage in the event of bankruptcy of an insurance company.
559,121734,"To come back with a proposal to amend the Financial Institutions Act so that membership in the Guarantee Scheme becomes mandatory for insurance sold cross-border from EEA countries, to cover the insured's risk in Norway."
560,121735,That they relate to the societal development that has occurred over the past 30 years.
561,121756,Review current practices and propose necessary changes to ensure that foreign workers in Norway have the same rights in case of occupational injuries as Norwegian workers do.
562,121757,"Ensure that the Norwegian Labour Inspection Authority and the police have sufficient competence and resources to monitor that the wage, working, insurance, and living conditions of foreign workers comply with Norwegian regulations and standards, so that illegal conditions can be uncovered before serious accidents occur, and that the accidents that do happen are adequately documented and investigated."
563,121765,Conduct a comprehensive review of the law on municipal pre-emption rights for rental properties and assess whether there is a need for revision of all or parts of the law.
564,121772,"Propose to amend the law of April 29, 1977, on municipal pre-emption rights to rental properties § 6, so that decisions regarding the municipalities' pre-emption rights must be made within six to eight months after the municipality has received notification according to § 5 first paragraph or § 10 second paragraph."
565,121773,Ensure that the Norwegian State Housing Bank is given the opportunity to provide guarantees or loans for the entire purchase price when tenants wish to exercise their statutory right of first refusal for rental properties.
566,121774,"Promote proposals that ensure residents are given the opportunity to purchase the rental property even when the rental property is part of a larger transaction, for example as part of a real estate company and not just the rental property itself."
567,121780,"Prepare and present to the Storting a proposal to introduce penal provisions in the law of April 29, 1977, on municipal pre-emption rights to rental properties."
568,121920,"Prepare a parliamentary report on how Norway can ensure national ownership in strategically important companies, infrastructure, and technologies."
569,121934,"Develop national guidelines stating that the after-school program (SFO) for children with special needs should be approved as a respite care service with the rights outlined in the Health and Care Services Act, if the parents wish for it."
570,121935,Propose ways to ensure that students with special needs have access to an SFO-like offer in lower secondary school and in upper secondary school.
571,121942,Consider how students with special needs can be ensured a satisfactory and age-appropriate offer after school hours in lower secondary and upper secondary education. Children and young people with special needs must be heard in this process.
572,121943,Ensure that additional expenses resulting from an extended obligation for after-school care for students with disabilities are compensated through the income system.
573,121951,Promote the necessary legislative proposals to ensure that parents of children with disabilities do not have to pay for after-school care after the 4th grade.
574,122031,Ensure that unit prices and total costs for new medications are made public. Any exceptions to the principle of transparency should be based on a specific assessment in each individual case.
575,122032,Ensure that exception-based confidential drug prices are made public after a limited time period.
576,122051,"Ensure that healthcare professionals employed by or working on behalf of the public healthcare system, who also receive fees from the pharmaceutical industry, are registered in an open, searchable register managed by an administrative body under the Ministry of Health and Care Services, such as the Norwegian Medicines Agency."
577,122052,Ensure that there are requirements for the public committees for drug purchases (LIS committees) that professional experts disclose their conflicts of interest during procurement.
578,122062,"Promote a case to the Parliament regarding new economic and structural measures to achieve the intentions of the coordination reform aimed at increased prevention, a strengthened municipal healthcare service, and enhanced collaboration between hospitals and municipalities to ensure patients' needs for comprehensive and coordinated services."
579,122081,Evaluate the collaboration reform.
580,122101,Introduce an option for school nurses to refer to child and adolescent mental health services (BUP).
581,122102,Remove performance-based funding in mental health care.
582,122103,"Present measures to strengthen the collaboration between child and adolescent psychiatry (BUP) and the school health service, and contribute to the realization of collaborative models that enhance interaction between BUP and municipal health services. The foundation for these models must be that the school health service, which follows the school environment and each individual student over a long period, is best positioned to both prevent minor mental health issues and contribute to prompt treatment."
583,122113,"Come back to the Storting with a report on how Norway is working to fulfill its obligations to ensure that unexploded ammunition does not pose a risk to the Libyan civilian population, and how this work has actually led to the mentioned explosives being cleared."
584,122114,Publish information about all bombing targets for airstrikes in Libya that Norway participated in.
585,122115,"Present its justification for all future participation in international operations to the Storting. The report should include a description of the scope and objectives of the contribution, as well as the conditions for withdrawing from the mission."
586,122122,Establish a regular practice of external evaluation after Norway has made significant contributions to international military operations.
587,122126,"Change the practice so that all decisions regarding sending Norwegian contributions to international operations are presented as a matter for voting in the Storting. This matter will not necessarily replace, but complement any briefings in the extended foreign affairs and defense committee."
588,122131,To take the initiative to conduct an evaluation in an appropriate form of Norway's contributions to the anti-ISIL coalition.
589,122153,"Come back to the Storting with proposals on how, within the framework of the Constitution, it can be ensured that the Norwegian Armed Forces are not used outside the country's borders except in cases of self-defense or in missions under UN leadership."
590,122171,Investigate how many were killed and injured by the bombs dropped by Norwegian fighter jets over Libya.
591,122172,"Investigate whether then-Prime Minister Jens Stoltenberg disregarded the Ministry of Defence's assessment of international law and constitutional matters regarding Norway's involvement in the war against Libya when he stated in the Parliament on March 29, 2011, that 'Norway is not at war in an international law sense.'"
592,122191,"Present the announced investigation of how Norway, as part of a broad, pan-European solution, can contribute to the development of a sanctions regime against individuals for serious violations of human rights."
593,1222210,Ensure that the number of preparedness-ready areas is significantly increased going forward.
594,122235,Halt all ongoing downsizing processes in the Home Guard.
595,122236,"Promote a proposal to increase the Home Guard to 45,000 soldiers."
596,122237,Promote a proposal to reestablish the Coastal Home Guard.
597,122238,"Complaining that the goal of two police officers per 1,000 inhabitants is set per police district."
598,122239,"Complaining that funds are allocated to expedite the work of establishing better basic security for objects that need protection, so that this is completed by 2022 at the latest."
599,122244,Establish a committee to conduct a thorough analysis of the police's staffing and resource needs based on the development of tasks in recent years and analyses of the police's expected future tasks.
600,122261,Allocate resources to ensure progress in the work of improving cooperation between the police and the Armed Forces.
601,122262,Ensure the transport readiness of the police in Northern Norway on a permanent basis.
602,122263,"Ensure that objects requiring protection are secured as soon as possible in accordance with laws and regulations, and report regularly to the Parliament on the progress of the work and the budgetary resources needed to achieve the goal as quickly as possible."
603,122293,"Initiate a partnership with the parties in the labor market, which by October 1, 2019, is tasked with delivering solutions for equal pay, including a possible equal pay fund in the public sector, measures to increase full-time employment, and measures to counteract the gender-segregated labor market."
604,122294,"Return to the Storting at the earliest opportunity with a binding escalation plan for equal pay, including proposals for financing."
605,122301,"Start a tripartite program for increased equality together with the parties in the labor market, which will receive annual funding from the national budget."
606,122302,"Investigate how a pay equity standard and certification scheme, modeled after Iceland, can be implemented in Norway, with the goal of ensuring that both private companies and public institutions adopt measures that reduce the remaining wage gaps between genders."
607,122323,"Promote a case for ensuring that children and young people have access to open and free leisure activities in all municipalities, for example through legislation, which ensures municipal freedom to design their own solutions in collaboration with the voluntary sector, but with requirements for basic staffing and competence, as well as young people's right to participate."
608,122324,Reintroduce the establishment support for leisure clubs and youth houses as an incentive scheme for municipalities.
609,122325,Consider supplementing the cost key for municipalities with a separate item for leisure.
610,122326,"Establish a national grant scheme for discounts on cultural offerings and leisure activities, where funds are allocated to county municipalities and municipalities to provide discounts to all children and young people under 20 years of age in collaboration with local actors in sports, volunteer organizations, cultural actors, and others."
611,122331,"Ensure that a comprehensive plan is developed for equipment centers/equipment arrangements, which includes a national mapping of the current offerings and the development of guiding principles for quality, accessibility, and children's safety and privacy, and where measures are implemented to facilitate that all children and young people have access to an equipment center, including young people with various disabilities."
612,122342,"Ensure that all children and young people have access to a resource center where the equipment available for loan is of good quality, and the safety and privacy of the borrowers are prioritized. Accessibility must also include young people with various disabilities."
613,122366,Develop a four-year escalation plan with earmarked funds to increase staffing in the municipal child welfare services in the proposal for the state budget for 2020.
614,122367,Introduce a guideline staffing norm where caseworkers with administrative functions (function 244) in the municipal child welfare services cannot be responsible for more than a maximum of 9–15 children.
615,122368,Investigate a lower staffing limit for the number of full-time equivalents in the municipal child welfare services and report back to the Parliament in an appropriate manner by 2020.
616,122372,"Promote a case for a new management model for child welfare services where the municipalities' statutory tasks are continued and strengthened, where the regional tasks of the Norwegian Child Welfare Agency (Bufetat) are transferred to the county municipalities, where the Norwegian Directorate for Children, Youth and Family Affairs (Bufdir) is dissolved, and the Ministry of Children and Equality is given overall responsibility as legislator, budget holder, and facilitator of control and supervision tasks, and where the role of the County Governor as the control and supervisory authority is strengthened."
617,122383,"Ensure that all children and young people who are considered for placement in foster care/institution receive a health assessment/conversation as early as possible to ensure mapping, prevention, and early follow-up of any emotional or behavioral problems and mental difficulties or disorders."
618,122394,Promote a case for legislating that the child's needs and mental health must always be thoroughly assessed before placement in foster care or in a child welfare institution.
619,122395,"Promote a case for legislating cooperation agreements between child welfare services, health institutions (substance abuse and psychiatry), and municipalities with requirements for content, including procedures for cross-sector placements and dispute resolution arrangements."
620,122401,Develop a four-year escalation plan aimed at increasing staffing in the municipal child welfare services.
621,122450,"Make a new assessment of the approved changes in the taxation and reporting of non-cash benefits and return to the Parliament with a new proposal that takes into account the need for broad tax bases, reduced bureaucracy, and simplification of reporting."
622,122483,Investigate a scheme where the state leases concessions to smaller companies.
623,122501,Ensure that the right to engage in aquaculture in our common pasture is time-limited.
624,122502,"Conduct an investigation aimed at introducing a time limit on new aquaculture licenses, and report back to the Parliament with proposals on how this can be implemented. The licenses must have a duration and transitional arrangements that provide predictability for investments, innovation, and responsible operations. Such an investigation should also include an assessment of the duration of already granted licenses, and whether a time limit can be imposed on these."
625,122516,"Prohibit the dumping of lice treatments, chemicals, and pharmaceuticals from aquaculture facilities into the sea and fjords."
626,122517,"Review the damage that aquaculture has done to the marine environment, implement measures to rebuild reduced stocks along the coast, and significantly increase research in the area. This includes, among other things: a) systematically reviewing the quantities and concentrations that have been released in prohibited areas for shrimp and spawning grounds, b) investigating whether lower levels of zooplankton along the coast may be the reason why migratory fish in search of food (herring, cod, haddock, mackerel) are absent from the fjords, c) requiring fish farming vessels to provide detailed electronic reporting similar to what is currently required of fishing vessels. All information must be made publicly available so that the public has the opportunity to monitor the activities, and d) promoting a plan for the rebuilding of shrimp stocks along the coast, which have suffered from negative consequences due to aquaculture activities."
627,122522,"Ensure that the tightening of the use of medications against salmon lice in spawning areas, which is currently under consultation, also applies to spawning grounds."
628,122523,Reassess the current regulations for medications against salmon lice based on the precautionary principle and tighten regulations that are not in line with this.
629,122524,"Present a case for banning the discharge of pharmaceuticals from aquaculture facilities that are not explicitly authorized in each individual facility's discharge permit under the Pollution Control Act. To safeguard fish welfare or prevent the spread of disease, a system for expedited approval of permits for special needs may be introduced."
630,122525,"Review the damage that aquaculture has done to the marine environment, investigate what can be done to rebuild reduced populations along the coast, and significantly ramp up research in the area."
631,122541,"Review the regulations for the discharge of lice treatments and pharmaceuticals, and ensure that the regulations reduce the negative impact of aquaculture on fish and marine life. This includes ensuring clearer regulation of the discharge of lice treatments, chemicals, and pharmaceuticals."
632,1225512,Allocate new aquaculture licenses based on closed technology.
633,1225513,Present a plan for the transition to closed technology at all aquaculture facilities currently operating with open cages.
634,1225614,Ensure that the 'traffic light system' requires a reduction in the number of fish when increased mortality from all human impact exceeds 10 percent.
635,122576,"Issue new permits for facilities without emissions of fish, lice, medications, feed residues, organic waste, or greenhouse gases, and create a plan for existing facilities to meet similar requirements."
636,122577,"Require labeling or tracking of farmed salmon, so that escaped salmon can always be traced back to the facility they escaped from."
637,122578,Tighten the requirements for the traffic light system so that they align with the standards set in the quality norm for wild salmon.
638,122579,"Develop a regulatory system for the aquaculture industry based on environmental indicators that takes into account all significant local environmental and animal welfare issues arising from the current aquaculture practices. This must include, among other things, escapes, discharge of biological waste, copper and delousing chemicals, as well as mortality, disease/injuries/health, and behavioral disturbances for farmed fish and cleaner fish in the cages."
639,1225710,Review the need for the establishment of new gene banks for endangered wild salmon populations in Norway to ensure that no wild salmon stocks are lost.
640,1225711,Totally ban the use of toxic copper impregnation and chitin synthesis inhibitors in aquaculture facilities that destroy the surrounding marine ecosystems.
641,122591,Develop methods for tracking escaped farmed salmon.
642,122592,Further develop and improve the traffic light system with additional environmental indicators.
643,122593,Ensure that the criteria for new allocation rounds for development concessions are presented to the Parliament.
644,122594,Investigate and assess a stricter regulatory framework for the use of copper impregnation and chitin synthesis inhibitors in aquaculture facilities.
645,122595,Review the need for gene banks for endangered wild salmon and sea trout populations in Norway to ensure that no salmon or sea trout populations are lost.
646,122603,"Come back to the Parliament with a plan for how the redistribution of quotas from the trawler fleet to the coastal fleet can prioritize group II, boats under 11 meters that are in the registration list, so that they receive at least 50% of the redistributed quotas."
647,122612,"Come back to the Parliament with a proposal to abolish the cod trawling licenses with bidding and processing obligations, and to redistribute the associated cod and haddock quotas to the coastal fleet. The new quotas should be non-transferable and tied to a county or region. The redistribution of quotas should take a maximum of 15–30 years, in line with the obligation commission's determination that this is the duration of the current trawling licenses."
648,122624,Ensure that the obligation to offer for the quotas covered by this is converted to a delivery obligation until the cod trawling licenses are possibly discontinued.
649,122625,Ensure that the processing obligation for the quotas covered by this is maintained until the cod trawling licenses are possibly terminated.
650,122636,"Come back to the Parliament with a proposal on how the fishing fleet can ensure stable deliveries to the fish reception facilities along the coast, so that year-round operations are possible, including through the scheduling of quotas."
651,122647,"To enforce the quota system to ensure that these trawlers actually deliver fish to the local communities in accordance with the intention of the quota system. The alternative will be, if this does not happen within two years, that quotas are returned from these companies to the coastal fleet."
652,122651,Conduct an investigation and assessment of a scheme for the reversion of fishing rights from the trawler fleet as one of the alternatives for the obligation system.
653,122674,Stop the reduction of bed capacity and increase the daily capacity in mental health care.
654,122683,"Ensure that the number of psychiatric beds is not further reduced before the Parliament has addressed the new national health and hospital plan, which assumes that this issue will be given thorough and comprehensive consideration."
655,122701,Ensure that all plans and decisions in health enterprises to weaken or close district psychiatric centers and/or child and adolescent psychiatric outpatient clinics are put on hold until the Parliament has reviewed the new national health and hospital plan.
656,122702,"Ensure that municipalities are better equipped to take on the responsibilities they have been given in mental health care, through good collaboration with specialist health services, further development of professional competence, and strengthening the municipalities' finances."
657,122714,"Set a goal that by 2024, at least 75% of infants in Norway will receive breast milk in accordance with the Norwegian Directorate of Health's professional guidelines for infant nutrition, and return to the Parliament in 2019 with a comprehensive review of measures to achieve this breastfeeding rate among infants."
658,122725,"Stop cuts in the average length of hospital stay for postpartum women after childbirth, and instead increase it."
659,122731,"Ensure that all postpartum women are given the opportunity to stay in the maternity ward at the hospital for the time it normally takes to establish breastfeeding, which is typically three to five days for first-time mothers."
660,122732,"Ensure that the health enterprises have formal responsibility for postpartum care from the 1st to the 5th day after birth. In the case of early discharge, the health enterprise must be responsible for ensuring that the woman and the newborn receive follow-up care from a midwife upon returning home."
661,122733,Strengthen the midwifery coverage in the municipalities.
662,122750,"To present a new, overarching parliamentary report on quality and patient safety in health and care services, with specific goals and measures that are followed up with annual reports."
663,122831,Conduct a comprehensive revision of the reindeer herding law and present it to the Parliament for consideration.
664,122842,Propose an amendment to the reindeer herding law that establishes a basic deduction. The goal is to protect the smallest units and increase recruitment to the industry.
665,122871,"Present to the Storting a plan for climate adaptation in agriculture. The goal is to maintain and strengthen the self-sufficiency of agricultural products in the face of climate change. The plan should be based on the following: 1. proposals on how arable land across the country can be used and adapted to climate change to increase productivity and improve agronomy, 2. concrete measures to implement an expansion with sufficient stocks of seeds and grass seeds, 3. an evaluation of how quota and structural development affects vulnerability and preparedness in the face of climate change, including how this impacts dependence on purchasing feed and the possibilities for grazing throughout the country, 4. measures for enhanced Norwegian feed development based on Norwegian resources, including opportunities for utilizing Norwegian proteins from crop rotation for increased productivity and good agronomy, 5. measures that can contribute to increased investments in upgrading waterways and appropriate new investments in irrigation systems, with particular emphasis on communal facilities."
666,122872,Present a proposal for a climate fund for agriculture based on the model of the forestry fund.
667,122873,Ensure that a plan for climate adaptation in agriculture also includes measures to safeguard Norwegian livestock and actions to preserve and develop the genetic resources of useful plants through reproduction in line with changes in climate and local production conditions.
668,122890,"Establish a public committee to investigate possible alternatives to the current EEA agreement. All alternatives that maintain the ability to trade with the EU, without a similarly strong obligation to implement EU legislation as with the current EEA agreement, will be considered. The committee will assess the alternatives based on how well they contribute to addressing the challenges of social dumping in the labor market, and how well the alternatives uphold democracy compared to the current EEA agreement, while also evaluating the consequences for Norwegian business. The committee is to complete its work by the end of 2020."
669,123018,"Put a stop to all attempts to deduct the extra housing support payment for high electricity bills from financial social assistance or other benefits, as we have already seen examples of in a letter from Nav Sandnes dated April 12, 2019."
670,123036,"Ensure equal treatment of all who needed housing support during the winter of 2018/2019, and ensure that those who did not qualify for housing support in February 2019, but who qualified for it in at least one of the other winter months, receive a corresponding extra amount."
671,123045,Ensure that additional housing support payments to cover high electricity costs do not result in deductions from other benefits these individuals receive from the municipalities.
672,123054,"Increase the housing cost ceiling and/or other elements in the housing support scheme for the calculation of housing support, so that more people qualify for the scheme and at least at the level of the proportion of the population that received housing support in 2013."
673,123063,"Change the housing benefit ceiling and, if necessary, adjust other elements of the housing support scheme for the calculation of housing support, so that more people qualify for the scheme."
674,123081,Establish a temporary arrangement where those who currently do not receive housing support can apply for coverage of high heating costs if they have low income and high housing expenses.
675,123082,Change the housing support scheme so that heating expenses are included in the calculation of the paid housing support for all recipient groups.
676,123096,"Promote proposals that impose shared employer liability on the franchisor with the franchisee, so that the franchisor is held accountable as the employer counterpart."
677,123097,Promote proposals that also impose financial responsibility on the franchisor for the franchise operations.
678,123105,Present a bill that ensures that disputes related to franchise and other retail businesses in Norway shall be resolved according to Norwegian law and in a court in Norway.
679,123108,Promote proposals that can ensure as much transparency as possible regarding franchise contracts and similar business agreements.
680,123109,Introduce requirements for Norwegian companies to report on climate-related risks according to the framework developed by the Task Force on Climate-related Financial Disclosures (TCFD) in their regular corporate reporting.
681,1231010,"Propose to extend the right of complaint to 6 years, compared to the current two and five years in the Consumer Purchase Act."
682,1231011,Promote a proposal for regulations to increase the seller's burden of proof from six months to two years in the Consumer Purchase Act.
683,1231012,"Introduce producer responsibility for more types of products and materials than today, in order to hold producers accountable for eco-design, material consumption, and increased material recycling."
684,123114,"Implement measures, including a scheme for state restructuring funds, to address the transition for employees in sectors facing rapid and significant structural changes, and report on this work already in the revised national budget for 2019."
685,123121,Present a parliamentary report on the food industry.
686,123122,Propose a ban on the use of return commissions.
687,123123,Investigate and assess measures to ensure ethical minimum standards for goods traded in Norway.
688,123442,"Conduct an investigation of the Ullevål site’s potential for development and the consolidation of the operations at Oslo University Hospital, so that the site alternatives can be compared, and report back to the Parliament in an appropriate manner. Any plans for the sale of the Ullevål site will be put on hold until this is completed."
689,123451,To prioritize the work on a new local hospital for the entire Groruddalen at Aker.
690,123464,"Ensure that the electrification of previously constructed phases of Johan Sverdrup occurs through the development of offshore wind, not through electric power from the mainland."
691,123473,"Implement a gradual and systematic phase-out of the Norwegian oil and gas industry over a 15-year period, as well as to halt the announcement and allocation of new exploration and production licenses."
692,123482,"Halt the expansion of the Johan Sverdrup field's second phase, while companies are required to continue the development of the area solution for power from land."
693,123491,Ensure that the Ministry of Petroleum and Energy's environmental assessments of the consultation responses related to the allocation of extraction permits for petroleum activities are made public.
694,123520,Obtain an independent evaluation of the competitive situation on the Norwegian continental shelf. The evaluation must pay particular attention to Equinor's dominant position and market power.
695,1232711,Promote the necessary proposals to introduce independent withdrawal rights for parental benefits for the father's quota.
696,123289,"Suggest that the prevention and follow-up of sexual harassment should be included in the provisions of the Working Environment Act regarding health, environment, and safety (HMS), and that the work against sexual harassment should be mandated and prioritized highly in other HMS efforts, including through training of safety representatives."
697,1232810,"Develop and implement a program for the prevention of sexual harassment in schools, which includes action plans and guidelines for handling sexual harassment in all schools."
698,123297,To create a social contract that commits to active integration efforts and contributions to prevent negative social control in all faith and belief communities that receive public funding. The contract will be developed in collaboration with the organizations of faith and belief communities.
699,123303,Develop a recruitment strategy to counteract gender inequalities in education and the workforce.
700,123304,To develop a program aimed at combating negative attitudes and social control against LGBTI+ individuals. The program is being developed in collaboration with organizations working in the field and will ensure good integration and strengthening of education about LGBTI+ in the training for people in the introduction scheme.
