,id,gpt-4o-mini_translate
2372,1453021,"The Parliament requests the government to establish a permanent basic funding for the coordination function of decentralized higher education, which is currently operated through the study centers."
2373,1453116,"The Storting asks the government in its proposal for the state budget for 2021 to increase the revenues of the municipal sector by a minimum of 4 billion kroner beyond the government's proposal in the Municipal Proposition 2021, of which 1 billion is justified by the maintenance of county roads."
2374,1453215,The Parliament requests the government to follow up on the decision made during the consideration of the state budget for 2020 to expand the pilot program for state funding of elderly care to include six new municipalities.
2375,1453312,"The Parliament requests the government to change the framework grants to the same model as before 2015, where all municipalities receive an equal basic grant and the small municipality grant is reintroduced."
2376,1453313,The Parliament requests the government to propose changes to the income system so that urban grants and growth grants are financed as an addition to the framework without deductions from all municipalities.
2377,1453414,"The Parliament requests the government to conduct a review of the scheme for resource-demanding services and ensure that all relevant costs incurred by municipalities in the scheme are included as the basis for the municipal co-payment. Furthermore, the government should further investigate and present a step 2 in the top financing scheme with a maximum amount per inhabitant, and return to the Parliament in connection with the state budget for 2021."
2378,1453511,The Parliament requests the government in the proposal for the state budget for 2021 to increase the revenues of the municipal sector by 3 billion kroner beyond the government's proposal in the Municipal Proposition 2021.
2379,145368,The Parliament requests the government to ensure that the reduced wage and price growth from 2020 does not affect the income framework for 2021.
2380,145369,The Parliament requests the government to ensure that full compensation is provided at the municipal and county level for the loss of expected tax revenue in the state budget for 2020.
2381,1453610,The Parliament requests the government to define crisis centers as national critical infrastructure.
2382,145377,"The Parliament requests the government to ensure that municipalities and county municipalities are compensated for the effects of tax shortfalls, loss of income, including compensation for the loss of parental fees, and additional expenses related to the COVID-19 pandemic."
2383,145384,"The Parliament requests the government, subject to a decision on additional appropriations for the ferry counties under chapter 572 item 60 during the consideration of the Revised National Budget 2020, to ensure that this appropriation is distributed so that one third is allocated according to the ferry criteria in the cost key and two thirds based on ferry connections that have adopted electric ferries by 2020."
2384,145391,"The Parliament requests the government to make new assessments of the need for compensation to the municipal sector in light of new information regarding both additional expenses and loss of income in the municipal sector, developments in tax revenue, and wage/price developments, and to return to the Parliament in connection with the new adjustments to the state budget for 2020, and if possible, provide an update in the proposal for the state budget for 2021."
2385,145392,The Parliament requests the government to present an analysis of the overall economic consequences of the coronavirus pandemic for the municipal sector in 2020 in the Revised National Budget 2021/municipal proposition 2022.
2386,145405,"The Parliament requests the government, in the proposal for the state budget for 2021, to review the arrangements for maintenance and investment in the county road network, and to consider strengthening these so that the county municipalities can make more investments and maintain the road network to a greater extent than today."
2387,145406,"The Parliament requests the government, in the proposal for the state budget for 2021, to provide an update on the situation for public transport and how the county municipalities are compensated for reduced revenues due to infection control measures that reduce capacity."
2388,145410,"The Parliament requests the government to ensure that the funding for volunteer centers continues with a special allocation also after 2021, in order to secure financing for volunteer centers in both small and large municipalities."
2389,1454224,The Parliament requests the government to ensure that the funding for volunteer centers is transferred to a designated grant in the Ministry of Culture's budget from 2021 to secure financing for volunteer centers in both small and large municipalities.
2390,145430,The Parliament requests the government to ensure that there is full compensation for lost income and increased expenses related to the coronavirus situation in municipalities and county municipalities.
2391,145431,The Parliament requests the government to ensure that the municipalities' and county municipalities' unforeseen extra expenses in 2021 related to the COVID-19 situation are addressed through proposals for special appropriations beyond the ordinary municipal arrangements.
2392,145432,"The Parliament requests the government to ensure that the regional center grant is abolished, as it is not in line with the Parliament's decision that the income system should not be used to continue the municipal reform."
2393,145433,The Parliament requests the government to postpone changes to the cost-sharing keys for primary education until the follow-up of the expert committee's review of the municipal income system.
2394,145434,The Parliament requests the government to ensure e-voting solutions in polling places for the blind and visually impaired in the upcoming municipal/regional elections and parliamentary elections.
2395,145435,The Parliament requests the government to abolish the pilot scheme for state funding of care services.
2396,145443,"The Parliament requests the government to appropriately illuminate and facilitate mechanisms in the top financing scheme for resource-intensive services in municipalities, which safeguard smaller municipalities with a large number of users of resource-intensive services."
2397,145450,"The Parliament requests the government to update the guidelines for the ferry replacement scheme so that ferry connections consisting of several routes, where only parts of the connection are relevant for replacement, are calculated as if the entire ferry connection is being replaced, as long as the entire connection is being discontinued."
2398,145451,"The Parliament requests the government to present a separate grant scheme in connection with the ferry replacement scheme that can alleviate interest costs in the first years after a ferry replacement project is completed, and to return with proposed amendments in the draft state budget for 2021."
2399,145641,"The Storting asks the government, in the event of any cross-border discoveries north of areas where petroleum activities are currently permitted, to quickly assess how to best safeguard Norwegian interests, including the need to initiate an opening process for relevant areas."
2400,145670,"The Parliament requests the government to immediately ensure the removal of large carnivores in, and in connection with, the calving areas of domestic reindeer."
2401,146531,"The Parliament requests the government to ensure that a plan for escalation is developed in connection with the agricultural settlement of 2021 to strengthen preparedness, self-sufficiency, and rural agriculture."
2402,146543,The Parliament requests the government in the agricultural settlement of 2021 to increase the subsidies and investment support for smaller vegetable producers.
2403,146544,"The Parliament requests the government in the agricultural settlement of 2021 to increase the target price for grain without an increase in the price reduction for compound feed, in order to encourage more sustainable animal husbandry with less use of compound feed, and more use of roughage and pasture grazing."
2404,146545,The Parliament requests the government in the agricultural settlement of 2021 to increase the grazing and grass subsidy to shift feed from concentrated feed to Norwegian-produced grass.
2405,146546,"The Parliament requests the government to increase support for the information offices for grains, fruits, and vegetables to stimulate increased demand for Norwegian-produced plant-based food."
2406,146557,"The Parliament requests the government to review the customs protection for potatoes, fruits, and vegetables, and to consider proposing a change from specific duties to ad valorem duties for fruits and vegetables that can be grown in Norway, as well as for potatoes."
2407,146562,"The Parliament requests the government to return to the Parliament during 2020 with a new proposal regarding the cultivation of wetlands, which establishes that conditions for new cultivation should take into account climate, food production, and biodiversity."
2408,146587,"The Parliament requests the government to only accept the county municipality as the guarantor for the project in Prop. 38 S (2019–2020), as is the usual practice for large road projects, and that further progress depends on this."
2409,146594,The Parliament requests the government to engage in dialogue with Viken County Municipality and Oslo Municipality to find agreed solutions to the transportation challenges in the West Corridor.
2410,146606,The Parliament asks the government to review the project with the aim of significant cost reductions and reduced toll fees for motorists.
2411,146612,"The Parliament requests the government to review the project with the aim of reducing costs, without leading to reduced road capacity or other disadvantages for motorists."
2412,146613,"The Parliament requests the government to consider new technologies and alternative solutions that can reduce the cost requirements related to public transport solutions, for example between Fornebu and Lysaker."
2413,14568198,The Parliament requests the government to extend the temporary arrangement for full wage compensation (up to 6 G) for a minimum of 20 days in the event of layoffs until the end of the year.
2414,14568207,The Parliament requests the government to establish a state investment company with the aim of ensuring public ownership in pharmaceutical production.
2415,14569196,The Parliament requests the government to extend the improvements in the unemployment benefit regulations until the end of the budget year.
2416,14569201,"The Parliament requests the government to reintroduce the holiday supplement in the unemployment benefit scheme, with earnings starting from the income year 2020."
2417,14569202,The Parliament requests the government to ensure that income from the scheme with full wage compensation (up to 6 G) for 20 days during layoffs counts towards the accrual of holiday pay to be paid out in 2021.
2418,14569214,"The Parliament requests the government to remove the limit of 25,000 kroner in lost income to qualify for support through the compensation scheme for voluntary organizations and sports. This is to include small organizations or organizations with low income in the scheme."
2419,14570199,"The Parliament requests the government to implement the necessary changes to ensure that the work assessment allowance scheme operates in accordance with the National Insurance Act § 1-1 (Purpose), so that no one loses the right to work assessment allowance before they have been fully assessed for work or benefits."
2420,14570203,The Parliament requests the government to return to the Parliament in connection with the state budget for 2021 with proposals for permanent increases in the rates for social benefits and allowances from the National Insurance Scheme.
2421,14570209,"The Parliament requests the government to ensure that municipalities exclude the entire child benefit from the income basis when calculating social assistance, and to allocate funds for compensation for this in the state budget for 2021."
2422,14570211,The Parliament requests the government to ensure that the soldiers from the Home Guard's operational units receive the holiday pay they have earned from 2005 onwards.
2423,14571200,The Parliament requests the government to ensure that individuals who do not meet the requirements for other income support schemes are provided with financial social assistance without regard to economic means testing according to the provision in § 18 of the Social Services Act.
2424,14571206,"The Parliament requests the government, in connection with the state budget for 2021, to present a case for the establishment of a six-hour workday fund for the implementation of pilot projects with shorter working hours in municipal management as a measure for increased employment and better working conditions."
2425,14572208,The Parliament requests the government to ensure that the price of dental treatment does not increase as a result of additional costs for infection control.
2426,14572213,The Parliament requests the government to ensure that the deposit system for washing and issuing of body-close clothing in the Army in Northern Norway is restored.
2427,14573197,"The Parliament requests the government to extend the scheme whereby unemployment benefits are increased to 80% of the benefit basis up to 3 G, and then 62.4% of the benefit basis over 3 G and up to 6 G, to apply to all unemployment benefit recipients. The change will take effect immediately."
2428,14575212,The Parliament requests the government to reorganize cleaning services in the defense sector under the Defense's own management once again.
2429,14576193,"The Parliament requests the government to return in connection with the state budget for 2021 with a proposal to reintroduce a CO2 tax on natural gas and LPG for chemical reduction or electrolysis, metallurgical and mineralogical processes, while also promoting a proposal for CO2 compensation for the industries that will be subject to the tax. The compensation scheme is expected to be designed in such a way that companies will still have an incentive to reduce their emissions."
2430,14577178,"The Parliament requests the government to propose a scheme that entails converting the entire additional loan for students who can document loss of income due to the pandemic into a grant, cf. the decision on additional loans with partial conversion to grants for students during the consideration of Innst. 233 S (2019–2020)."
2431,14577181,"The Storting asks the government to increase the number of resettled refugees in 2020 by 1,500 and to quickly, preferably in 2020, bring 1,500 individuals among unaccompanied minors, families with children, and other vulnerable groups from Moria and other refugee camps in Greece."
2432,14577186,"The Parliament requests the government to establish a completely new chapter 576 Maintenance and Rehabilitation, new item 60 Maintenance and Rehabilitation, so that the maintenance, rehabilitation, and upgrading of buildings and facilities will contribute to environmental upgrading, energy efficiency, and market growth for green buildings and environmental rehabilitation that exceed the current regulatory requirements."
2433,14577194,"The Parliament requests the government to investigate and assess the right of reversion for access to the community's natural resources, both for quotas on wild populations and for concessions for aquaculture sites."
2434,14578179,The Parliament requests the government to expand the organizer support scheme to also compensate the entire supply chain for concerts and performing arts events.
2435,14578182,"The Parliament requests the government to ensure that the working group tasked with providing professional assessments of the economic consequences that the coronavirus outbreak has had for the municipalities delivers interim reports until they submit their final report by April 1, 2021, including updated data in connection with the processing of the state budget for 2021."
2436,14578183,"The Parliament requests the government to ensure that municipalities and county municipalities are fully compensated for the overall effects of tax shortfalls, loss of income, and additional expenses related to the coronavirus pandemic."
2437,14578184,"The Parliament requests the government to make new assessments of the need for compensation to the municipal sector in light of new information regarding both additional expenses and loss of income in the municipal sector, developments in tax revenue, and wage/price developments, and to submit proposals on this to the Parliament early in the autumn of 2020, as well as in connection with the new adjustments to the state budget for 2020."
2438,14578187,The Parliament requests the government to investigate the appropriateness of amending § 11-7 of the Local Government Act in order to assess the potential and consequences of increased digital implementation of meetings in elected bodies at the municipal and county level.
2439,14578189,"The Parliament requests the government to change the conditions of the government's compensation scheme so that it better meets the needs of children's and youth organizations, allowing significantly more of LNU's member organizations than today to apply for compensation for lost income due to the coronavirus outbreak."
2440,14579180,"The Parliament requests the government to change the rules for obtaining compensation as a seasonal business in the cultural sector, so that the scheme is more effective, including by removing the requirement that the activity takes place outdoors, and by lowering the 80% requirement for the share of revenue within a period of a maximum of six months."
2441,14579192,"The Parliament requests the government to increase the sub-requirement for advanced biofuels from July 1, 2020, beyond the proposed requirement of 6.1%, in order to reduce the risk of blending biofuels with a high deforestation risk."
2442,14580185,The Parliament requests the government to present a final analysis of the overall economic consequences of the coronavirus pandemic for the municipal sector in 2020 in the revised national budget 2021/municipal proposition 2022.
2443,14580188,"The Parliament requests the government to develop a scheme for a basic income based on an annual income of 2 G, which can be paid out immediately during periods of long processing times and delayed benefit payments. Once the application has been fully processed and the benefit has been calculated, the applicant shall receive any outstanding amount for the period as a retroactive payment."
2444,14580191,"The Parliament requests the government to increase the requirement for the share of advanced biofuels within the blending mandate to a level that ensures that conventional biofuels make up a maximum of 6%, starting from January 1, 2021, in order to avoid the use of biofuels with a high deforestation risk."
2445,14581138,"The Parliament requests the government to return with a proposal for a new model for option taxation for startup companies where qualifying businesses have up to 50 full-time equivalents, a maximum revenue of 70 million kroner, and where companies up to 12 years old are included."
2446,14581157,"The Parliament requests the government to ensure that the local developer's negotiated contract is implemented, starting in the fall of 2020."
2447,14584150,"The Parliament requests the government to start planning the construction of a bypass in Kongsvinger and to propose funding to realize the construction project in connection with the state budget for 2021. In this regard, a strategy should be developed to realize an international freight corridor through Kongsvinger."
2448,14584155,The Parliament requests the government to develop a plan for the expansion of high-speed broadband and to present this in connection with the state budget for 2021.
2449,14584162,The Parliament requests the government to ensure that all laid-off and unemployed individuals maintain the temporary conditions and unemployment benefit rates throughout 2020.
2450,14584168,"The Parliament requests the government to change the regulations for Jobbsjansen, so that women who are dependent on social assistance can also participate in the program."
2451,14584169,"The Parliament requests the government to ensure that supplier costs are also covered in the compensation scheme for events, so that the entire value chain of the event is taken care of."
2452,14584171,"The Parliament requests the government to remove the requirement of a minimum income of 25,000 kroner in the compensation scheme for events."
2453,14584172,"The Parliament requests the government to establish a targeted grant scheme that ensures that literature houses and similar institutions and foundations are compensated for the loss of income they depend on, which has been lost today."
2454,14584173,The Parliament requests the government to ensure a separate compensation scheme for non-profit organizations that have lost income due to the COVID-19 pandemic.
2455,14587151,"The Parliament requests the government to initiate a new high-speed rail study for the most relevant routes in Norway and to foreign destinations, towards Stockholm and Gothenburg."
2456,14587160,"The Parliament requests the government to propose a state-funded job creation program in the national budget for 2021. New climate-friendly jobs should be created, for example, for climate adaptation in municipalities, in agriculture, and for the restoration of nature."
2457,14587163,The Parliament requests the government to ensure that those who were laid off or unemployed before the coronavirus outbreak receive the same terms and unemployment benefit rates as those who were laid off after March 2020.
2458,14589137,The Parliament requests the government to investigate the possibility of a state-owned green hydrogen company.
2459,14589147,"The Parliament requests the government to instruct Enova to establish a national support scheme for charging in housing cooperatives, condominiums, and garage associations."
2460,14589156,The Parliament requests the government to establish a grant fund for immediate development of pedestrian and cycling infrastructure in municipalities and county municipalities.
2461,14589164,The Parliament requests the government to ensure that the funding intended to cover 80% of sales revenue for pre-approved action organizers is made into a provisional grant so that everyone is guaranteed compensation of 80%.
2462,14589166,The Parliament requests the government to extend the scheme for work assessment allowance to apply until the end of 2020.
2463,14589174,"The Parliament requests the government to return to the Parliament with a review of the backlog and increased healthcare queues that have arisen as a consequence of COVID-19, where they account for the extra costs incurred by the healthcare service if this is to be addressed, and to what extent all levels of the healthcare service have contributed to solving any capacity shortages, including private actors."
2464,1459083,"The Parliament requests the government to utilize the exception provision in the law on the Government Pension Fund § 7 third paragraph and to make temporary borrowings to cover the extraordinary budget expenses related to COVID-19, at least to avoid the sale of assets in the Government Pension Fund Global."
2465,1459095,"The Parliament requests the government to present permanent legal and regulatory changes that ensure that people who need financial social assistance do not have to sell necessary assets that are common in society, deplete their children's savings accounts, or face demands that exacerbate the crisis and make the path back to work or normal daily life more difficult."
2466,14590119,"The Parliament requests the government to expedite the construction of state vessels that are already planned, including five mine countermeasure vessels for the Navy."
2467,14590132,The Parliament requests the government to consider various models for the allocation of areas and subsidies for floating offshore wind and to return to the Parliament with proposals for necessary legislative changes no later than in its proposal for the state budget for 2021.
2468,14590139,The Parliament requests the government to make the arrangement for a 30% initial depreciation for asset group d permanent.
2469,14590161,The Parliament requests the government to extend the layoff period to 52 weeks.
2470,14590167,The Parliament requests the government to immediately ensure that the rules regarding the extension of the period for work assessment allowance are followed up by Nav locally.
2471,14590175,The Parliament requests the government to establish pediatric palliative care teams across the country to ensure that seriously ill children and their families have more time together.
2472,14591108,The Storting asks the government to ensure that Nordland School of Art and Film is incorporated into one of the country's universities.
2473,14591113,The Parliament requests the government to investigate an increase in the natural resource tax to ensure greater local returns from hydropower.
2474,14591144,The Parliament requests the government to establish a state acquisition fund with the purpose of ensuring national ownership in companies of strategic importance for the future business sector in Norway.
2475,14592129,The Parliament requests the government to set a target of at least 2 GW of installed capacity in floating offshore wind by 2025 and 30 GW by 2040.
2476,14592130,The Parliament requests the government to return to the Parliament with proposals for favorable depreciation rules for all offshore wind projects until 2030.
2477,14593131,"The Parliament requests the government to investigate the need for a state-owned floating offshore wind company, Statvind, and to return to the Parliament with proposals for its establishment and organization in an appropriate manner no later than in the proposal for the state budget for 2021."
2478,14593165,"The Parliament requests the government to raise the VTA rates to correspond to the average salary, 5,200 kroner per month per VTA position, and that this applies as long as the temporary rates for unemployment benefits are in effect."
2479,14594145,"The Parliament requests the government to investigate the possibility of establishing new state-owned companies in renewable industries, with the aim of ensuring national and strategic ownership and long-term capital for green business and industrial projects, and to report back to the Parliament in an appropriate manner."
2480,14595152,The Parliament requests the government to ensure that the funds under chapter 560 item 60 can also be used for landslide protection of county roads.
2481,14596153,The Parliament requests the government to establish a grant scheme to trigger investments in water and sewage in municipalities with significant needs for improvements.
2482,14596170,"The Parliament requests the government to make the compensation scheme for the cultural sector a provisional grant, so that all organizers entitled to compensation receive it."
2483,14597154,The Parliament requests the government to develop a plan for the maintenance of water and sewage systems and to present this in connection with the state budget for 2021.
2484,14597158,The Parliament requests the government to return in the state budget for 2021 with a plan for full financing of Mo i Rana Airport until completion in 2023.
2485,14598159,The Parliament requests the government to set a goal that unemployment in Norway should be at least as low at the end of 2021 as it was at the end of 2019.
2486,1459969,"The Storting asks the government to ensure a compensation scheme for Norwegian domestic aviation, either by including aviation in the compensation scheme established for businesses, or by establishing a separate corresponding scheme for aviation. When granting support to the airlines, conditions must be set that they pay out outstanding amounts to package tour operators and passengers as soon as possible."
2487,1459980,"The Parliament requests the government to withdraw the proposal to introduce a tax on biofuels beyond the blending requirement, and to come to Parliament with a new case that effectively contributes to stopping the use of palm oil in the production of biodiesel."
2488,1460167,"The Parliament requests the government to return to the Parliament regarding the new budget adjustments for 2020, with compensation for the additional expenses incurred due to the delays in the co-location in the new veterinary building in Ås."
2489,1460171,"The Parliament requests the government to promptly, and no later than in connection with the state budget for 2021, assess which additional flight routes should be included as part of the FOT routes, in order to maintain air services throughout the country."
2490,1460172,The Parliament requests the government to remove the co-payment in the compensation scheme for the application months of March and April.
2491,1460173,The Parliament requests the government to ensure financial compensation for companies providing permanently adapted work.
2492,1460174,"The Parliament requests the government to ensure financial compensation for businesses that do not have ""profit as their purpose"" and that are not sufficiently covered by other compensation schemes."
2493,1460176,"The Parliament requests the government to formulate requirements that businesses that have received support under the compensation scheme can, upon request, document that the fixed costs included in the application for and the calculation basis for the allocation of support to the individual business have actually been paid."
2494,1460177,"The Parliament requests the government, in the design of a compensation scheme for expenses related to legally mandated maintenance in seasonal businesses, to include all government-mandated maintenance costs for enterprises that have an operating permit in accordance with the Act on Amusement Facilities and the Act on Cable Cars."
2495,1460178,The Parliament requests the government to provide an update on the work to strengthen the local Nav offices in the state budget for 2021.
2496,1460255,"The Storting asks the government to ensure the presence of a military multi-role helicopter stationed in Kirkenes from July 16, 2020, which combines military capacity with support for the police and ambulance services for the population in East Finnmark, in order to strengthen preparedness in Northern Norway and in the border area with Russia."
2497,1460256,The Parliament requests the government to ensure appropriate security measures for the Police Academy's education center in Kongsvinger (including fences and barriers for access control).
2498,1460354,"The Parliament requests the government to enter into an agreement with the national industry as soon as possible for the completion of the Vanguard concept, aiming for the start of construction for the first vessel in 2021, and asks the government to return with a proposal for the financial framework for the project and funding for the start of construction in the proposal for the state budget for 2021."
2499,1460457,The Parliament requests the government to present a proposal to exempt the police from VAT and one-time fees on specially equipped vehicles.
2500,1460458,The Parliament requests the government to assess measures to ensure better continuity in investments in police cars no later than in connection with the state budget for 2021.
2501,1460568,The Parliament requests the government to establish a risk relief scheme for payment guarantees similar to the scheme for credit insurance with GIEK.
2502,1460575,The Parliament requests the government to exempt tax-free from the compensation scheme starting from the application month of May.
2503,1460581,"The Parliament requests the government to ensure that no funds are allocated in the spring of 2020 to establish a children's hospice, but that this is postponed until the Parliament has addressed Report No. St. 24 (2019–2020) on Palliative Treatment and Care in the fall of 2020."
2504,1460670,The Parliament requests the government to extend the temporary exemption from airport fees until the end of the year and asks the government to return with a more detailed assessment of the need for compensation for Avinor in connection with the state budget for 2021.
2505,1460779,"The Parliament requests the government to investigate a rights-based wage subsidy scheme for employers who hire individuals with partial work capacity, which includes new or previously employed individuals who have been assessed through the AAP scheme."
2506,1461245,"The Parliament requests the government to change the compensation scheme to be an event compensation, and not just organizer compensation, so that it includes all businesses, including subcontractors, that are directly affected by the authorities' event bans and restrictions."
2507,1461246,The Parliament requests the government to ensure that it is the actual activity and not the organizational form that determines whether an organizer can apply for compensation for organizers within culture.
2508,1461248,The Parliament requests the government to ensure that the current distribution key for compensation from aquaculture licenses remains in place until a new distribution key comes into effect in 2022.
2509,1461249,"The Parliament requests the government to conduct a review of the system and principles for the sale and auction of production capacity in the aquaculture industry, analyzing and proposing measures to maintain and further develop a strong and diverse ownership in the aquaculture sector."
2510,146137,"The Parliament requests the government to change the compensation scheme for media companies in the following way: The media will receive coverage for up to 80% of the loss of advertising revenue during the period from March 1 to July 1, 2020, compared to the same period in 2019. Media companies that experience a decline in advertising revenue of less than 20% during this period will not receive compensation. The maximum support amount per media company is set at 15 million kroner."
2511,1461328,The Parliament requests the government to consider an expansion and strengthening of the state contribution to the travel guarantee fund to ensure that trust in the scheme is maintained.
2512,146149,"The Parliament requests the government to continue the 400 temporary police positions that were added to the agency as a consequence of the coronavirus pandemic, and that these be made permanent in connection with the state budget for 2021."
2513,1461435,"The Parliament requests the government to investigate and propose changes to laws and/or regulations that ensure the industry stable framework conditions that utilize the flexibility within the EEA Agreement, including tariff models that reflect the value that large, stable consumers have for the grid. Tariffing of industry based on the same principles, regardless of network level, must also be included."
2514,1461441,The Parliament requests the government to re-establish the grant scheme for housing establishment in rural areas as a new three-year initiative and to return to the Parliament with a proposal in the state budget for 2021.
2515,1461510,The Parliament requests the government to present a proposal for more places in the youth unit in the correctional services in Eidsvoll in the upcoming state budget.
2516,1461611,"The Parliament requests the government to present a proposal for an exit program from criminal environments, based on collaboration with volunteers, in the upcoming state budget."
2517,1461612,The Parliament requests the government to compensate the municipal sector for lost tax revenues in 2020 compared to the estimated revenues in the state budget for 2020.
2518,1461626,"The Parliament requests the government to ensure that more small actors receive compensation by lowering the minimum payout threshold and removing the deductible. If necessary, this could be financed by a lower upper limit for compensation for regular businesses and groups."
2519,1461638,"The Parliament requests the government to develop standards that make it easier to certify the reuse of existing building materials, as well as to consider measures that make it more difficult to demolish buildings and support the reuse of existing building stock."
2520,1461719,"The Parliament requests the government, by extending the layoff period, to impose a five-day wage obligation on employers for employees who have been laid off for 26 weeks. The wage obligation should apply to layoffs that have lasted for 26 weeks or more as of November 1, 2020."
2521,1461833,"The Parliament requests the government to establish a special program for circular economy, a Pilot S, based on the model of Pilot E."
2522,1461934,"The Parliament requests the government to ensure that Gassnova/ClimitDemo can provide investment support for the realization of full-scale CO2 capture, utilization, and storage beyond the projects that are currently part of Northern Lights. Hydrogen from natural gas should be able to be included in the program."
2523,1462047,"The Parliament requests the government to facilitate the use of the local developer's negotiated contract for the construction of a new airport in Mo i Rana, with Rana municipality's contribution of 450 million kroner included in the financing of the first phase. The government is asked to return to the financing of the airport in the state budget for 2021."
2524,1462150,"The Parliament requests the government to set the tax-free allowance in the resource rent taxation as the sum of a risk-free interest rate equivalent to the government bond rate with a 10-year maturity plus a risk premium, so that the normal return is shielded and the extraordinary earnings are taxed."
2525,14622215,"The Parliament requests the government to withdraw the loan allocation to the New Oslo University Hospital until the group that is to review emergency medical preparedness at the new Oslo University Hospital has completed its work, and a financial assessment of additional orders following the concept study has been made."
2526,14623216,"The Parliament requests the government to support the initiative for the X-games 2021 with plans for summer sports in Håkons Hall and winter sports in Hafjell, and to present a proposal for funding for this in the state budget for 2021."
2527,14624217,"The Parliament requests the government to change the mandate of Enova, so that Enova can provide support for technologies that have existed for a long time but are commercially immature and where the volumes are still small, such as investment support for technology used in the production and application of renewable hydrogen."
2528,14625218,"The Parliament requests the government to amend the requirements related to § 3-1, fifth paragraph, in the regulations on the compensation scheme for businesses with significant revenue decline, so that the requirement for additional control actions is exempted in cases where an external authorized accountant has performed ongoing bookkeeping and/or prepared mandatory financial reports for the period."
2529,14626219,The Storting asks the government to exempt companies that own fishing vessels registered in the Register of Norwegian Fishing Vessels Subject to Marking (the marking register) from the requirement to have employees in the compensation scheme for businesses with significant revenue decline.
2530,14627220,"The Parliament requests the government to facilitate the use of the local developer's negotiated contract for the construction of a new airport in Mo i Rana, with Rana municipality's contribution of 450 million kroner included in the financing of the first phase. The government is asked to return to the financing of the airport in the state budget for 2021, which should also consider how to ensure the viability of other airports in the area."
2531,14628221,The Parliament asks the government to work quickly and make the necessary clarifications needed to realize the planned airport in Mo i Rana.
2532,14629222,The Parliament requests the government to immediately establish an interest compensation scheme for the necessary development and maintenance of water and sewage facilities.
2533,14630223,"The Parliament requests the government to return to the Parliament in connection with the state budget for 2021 regarding the expansion with six new municipalities into the trial of state funding for the care and nursing sector, so that the Parliament can then decide which six municipalities will be offered to participate in the scheme."
2534,146320,"The Parliament requests the government to return in the state budget for 2021 with an assessment of whether the ship guarantee scheme should be extended beyond the three-year trial period of 2018–2020, including considering an increased duration."
2535,146321,"The Parliament requests the government to return in an appropriate manner with a plan, including economic and administrative consequences, for establishing a joint police station with the Swedish police at Magnormoen. The expenses for both Swedish and Norwegian police must be outlined. The Parliament asks the government to collaborate with Swedish authorities on the plan for the building, the organization of police cooperation, and the distribution of costs."
2536,146322,"The Parliament requests the government to include subcontractors in the technical field in the compensation scheme for canceled cultural events, so that they can apply for compensation for lost income due to the cancellation or closure of events in the cultural sector. The government will establish further terms and conditions for inclusion in the scheme."
2537,146323,"The Parliament requests the government to monitor the situation for top-level football and grassroots sports, and to continuously assess whether there is a need for adjustments to existing arrangements."
2538,146324,"The Parliament requests the government to monitor the situation, including assessing the need to extend the loan and grant scheme and considering further measures if a situation arises where many travelers do not have their claims covered in the event of the tour operator's bankruptcy."
2539,146330,"The Parliament requests the government to return with an assessment of the situation for the tourism industry, proposals for measures adapted to the situation, and the management of any new arrangements no later than in connection with the state budget for 2021. Measures must comply with the rules of the EEA Agreement. It is assumed that the measures are considered in conjunction with the already proposed restructuring measures for the tourism industry amounting to 250 million kroner."
2540,146331,"The Parliament requests the government, in preparation for the 2021 budget, to consider whether there is a need for supplementary arrangements for solid, large companies that fundamentally have a healthy operation but lack the necessary liquidity due to the virus outbreak. All arrangements of this type must comply with EEA regulations and be approved by ESA."
2541,146340,"The Parliament requests the government to investigate and assess changes to the shipping tax scheme so that companies within the scheme, in addition to activities qualifying for shipping taxation, can engage in activities that are not eligible for support and will be taxed normally. The status of the matter shall be addressed in connection with the state budget for 2021."
2542,146341,"The Parliament requests the government to submit for consultation proposals for changes to the value-added tax regulations for contracts, so that during the period until the work is completed, the obligation to issue sales documents only arises if partial payments are received for completed work or materials supplied to the contract object. There should be room for the parties to arrange themselves in such a way that the contractor does not need to report and pay value-added tax on disputed claims along the way, that is, until the project is completed. The Parliament requests the government to present proposals in line with this in connection with the submission of the state budget for 2021."
2543,146350,The Parliament requests the government to present changes to the regulations for camper vans that allow the number of seats to exceed the number of sleeping places. The other criteria will be adjusted as needed. The Parliament asks the government to return with proposals for changes as soon as possible and no later than in connection with the revised national budget for 2021.
