,id,gpt-4o-mini_vote,gpt-4o-mini_voor_lprob,gpt-4o-mini_tegen_lprob
572,2023D43316,voor,-0.10029023,-12.97529
573,2023D43172,voor,-0.065530345,-5.6905303
574,2023D43174,voor,-0.27316988,-1.6481699
575,2023D43317,voor,-0.04864664,-11.923647
576,2023D43320,voor,-0.25205833,-13.752058
577,2023D43091,tegen,-3.2892063,-0.03920632
578,2023D43308,voor,-0.020725815,-8.895726
579,2023D43096,tegen,-1.0703726,-0.44537255
580,2023D43100,voor,-0.1603342,-13.660335
581,2023D43293,voor,-0.00596198,-14.005962
582,2023D43041,voor,-0.062015414,-13.062016
583,2023D42894,voor,-0.029804181,-12.904804
584,2023D43012,voor,-0.10028862,-14.975288
585,2023D42879,voor,-0.12702733,-12.6270275
586,2023D43013,voor,-0.003335752,-7.628336
587,2023D43014,voor,-0.01736976,-4.2673697
588,2023D43011,voor,-0.06203468,-13.687035
589,2023D43060,voor,-0.016125163,-9.891125
590,2023D43047,voor,-0.12934592,-6.129346
591,2023D42878,voor,-0.11602786,-2.6160278
592,2023D43051,voor,-0.018208124,-11.3932085
593,2023D43048,voor,-0.10028462,-13.850285
594,2023D43067,voor,-0.01607367,-15.016073
595,2023D43045,voor,-0.10028258,-13.225283
596,2023D43017,voor,-0.07894818,-12.578948
597,2023D43015,voor,-0.06219623,-8.812196
598,2023D43043,voor,-0.038093705,-13.413094
599,2023D43018,voor,-0.033711404,-12.158711
600,2023D43028,voor,-0.016081883,-13.766082
601,2023D43029,voor,-0.062026616,-12.312027
602,2023D43016,voor,-0.006761437,-11.381762
603,2023D43022,voor,-0.014214275,-11.1392145
604,2023D43023,voor,-0.029805226,-11.904805
605,2023D43071,voor,-0.10028549,-11.975286
606,2023D43021,voor,-0.08381083,-4.333811
607,2023D43027,voor,-0.006757879,-12.506758
608,2023D43069,voor,-0.0620423,-13.937042
609,2023D42886,voor,-0.02330965,-11.14831
610,2023D43033,voor,-0.25533104,-1.505331
611,2023D42887,voor,-0.014201935,-12.264202
612,2023D43040,voor,-0.007664717,-10.882665
613,2023D43034,voor,-0.20150691,-13.826507
614,2023D42896,voor,-0.07896481,-13.578965
615,2023D43032,voor,-0.00985159,-10.009851
616,2023D43031,voor,-0.01740749,-5.7674074
617,2023D43063,voor,-0.012718478,-5.0127187
618,2023D43056,voor,-0.14724734,-5.5222473
619,2023D43057,voor,-0.01227464,-5.6372747
620,2023D42885,voor,-0.005984847,-6.630985
621,2023D42644,tegen,-3.654144,-0.029143965
622,2023D42657,voor,-0.007724099,-9.507724
623,2023D42267,voor,-0.26149428,-1.5114943
624,2023D42610,voor,-0.026388658,-10.151389
625,2023D42637,voor,-0.078958854,-12.9539585
626,2023D42253,voor,-0.04306131,-14.668061
627,2023D42599,tegen,-6.502627,-0.002627024
628,2023D42566,voor,-0.016088687,-11.7660885
629,2023D42561,voor,-0.011090147,-12.26109
630,2023D42508,tegen,-4.512159,-0.012158877
631,2023D42507,voor,-0.014204051,-14.014204
632,2023D42496,voor,-0.1002994,-15.2253
633,2023D42502,voor,-0.10030814,-10.850308
634,2023D42498,voor,-0.011104533,-11.761105
635,2023D42495,voor,-0.10028333,-13.100284
636,2023D42497,voor,-0.048637208,-13.423637
637,2023D42499,voor,-0.04312377,-9.668124
638,2023D42493,tegen,-8.127613,-0.00261264
639,2023D42171,voor,-0.006010564,-10.006011
640,2023D41873,voor,-0.007652892,-11.507653
641,2023D42161,voor,-0.029982578,-8.654983
642,2023D42023,voor,-0.004113781,-12.129114
643,2023D41878,voor,-0.09908599,-2.599086
644,2023D42175,voor,-0.04864732,-13.673647
645,2023D42172,voor,-0.007475648,-7.257476
646,2023D42186,voor,-0.016078008,-12.641078
647,2023D42176,voor,-0.023316406,-10.773316
648,2023D42163,tegen,-12.000747,-0.00074626
649,2023D42076,tegen,-1.1427516,-0.39275157
650,2023D42087,voor,-0.0160915,-11.641091
651,2023D42164,tegen,-9.000892,-0.000891452
652,2023D42167,voor,-0.10028582,-15.225286
653,2023D42075,tegen,-3.0523436,-0.05234367
654,2023D42066,voor,-0.003638084,-11.503638
655,2023D42162,voor,-0.029804181,-14.779804
656,2023D42082,voor,-0.01260348,-10.137604
657,2023D42159,voor,-0.07898915,-14.828989
658,2023D42180,voor,-0.03809853,-14.288098
659,2023D42058,voor,-0.014557039,-5.139557
660,2023D42173,voor,-0.033702873,-12.033703
661,2023D42064,voor,-0.009895151,-9.384895
662,2023D42165,voor,-0.004713022,-9.879713
663,2023D42177,voor,-0.007650284,-12.38265
664,2023D42056,voor,-0.029824095,-16.654823
665,2023D42051,voor,-0.009812169,-10.884812
666,2023D42080,voor,-0.048660602,-12.67366
667,2023D42044,voor,-0.043147285,-9.293147
668,2023D42160,voor,-0.018205896,-14.143206
669,2023D42053,voor,-0.062043868,-13.812044
670,2023D42045,voor,-0.01427445,-9.764275
671,2023D42042,voor,-0.033710133,-13.9087105
672,2023D42052,voor,-0.048642434,-13.298642
673,2023D42050,voor,-0.006462525,-6.7564626
674,2023D42166,voor,-0.004689881,-10.37969
675,2023D42041,voor,-0.01256298,-11.637563
676,2023D42043,tegen,-4.392134,-0.017134251
677,2023D42077,voor,-0.004960732,-8.129961
678,2023D41914,tegen,-11.126976,-0.001975742
679,2023D42032,voor,-0.08826449,-2.5882645
680,2023D42021,voor,-0.026348025,-13.401348
681,2023D41884,voor,-0.06270612,-3.4377062
682,2023D42034,tegen,-14.250495,-0.00049501
683,2023D41885,voor,-0.048647996,-11.923648
684,2023D42018,tegen,-10.875628,-0.000628087
685,2023D41874,voor,-0.012559094,-12.762559
686,2023D41879,voor,-0.062049914,-13.43705
687,2023D41881,tegen,-5.011232,-0.01123197
688,2023D41876,tegen,-2.1300151,-0.1300151
689,2023D41835,voor,-0.029799672,-16.0298
690,2023D41837,voor,-0.020590119,-11.89559
691,2023D41836,voor,-0.055031456,-9.680032
692,2023D41738,voor,-0.062043082,-13.812043
693,2023D41741,voor,-0.038103227,-14.038103
694,2023D41833,voor,-0.008276962,-5.383277
695,2023D41635,voor,-0.016075075,-13.641075
696,2023D41643,voor,-0.017449766,-4.64245
697,2023D41834,voor,-0.021356147,-4.021356
698,2023D41737,voor,-0.1602947,-12.160295
699,2023D41827,voor,-0.01115276,-9.761153
700,2023D41832,voor,-0.016079888,-14.01608
701,2023D41825,tegen,-6.7546453,-0.004645265
702,2023D41641,voor,-0.018226622,-10.518227
703,2023D41831,voor,-0.004158534,-10.254159
704,2023D41751,voor,-0.005272653,-11.630273
705,2023D41649,voor,-0.009574518,-7.0095744
706,2023D41821,voor,-0.029806383,-12.904806
707,2023D41648,voor,-0.07896448,-13.078964
708,2023D41812,tegen,-8.126072,-0.001072227
709,2023D41851,voor,-0.033707716,-11.408708
710,2023D41819,tegen,-11.875655,-0.000654893
711,2023D41817,tegen,-4.1438246,-0.018824365
712,2023D41849,voor,-0.012569227,-14.137569
713,2023D41846,voor,-0.002936579,-9.377936
714,2023D41845,tegen,-1.8079444,-0.18294442
715,2023D41844,voor,-0.006178814,-8.506179
716,2023D41842,tegen,-10.876382,-0.00138214
717,2023D41840,voor,-0.05526441,-8.180264
718,2023D40875,voor,-0.010610315,-7.13561
719,2023D40927,voor,-0.013920427,-6.6389203
720,2023D40458,voor,-0.06203479,-12.687035
721,2023D40760,tegen,-10.253019,-0.003019184
722,2023D41574,voor,-0.03808728,-15.413087
723,2023D41437,voor,-0.008654165,-13.258655
724,2023D40750,voor,-0.02329323,-14.8982935
725,2023D40757,tegen,-14.501496,-0.001496292
726,2023D40743,tegen,-3.1716588,-0.046658717
727,2023D40770,voor,-0.06203099,-12.312031
728,2023D40778,voor,-0.003662906,-10.753663
729,2023D40775,voor,-0.02951568,-3.6545157
730,2023D40774,voor,-0.019690154,-4.14469
731,2023D40764,voor,-0.029806618,-12.529807
732,2023D40747,voor,-0.020584863,-14.270585
733,2023D40740,voor,-0.029900204,-9.154901
734,2023D40738,voor,-0.06417066,-6.189171
735,2023D40717,voor,-0.078964144,-12.703964
736,2023D40777,voor,-0.029818535,-10.404819
737,2023D40718,voor,-0.10667441,-2.3566744
738,2023D40776,voor,-0.026726125,-7.9017262
739,2023D40755,voor,-0.020702813,-9.145702
740,2023D40573,voor,-0.00900404,-8.009004
741,2023D40567,voor,-0.07896315,-14.578963
742,2023D40572,voor,-0.005654183,-5.8806543
743,2023D40577,voor,-0.10029034,-16.47529
744,2023D40564,voor,-0.009789617,-13.884789
745,2023D40566,voor,-0.004129692,-11.254129
746,2023D40575,voor,-0.001745035,-11.876745
747,2023D40569,voor,-0.10027729,-16.475277
748,2023D40571,voor,-0.048649587,-13.79865
749,2023D40563,voor,-0.01608317,-13.266083
750,2023D40565,voor,-0.052070998,-3.302071
751,2023D40331,voor,-0.009806617,-11.759807
752,2023D40279,voor,-0.011154522,-9.761154
753,2023D40189,voor,-0.07037552,-8.070375
754,2023D40325,voor,-0.02353359,-8.398534
755,2023D40175,tegen,-1.9150794,-0.16507931
756,2023D40186,voor,-0.004148088,-10.2541485
757,2023D40328,voor,-0.009809449,-11.1348095
758,2023D40330,voor,-0.038102537,-13.913102
759,2023D40317,voor,-0.03810576,-10.788106
760,2023D40316,voor,-0.0380929,-14.413093
761,2023D40285,voor,-0.20149831,-13.826498
762,2023D40319,voor,-0.020649916,-9.77065
763,2023D40286,voor,-0.04865152,-15.798652
764,2023D40261,voor,-0.023293927,-13.5232935
765,2023D40256,voor,-0.023299286,-14.023299
766,2023D40258,voor,-0.006755752,-13.881756
767,2023D40281,voor,-0.018198758,-12.893199
768,2023D40263,voor,-0.029804412,-13.154804
769,2023D40257,voor,-0.011094862,-11.261095
770,2023D39559,voor,-0.03810495,-11.913105
771,2023D39365,voor,-0.009803782,-11.134804
772,2023D39419,voor,-0.009787967,-13.634788
773,2023D39383,voor,-0.1275537,-7.627554
774,2023D39382,tegen,-5.7548246,-0.004824431
775,2023D39647,voor,-0.0671359,-2.8171358
776,2023D39492,voor,-0.006746281,-14.256746
777,2023D39488,voor,-0.023292648,-13.898293
778,2023D39438,voor,-0.47438583,-9.099386
779,2023D39459,voor,-0.029795965,-12.779796
780,2023D39432,voor,-0.026348377,-13.276348
781,2023D39402,voor,-0.020597478,-14.520597
782,2023D39397,voor,-0.025815863,-3.900816
783,2023D39550,voor,-0.011095692,-13.386096
784,2023D39398,voor,-0.20801093,-1.7080109
785,2023D39396,voor,-0.033815585,-3.5338156
786,2023D39395,voor,-0.10297034,-5.97797
787,2023D39359,voor,-0.028862001,-6.028862
788,2023D39368,voor,-0.005993967,-10.505994
789,2023D39363,voor,-0.020592574,-12.520593
790,2023D39367,voor,-0.026682362,-4.4016824
791,2023D39354,voor,-0.038101852,-12.913102
792,2023D39348,tegen,-8.252187,-0.002186784
793,2023D39357,tegen,-1.2294862,-0.3544862
794,2023D39346,voor,-0.0466792,-3.2966793
795,2023D39353,voor,-0.018196536,-12.393196
796,2023D39541,voor,-0.11302717,-8.988028
797,2023D39543,voor,-0.020757692,-8.770758
798,2023D39549,voor,-0.007658927,-13.007659
799,2023D39544,voor,-0.026853567,-4.0268536
800,2023D39546,voor,-0.038129844,-10.91313
801,2023D39366,voor,-0.016223814,-8.891224
802,2023D39344,tegen,-1.7043576,-0.20435765
803,2023D39556,voor,-0.062040057,-13.93704
804,2023D39547,tegen,-0.76113117,-0.63613117
805,2023D39545,voor,-0.008225891,-7.508226
806,2023D39540,voor,-0.048661403,-15.673661
807,2023D39356,voor,-0.023328284,-10.273328
808,2023D39542,voor,-0.07897604,-11.828976
809,2023D39274,tegen,-3.5304902,-0.030490084
810,2023D39098,voor,-0.007659046,-11.507659
811,2023D39094,voor,-0.0098137,-11.134813
812,2023D39091,voor,-0.01607097,-14.016071
813,2023D39279,tegen,-9.752507,-0.002507286
814,2023D39306,voor,-0.08742706,-2.5874271
815,2023D39271,voor,-0.16035797,-14.535358
816,2023D39296,tegen,-0.9014667,-0.5264667
817,2023D39289,voor,-0.004722753,-9.629723
818,2023D39307,voor,-0.4741853,-14.974185
819,2023D39309,voor,-0.007652061,-11.882652
820,2023D39299,tegen,-2.6981263,-0.0731263
821,2023D39297,voor,-0.00764863,-11.882648
822,2023D39277,tegen,-13.251576,-0.00157676
823,2023D39282,voor,-0.4954427,-1.1204426
824,2023D39283,voor,-0.007656085,-11.257656
825,2023D39298,tegen,-13.250763,-0.000762811
826,2023D39278,tegen,-6.7549686,-0.004968443
827,2023D39290,tegen,-9.377699,-0.002699186
828,2023D39276,tegen,-10.503392,-0.00339183
829,2023D39275,voor,-0.2657469,-1.5157468
830,2023D39270,voor,-0.011096166,-13.386096
831,2023D39273,tegen,-7.380588,-0.005588276
832,2023D39272,tegen,-4.512671,-0.012671038
833,2023D37008,voor,-0.003234513,-10.753235
834,2023D38729,voor,-0.07894983,-12.95395
835,2023D38837,voor,-0.0620265,-16.062027
836,2023D38838,voor,-0.023286588,-16.523287
837,2023D38326,voor,-0.02058977,-13.39559
838,2023D38338,voor,-0.078967005,-13.453967
839,2023D38327,voor,-0.009806502,-12.009807
840,2023D38334,voor,-0.003076944,-8.378077
841,2023D38335,voor,-0.006752548,-13.131753
842,2023D38333,voor,-0.012572048,-11.012572
843,2023D38328,voor,-0.002863247,-10.752863
844,2023D38332,tegen,-6.12898,-0.003980212
845,2023D38313,tegen,-2.1316934,-0.13169326
846,2023D38325,tegen,-9.506247,-0.006246104
847,2023D38319,voor,-0.12700234,-11.502003
848,2023D38321,voor,-0.13872604,-2.138726
849,2023D38324,voor,-0.055637933,-7.305638
850,2023D38322,voor,-0.009795873,-13.634796
851,2023D38323,tegen,-4.6362796,-0.011279354
852,2023D38317,voor,-0.009799061,-12.509799
853,2023D38304,voor,-0.09629586,-2.4712958
854,2023D38298,voor,-0.00599279,-7.255993
855,2023D38310,voor,-0.023299634,-12.398299
856,2023D38306,voor,-0.011725046,-7.386725
857,2023D38295,voor,-0.028111221,-4.9031115
858,2023D38305,voor,-0.018198289,-12.518198
859,2023D38288,voor,-0.01420852,-12.889209
860,2023D38294,tegen,-2.3598912,-0.109891176
861,2023D38292,tegen,-7.8761725,-0.001172368
862,2023D38293,voor,-0.011141664,-6.636142
863,2023D38289,voor,-0.062042184,-12.937042
864,2023D38287,voor,-0.06882157,-2.9438217
865,2023D38291,voor,-0.054966237,-10.929966
866,2023D38290,voor,-0.07895137,-15.328952
867,2023D38285,voor,-0.023398632,-9.273398
868,2023D38284,voor,-0.004674573,-10.879675
869,2023D38283,voor,-0.5313727,-0.9063727
870,2023D38286,voor,-0.049257126,-7.4242573
871,2023D38256,voor,-0.048650842,-14.423651
872,2023D38268,voor,-0.16033511,-14.410336
873,2023D38258,voor,-0.16029927,-12.285299
874,2023D38260,voor,-0.028521433,-4.1535215
875,2023D38257,voor,-0.023495978,-8.648496
876,2023D38241,voor,-0.018221816,-10.768222
877,2023D38245,voor,-0.1272713,-8.252272
878,2023D38252,voor,-0.18984386,-1.8148439
879,2023D38251,voor,-0.026835462,-7.6518354
880,2023D38240,voor,-0.16032283,-10.285323
881,2023D38249,voor,-0.06417066,-6.189171
882,2023D38239,tegen,-13.250763,-0.000762811
883,2023D36741,voor,-0.048659127,-11.048659
884,2023D36738,voor,-0.016076013,-14.141076
885,2023D36746,voor,-0.062044203,-15.312044
886,2023D36743,voor,-0.04305217,-14.168052
887,2023D36742,voor,-0.014212868,-13.514213
888,2023D36740,voor,-0.033708982,-11.408709
889,2023D36667,voor,-0.04863778,-13.923637
890,2023D36663,voor,-0.038139258,-10.038139
891,2023D36669,voor,-0.03004887,-8.405049
892,2023D36665,voor,-0.006879,-9.006879
893,2023D36662,voor,-0.018217957,-10.643218
894,2023D36661,tegen,-1.1421745,-0.39217454
895,2023D36654,voor,-0.014224974,-11.014225
896,2023D36657,voor,-0.01361296,-5.1386127
897,2023D36653,voor,-0.029792618,-15.529793
898,2023D36652,voor,-0.0110727,-14.761073
899,2023D36651,voor,-0.014274569,-9.639275
900,2023D36650,tegen,-8.626193,-0.001192849
901,2023D36948,voor,-0.039136514,-6.9141364
902,2023D36623,voor,-0.007644133,-11.757644
903,2023D36617,voor,-0.31872562,-1.3187256
904,2023D36621,voor,-0.07909952,-8.8291
905,2023D36622,voor,-0.079096876,-8.829097
906,2023D35054,voor,-0.16030617,-13.660306
907,2023D36601,voor,-0.5318663,-0.9068663
908,2023D36614,voor,-0.029806383,-13.654806
909,2023D36579,voor,-0.023298003,-14.273298
910,2023D36587,voor,-0.12702386,-11.002024
911,2023D36574,voor,-0.020593975,-11.770594
912,2023D36585,voor,-0.014212276,-13.889213
913,2023D36578,voor,-0.10027082,-12.725271
914,2023D36562,voor,-0.009797057,-12.759797
915,2023D36568,voor,-0.012572872,-10.887573
916,2023D36603,tegen,-0.97628033,-0.47628036
917,2023D36560,voor,-0.00883804,-8.633838
918,2023D36615,voor,-0.25204137,-11.752042
919,2023D36557,voor,-0.004648592,-15.629648
920,2023D36616,voor,-0.16032283,-12.910323
921,2023D36559,voor,-0.008647188,-13.883647
922,2023D36604,voor,-0.12710491,-9.252105
923,2023D36610,voor,-0.012551333,-12.387551
924,2023D36605,voor,-0.5463644,-0.9213644
925,2023D36566,voor,-0.01609326,-11.141093
926,2023D36593,voor,-0.038896322,-4.4138966
927,2023D36214,tegen,-3.7756305,-0.02563055
928,2023D36218,voor,-0.07897329,-13.578974
929,2023D36219,voor,-0.038092438,-13.788093
930,2023D36220,voor,-0.012555103,-14.012555
931,2023D36217,voor,-0.07896205,-16.328962
932,2023D36215,voor,-0.01926273,-5.019263
933,2023D35828,voor,-0.062107507,-9.437107
934,2023D35826,voor,-0.078952804,-15.453953
935,2023D32269,voor,-0.034623705,-7.0346236
936,2023D32271,tegen,-8.126466,-0.001466058
937,2023D31693,voor,-0.016090326,-11.01609
938,2023D31243,voor,-0.043083694,-10.418084
939,2023D30937,voor,-0.006763334,-12.006763
940,2023D30822,voor,-0.016088687,-12.3910885
941,2023D31173,voor,-0.011147447,-10.0111475
942,2023D31210,voor,-0.16038,-9.66038
943,2023D31197,voor,-0.007319451,-7.5073195
944,2023D31202,voor,-0.6379263,-0.7629263
945,2023D31813,voor,-0.018214561,-11.643214
946,2023D31567,voor,-0.004650611,-12.754651
947,2023D31550,voor,-0.007672756,-10.882672
948,2023D31593,tegen,-2.4671493,-0.092149355
949,2023D31769,voor,-0.07900854,-13.329008
950,2023D31781,voor,-0.05497391,-10.429974
951,2023D31768,voor,-0.03370714,-15.033707
952,2023D31838,tegen,-2.6971042,-0.0721043
953,2023D31537,voor,-0.07896205,-12.578962
954,2023D31874,voor,-0.04864403,-11.798644
955,2023D31869,voor,-0.029805226,-12.029805
956,2023D31865,voor,-0.012544619,-14.762545
957,2023D31864,voor,-0.016137594,-9.641137
958,2023D31879,voor,-0.062054176,-15.062055
959,2023D31870,voor,-0.023305925,-13.648306
960,2023D31623,voor,-0.008743748,-9.383743
961,2023D31625,voor,-0.029814022,-14.654814
962,2023D31866,voor,-0.012556266,-13.762556
963,2023D31627,tegen,-8.501212,-0.00121226
964,2023D31871,voor,-0.10736077,-2.6073608
965,2023D31560,voor,-0.01422944,-11.26423
966,2023D31868,voor,-0.0341388,-7.7841387
967,2023D31728,voor,-0.014206638,-14.639207
968,2023D31790,voor,-0.10757308,-2.357573
969,2023D31730,voor,-0.25205564,-15.002056
970,2023D31736,voor,-0.033705175,-13.033705
971,2023D31659,voor,-0.008659605,-12.008659
972,2023D31738,voor,-0.014203236,-12.889203
973,2023D31800,tegen,-12.378808,-0.003808265
974,2023D31802,tegen,-8.130191,-0.005190944
975,2023D31798,tegen,-13.891352,-0.016351407
976,2023D31796,tegen,-4.021114,-0.02111364
977,2023D31733,tegen,-6.752237,-0.002236732
978,2023D31794,tegen,-12.751906,-0.001906263
979,2023D31724,voor,-0.12701578,-11.377016
980,2023D31787,voor,-0.006040782,-9.506041
981,2023D31841,voor,-0.014222737,-12.514223
982,2023D31740,voor,-0.20151334,-12.451513
983,2023D31858,voor,-0.02058615,-13.395586
984,2023D31852,voor,-0.020653304,-9.645654
985,2023D31568,tegen,-8.252805,-0.002804753
986,2023D31572,voor,-0.003843541,-7.3788433
987,2023D31564,voor,-0.043111894,-10.043112
988,2023D31569,voor,-0.01608986,-12.016089
989,2023D31506,voor,-0.003758513,-9.003758
990,2023D31851,voor,-0.004671969,-10.629672
991,2023D31209,tegen,-3.2906704,-0.040670287
992,2023D31876,voor,-0.023298467,-13.023298
993,2023D31208,voor,-0.038103804,-13.788104
994,2023D31833,voor,-0.048643917,-12.173644
995,2023D31836,tegen,-10.876914,-0.001913762
996,2023D31837,voor,-0.009801419,-13.009802
997,2023D31701,voor,-0.0077286,-9.382729
998,2023D31702,voor,-0.00982456,-11.134825
999,2023D31860,voor,-0.10026696,-13.475267
1000,2023D31861,voor,-0.033708286,-13.783709
1001,2023D31703,voor,-0.007742793,-9.257743
1002,2023D31863,voor,-0.01200648,-7.0120063
1003,2023D31676,voor,-0.062103804,-9.687104
1004,2023D31675,voor,-0.016103232,-10.891103
1005,2023D31666,voor,-0.018196536,-13.768196
1006,2023D31205,voor,-0.006268736,-8.1312685
1007,2023D31672,voor,-0.20154238,-10.951542
1008,2023D31244,voor,-0.16031988,-14.41032
1009,2023D31700,tegen,-4.761065,-0.011065036
1010,2023D31839,voor,-0.048895277,-8.298895
1011,2023D31196,tegen,-6.3785257,-0.003525956
1012,2023D31189,voor,-0.008661605,-11.883661
1013,2023D31248,voor,-0.048651185,-13.548651
1014,2023D31171,voor,-0.113474235,-7.6134744
1015,2023D31250,voor,-0.018200632,-13.518201
1016,2023D31819,voor,-0.006085208,-9.131085
1017,2023D31814,voor,-0.014209231,-12.889209
1018,2023D31821,voor,-0.7024883,-0.7024883
1019,2023D31812,tegen,-1.2315301,-0.35653007
1020,2023D31805,tegen,-15.004263,-0.004263351
1021,2023D31809,voor,-0.03814465,-11.288145
1022,2023D31808,voor,-0.31360772,-8.688608
1023,2023D31880,voor,-0.029804412,-14.279804
1024,2023D31166,voor,-0.038089916,-12.28809
1025,2023D31194,tegen,-7.876688,-0.001688155
1026,2023D31169,voor,-0.07896271,-16.203962
1027,2023D31319,voor,-0.012908079,-4.887908
1028,2023D31824,voor,-0.04865993,-13.79866
1029,2023D31247,voor,-0.005965057,-13.630965
1030,2023D31293,voor,-0.009824206,-10.384824
1031,2023D31301,voor,-0.0298058,-12.154806
1032,2023D31294,voor,-0.01608622,-12.391087
1033,2023D31332,voor,-0.005276807,-13.880277
1034,2023D31287,voor,-0.023293927,-13.1482935
1035,2023D31331,voor,-0.007641294,-12.132641
1036,2023D31369,voor,-0.006762025,-15.006762
1037,2023D31320,voor,-0.14129817,-2.1412983
1038,2023D31373,tegen,-1.6049522,-0.22995219
1039,2023D31324,voor,-0.008653573,-13.883654
1040,2023D31322,voor,-0.16032161,-15.410321
1041,2023D31330,voor,-0.008655346,-11.758656
1042,2023D31329,voor,-0.048639033,-12.673639
1043,2023D31321,voor,-0.12779261,-7.252793
1044,2023D31372,voor,-0.015048227,-6.015048
1045,2023D31370,voor,-0.038117338,-12.538117
1046,2023D31362,tegen,-8.251387,-0.001386428
1047,2023D31365,voor,-0.033749085,-9.783749
1048,2023D31367,voor,-0.01610159,-12.766102
1049,2023D31356,voor,-0.014201589,-12.889201
1050,2023D31352,voor,-0.014219212,-11.139219
1051,2023D31354,voor,-0.025994178,-4.0259943
1052,2023D30722,voor,-0.048652202,-11.798653
1053,2023D31076,voor,-0.06203154,-12.062032
1054,2023D31065,voor,-0.04864834,-13.298648
1055,2023D31069,voor,-0.16032425,-14.535324
1056,2023D31070,voor,-0.008664918,-12.758665
1057,2023D31067,voor,-0.007642118,-12.757642
1058,2023D31066,voor,-0.010059093,-5.510059
1059,2023D31064,voor,-0.023301847,-13.773302
1060,2023D31063,voor,-0.062044546,-13.562044
1061,2023D31068,voor,-0.007644729,-11.882645
1062,2023D31074,voor,-0.16032901,-14.410329
1063,2023D31072,voor,-0.016093494,-12.766093
1064,2023D31078,voor,-0.048644934,-11.673645
1065,2023D31109,voor,-0.00900404,-8.009004
1066,2023D31081,voor,-0.016382951,-8.141383
1067,2023D31080,voor,-0.009162462,-6.5091624
1068,2023D31110,voor,-0.011103355,-12.886104
1069,2023D31075,voor,-0.038096916,-15.413097
1070,2023D31071,voor,-0.048646867,-12.173647
1071,2023D31111,voor,-0.1003049,-10.975305
1072,2023D31105,voor,-0.018209763,-13.393209
1073,2023D31107,voor,-0.011090505,-13.38609
1074,2023D31059,tegen,-7.126542,-0.001541881
1075,2023D31102,voor,-0.07895687,-11.703957
1076,2023D31057,tegen,-3.1700134,-0.045013502
1077,2023D31104,voor,-0.07896811,-12.078968
1078,2023D31101,tegen,-8.252611,-0.002611094
1079,2023D30981,voor,-0.020593157,-13.395593
1080,2023D31154,voor,-0.026352206,-13.026352
1081,2023D31089,voor,-0.10031774,-10.725318
1082,2023D31019,voor,-0.030029088,-8.405029
1083,2023D31022,voor,-0.0470971,-5.547097
1084,2023D31096,voor,-0.048683885,-10.173684
1085,2023D31092,voor,-0.02982812,-10.779828
1086,2023D31054,voor,-0.029812632,-14.654813
1087,2023D31088,voor,-0.06250826,-7.687508
1088,2023D31085,voor,-0.01340103,-7.138401
1089,2023D31083,voor,-0.03129768,-6.5312977
1090,2023D31091,voor,-0.014205229,-12.514205
1091,2023D31084,voor,-0.010005503,-8.510006
1092,2023D31115,voor,-0.0789506,-13.578951
1093,2023D31118,voor,-0.014200997,-13.014201
1094,2023D31123,voor,-0.062017873,-12.687017
1095,2023D31124,voor,-0.033029653,-3.5330296
1096,2023D31113,voor,-0.31338093,-13.688381
1097,2023D31116,voor,-0.023290899,-12.523291
1098,2023D31122,voor,-0.00601258,-10.131013
1099,2023D31112,voor,-0.043072272,-11.043073
1100,2023D31052,voor,-0.12700842,-13.002008
1101,2023D31119,voor,-0.018202389,-13.393203
1102,2023D31117,voor,-0.033927023,-8.408927
1103,2023D31051,voor,-0.011211572,-9.136211
1104,2023D31000,voor,-0.100291416,-11.225291
1105,2023D30996,voor,-0.055178568,-8.430179
1106,2023D30989,voor,-0.005263645,-14.130263
1107,2023D30994,voor,-0.00638601,-6.381386
1108,2023D30998,voor,-0.005465217,-6.630465
1109,2023D30988,voor,-0.024907563,-4.0249076
1110,2023D31004,voor,-0.048969634,-8.048969
1111,2023D31049,voor,-0.12710114,-9.252101
1112,2023D31002,voor,-0.07004158,-9.945042
1113,2023D31005,voor,-0.007666722,-10.632667
1114,2023D30754,voor,-0.029813787,-15.154814
1115,2023D30753,voor,-0.02981217,-14.779812
1116,2023D30752,voor,-0.016071087,-14.641071
1117,2023D30755,voor,-0.16032912,-15.035329
1118,2023D31048,voor,-0.026359873,-14.15136
1119,2023D31047,voor,-0.3133965,-14.313396
1120,2023D30745,voor,-0.12699771,-13.126998
1121,2023D30706,voor,-0.10030069,-14.850301
1122,2023D31032,voor,-0.01611132,-11.016111
1123,2023D30751,voor,-0.03808923,-13.163089
1124,2023D30707,voor,-0.07899422,-10.453994
1125,2023D30746,voor,-0.02058685,-13.645587
1126,2023D30704,voor,-0.011088847,-14.386088
1127,2023D30681,voor,-0.009582196,-5.134582
1128,2023D30665,voor,-0.02059374,-12.520594
1129,2023D30666,voor,-0.010516661,-7.2605166
1130,2023D30683,voor,-0.055061016,-9.180061
1131,2023D30668,voor,-0.110040694,-2.3600407
1132,2023D30700,voor,-0.078950375,-13.82895
1133,2023D30650,voor,-0.026351392,-13.651351
1134,2023D30685,tegen,-0.9049593,-0.5299593
1135,2023D30642,voor,-0.14228438,-2.1422844
1136,2023D30644,voor,-0.08050353,-2.5805035
1137,2023D30645,voor,-0.005333728,-9.755334
1138,2023D30664,voor,-0.008655227,-12.383656
